"","date","BTC"
"274",2019-09-25,0.4339
"275",2019-09-26,0.4392
"276",2019-09-27,0.4414
"277",2019-09-28,0.4437
"278",2019-09-29,0.4507
"279",2019-09-30,0.4405
"280",2019-10-01,0.4607
"281",2019-10-02,0.429
"282",2019-10-03,0.4089
"283",2019-10-04,0.3809
"284",2019-10-05,0.3856
"285",2019-10-06,0.39
"286",2019-10-07,0.3895
"287",2019-10-08,0.3933
"288",2019-10-09,0.521
"289",2019-10-10,0.5037
"290",2019-10-11,0.4878
"291",2019-10-12,0.5124
"292",2019-10-13,0.4566
"293",2019-10-14,0.4015
"294",2019-10-15,0.3852
"295",2019-10-16,0.3743
"296",2019-10-17,0.3453
"297",2019-10-18,0.3167
"298",2019-10-19,0.2858
"299",2019-10-20,0.2747
"300",2019-10-21,0.2887
"301",2019-10-22,0.2917
"302",2019-10-23,0.2666
"303",2019-10-24,0.2517
"304",2019-10-25,0.2478
"305",2019-10-26,0.2481
"306",2019-10-27,0.2347
"307",2019-10-28,0.2308
"308",2019-10-29,0.2407
"309",2019-10-30,0.2435
"310",2019-10-31,0.2566
"311",2019-11-01,0.2473
"312",2019-11-02,0.2691
"313",2019-11-03,0.2545
"314",2019-11-04,0.2532
"315",2019-11-05,0.2736
"316",2019-11-06,0.3071
"317",2019-11-07,0.3413
"318",2019-11-08,0.3338
"319",2019-11-09,0.3838
"320",2019-11-10,0.4051
"321",2019-11-11,0.4272
"322",2019-11-12,0.4194
"323",2019-11-13,0.4375
"324",2019-11-14,0.4487
"325",2019-11-15,0.4518
"326",2019-11-16,0.4255
"327",2019-11-17,0.4361
"328",2019-11-18,0.4296
"329",2019-11-19,0.433
"330",2019-11-20,0.4509
"331",2019-11-21,0.4529
"332",2019-11-22,0.4239
"333",2019-11-23,0.4128
"334",2019-11-24,0.4359
"335",2019-11-25,0.4305
"336",2019-11-26,0.44
"337",2019-11-27,0.4335
"338",2019-11-28,0.4113
"339",2019-11-29,0.4262
"340",2019-11-30,0.4437
"341",2019-12-01,0.4573
"342",2019-12-02,0.4232
"343",2019-12-03,0.4239
"344",2019-12-04,0.4265
"345",2019-12-05,0.4536
"346",2019-12-06,0.4261
"347",2019-12-07,0.4203
"348",2019-12-08,0.4189
"349",2019-12-09,0.4224
"350",2019-12-10,0.397
"351",2019-12-11,0.3553
"352",2019-12-12,0.3514
"353",2019-12-13,0.3496
"354",2019-12-14,0.3735
"355",2019-12-15,0.3758
"356",2019-12-16,0.3982
"357",2019-12-17,0.3928
"358",2019-12-18,0.3908
"359",2019-12-19,0.3776
"360",2019-12-20,0.4025
"361",2019-12-21,0.3998
"362",2019-12-22,0.3689
"363",2019-12-23,0.3784
"364",2019-12-24,0.3951
"365",2019-12-25,0.3937
"366",2019-12-26,0.3796
"367",2019-12-27,0.398
"368",2019-12-28,0.392
"369",2019-12-29,0.3915
"370",2019-12-30,0.3872
"371",2019-12-31,0.3868
"372",2020-01-01,0.367
"373",2020-01-02,0.3364
"374",2020-01-03,0.3208
"375",2020-01-04,0.3085
"376",2020-01-05,0.3014
"377",2020-01-06,0.2776
"378",2020-01-07,0.2894
"379",2020-01-08,0.3336
"380",2020-01-09,0.3349
"381",2020-01-10,0.3384
"382",2020-01-11,0.333
"383",2020-01-12,0.3234
"384",2020-01-13,0.329
"385",2020-01-14,0.3407
"386",2020-01-15,0.3263
"387",2020-01-16,0.345
"388",2020-01-17,0.3523
"389",2020-01-18,0.3848
"390",2020-01-19,0.3807
"391",2020-01-20,0.3992
"392",2020-01-21,0.3651
"393",2020-01-22,0.3758
"394",2020-01-23,0.3948
"395",2020-01-24,0.4086
"396",2020-01-25,0.4286
"397",2020-01-26,0.423
"398",2020-01-27,0.3953
"399",2020-01-28,0.396
"400",2020-01-29,0.4435
"401",2020-01-30,0.4485
"402",2020-01-31,0.4186
"403",2020-02-01,0.4174
"404",2020-02-02,0.4382
"405",2020-02-03,0.4458
"406",2020-02-04,0.4348
"407",2020-02-05,0.4426
"408",2020-02-06,0.4254
"409",2020-02-07,0.4253
"410",2020-02-08,0.4195
"411",2020-02-09,0.4389
"412",2020-02-10,0.4099
"413",2020-02-11,0.4168
"414",2020-02-12,0.4256
"415",2020-02-13,0.4378
"416",2020-02-14,0.4213
"417",2020-02-15,0.4068
"418",2020-02-16,0.4128
"419",2020-02-17,0.4135
"420",2020-02-18,0.5467
"421",2020-02-19,0.5342
"422",2020-02-20,0.5108
"423",2020-02-21,0.4753
"424",2020-02-22,0.4696
"425",2020-02-23,0.455
"426",2020-02-24,0.4363
"427",2020-02-25,0.4389
"428",2020-02-26,0.4104
"429",2020-02-27,0.4607
"430",2020-02-28,0.4555
"431",2020-02-29,0.4325
"432",2020-03-01,0.3918
"433",2020-03-02,0.3824
"434",2020-03-03,0.3738
"435",2020-03-04,0.3693
"436",2020-03-05,0.3499
"437",2020-03-06,0.3374
"438",2020-03-07,0.3308
"439",2020-03-08,0.3385
"440",2020-03-09,0.353
"441",2020-03-10,0.3235
"442",2020-03-11,0.2968
"443",2020-03-12,0.3393
"444",2020-03-13,0.3791
"445",2020-03-14,0.3696
"446",2020-03-15,0.3708
"447",2020-03-16,0.3626
"448",2020-03-17,0.3737
"449",2020-03-18,0.3845
"450",2020-03-19,0.4115
"451",2020-03-20,0.4525
"452",2020-03-21,0.412
"453",2020-03-22,0.3951
"454",2020-03-23,0.4059
"455",2020-03-24,0.4362
"456",2020-03-25,0.4426
"457",2020-03-26,0.4618
"458",2020-03-27,0.4874
"459",2020-03-28,0.4903
"460",2020-03-29,0.5289
"461",2020-03-30,0.498
"462",2020-03-31,0.4426
"463",2020-04-01,0.4717
"464",2020-04-02,0.4553
"465",2020-04-03,0.4342
"466",2020-04-04,0.4548
"467",2020-04-05,0.4634
"468",2020-04-06,0.458
"469",2020-04-07,0.4662
"470",2020-04-08,0.4995
"471",2020-04-09,0.4815
"472",2020-04-10,0.3988
"473",2020-04-11,0.4304
"474",2020-04-12,0.4759
"475",2020-04-13,0.491
"476",2020-04-14,0.4762
"477",2020-04-15,0.4596
"478",2020-04-16,0.4212
"479",2020-04-17,0.4263
"480",2020-04-18,0.4504
"481",2020-04-19,0.4549
"482",2020-04-20,0.3828
"483",2020-04-21,0.3694
"484",2020-04-22,0.4308
"485",2020-04-23,0.4362
"486",2020-04-24,0.4156
"487",2020-04-25,0.4004
"488",2020-04-26,0.4295
"489",2020-04-27,0.394
"490",2020-04-28,0.403
"491",2020-04-29,0.4503
"492",2020-04-30,0.4076
"493",2020-05-01,0.3955
"494",2020-05-02,0.3406
"495",2020-05-03,0.3617
"496",2020-05-04,0.3759
"497",2020-05-05,0.3713
"498",2020-05-06,0.3605
"499",2020-05-07,0.4087
"500",2020-05-08,0.4096
"501",2020-05-09,0.3739
"502",2020-05-10,0.2927
"503",2020-05-11,0.3195
"504",2020-05-12,0.3451
"505",2020-05-13,0.33
"506",2020-05-14,0.3501
"507",2020-05-15,0.34
"508",2020-05-16,0.3407
"509",2020-05-17,0.3602
"510",2020-05-18,0.43
"511",2020-05-19,0.4155
"512",2020-05-20,0.3549
"513",2020-05-21,0.2974
"514",2020-05-22,0.2812
"515",2020-05-23,0.3168
"516",2020-05-24,0.2836
"517",2020-05-25,0.3173
"518",2020-05-26,0.3201
"519",2020-05-27,0.3155
"520",2020-05-28,0.3493
"521",2020-05-29,0.3591
"522",2020-05-30,0.2749
"523",2020-05-31,0.3155
"524",2020-06-01,0.3408
"525",2020-06-02,0.3539
"526",2020-06-03,0.3639
"527",2020-06-04,0.3493
"528",2020-06-05,0.3476
"529",2020-06-06,0.3293
"530",2020-06-07,0.3574
"531",2020-06-08,0.3645
"532",2020-06-09,0.3357
"533",2020-06-10,0.3506
"534",2020-06-11,0.3848
"535",2020-06-12,0.388
"536",2020-06-13,0.3593
"537",2020-06-14,0.3301
"538",2020-06-15,0.2855
"539",2020-06-16,0.3368
"540",2020-06-17,0.3817
"541",2020-06-18,0.3669
"542",2020-06-19,0.291
"543",2020-06-20,0.3519
"544",2020-06-21,0.3833
"545",2020-06-22,0.3664
"546",2020-06-23,0.3545
"547",2020-06-24,0.3508
"548",2020-06-25,0.3523
"549",2020-06-26,0.3028
"550",2020-06-27,0.3187
"551",2020-06-28,0.3804
"552",2020-06-29,0.3357
"553",2020-06-30,0.3495
"554",2020-07-01,0.3795
"555",2020-07-02,0.3355
"556",2020-07-03,0.3812
"557",2020-07-04,0.3915
"558",2020-07-05,0.4199
"559",2020-07-06,0.4223
"560",2020-07-07,0.4045
"561",2020-07-08,0.3995
"562",2020-07-09,0.3081
"563",2020-07-10,0.4014
"564",2020-07-11,0.3937
"565",2020-07-12,0.4467
"566",2020-07-13,0.455
"567",2020-07-14,0.4337
"568",2020-07-15,0.4282
"569",2020-07-16,0.4521
"570",2020-07-17,0.5094
"571",2020-07-18,0.4957
"572",2020-07-19,0.5114
"573",2020-07-20,0.5725
"574",2020-07-21,0.4853
"575",2020-07-22,0.4717
"576",2020-07-23,0.4884
"577",2020-07-24,0.4429
"578",2020-07-25,0.4126
"579",2020-07-26,0.4328
"580",2020-07-27,0.4869
"581",2020-07-28,0.4663
"582",2020-07-29,0.429
"583",2020-07-30,0.4673
"584",2020-07-31,0.4399
"585",2020-08-01,0.4333
"586",2020-08-02,0.3922
"587",2020-08-03,0.4546
"588",2020-08-04,0.4869
"589",2020-08-05,0.4822
"590",2020-08-06,0.4971
"591",2020-08-07,0.5
"592",2020-08-08,0.4133
"593",2020-08-09,0.4245
"594",2020-08-10,0.4254
"595",2020-08-11,0.4707
"596",2020-08-12,0.4918
"597",2020-08-13,0.4786
"598",2020-08-14,0.4234
"599",2020-08-15,0.4162
"600",2020-08-16,0.4456
"601",2020-08-17,0.4647
"602",2020-08-18,0.4391
"603",2020-08-19,0.4781
"604",2020-08-20,0.3781
"605",2020-08-21,0.4019
"606",2020-08-22,0.4258
"607",2020-08-23,0.4205
"608",2020-08-24,0.4697
"609",2020-08-25,0.4763
"610",2020-08-26,0.4416
"611",2020-08-27,0.468
"612",2020-08-28,0.4208
"613",2020-08-29,0.4471
"614",2020-08-30,0.4365
"615",2020-08-31,0.3596
"616",2020-09-01,0.401
"617",2020-09-02,0.4159
"618",2020-09-03,0.4728
"619",2020-09-04,0.4695
"620",2020-09-05,0.4577
"621",2020-09-06,0.5067
"622",2020-09-07,0.3882
"623",2020-09-08,0.4744
"624",2020-09-09,0.4927
"625",2020-09-10,0.4761
"626",2020-09-11,0.3844
"627",2020-09-12,0.4082
"628",2020-09-13,0.4413
"629",2020-09-14,0.4452
"630",2020-09-15,0.4771
"631",2020-09-16,0.4754
"632",2020-09-17,0.4677
"633",2020-09-18,0.4996
"634",2020-09-19,0.4295
"635",2020-09-20,0.4698
"636",2020-09-21,0.4709
"637",2020-09-22,0.3936
"638",2020-09-23,0.4357
"639",2020-09-24,0.4135
"640",2020-09-25,0.3992
"641",2020-09-26,0.4099
"642",2020-09-27,0.4022
"643",2020-09-28,0.4773
"644",2020-09-29,0.4804
"645",2020-09-30,0.5099
"646",2020-10-01,0.4559
"647",2020-10-02,0.4692
"648",2020-10-03,0.3912
"649",2020-10-04,0.3915
"650",2020-10-05,0.4113
"651",2020-10-06,0.4306
"652",2020-10-07,0.4029
"653",2020-10-08,0.4749
"654",2020-10-09,0.4933
"655",2020-10-10,0.4796
"656",2020-10-11,0.5104
"657",2020-10-12,0.5247
"658",2020-10-13,0.4687
"659",2020-10-14,0.4427
"660",2020-10-15,0.5179
"661",2020-10-16,0.5254
"662",2020-10-17,0.4591
"663",2020-10-18,0.4866
"664",2020-10-19,0.4664
"665",2020-10-20,0.4571
"666",2020-10-21,0.4777
"667",2020-10-22,0.4952
"668",2020-10-23,0.5589
"669",2020-10-24,0.546
"670",2020-10-25,0.4531
"671",2020-10-26,0.5228
"672",2020-10-27,0.4535
"673",2020-10-28,0.5004
"674",2020-10-29,0.4365
"675",2020-10-30,0.4324
"676",2020-10-31,0.4075
"677",2020-11-01,0.4432
"678",2020-11-02,0.5164
"679",2020-11-03,0.5157
"680",2020-11-04,0.5351
"681",2020-11-05,0.4703
"682",2020-11-06,0.3556
"683",2020-11-07,0.4221
"684",2020-11-08,0.4316
"685",2020-11-09,0.3973
"686",2020-11-10,0.4209
"687",2020-11-11,0.4025
"688",2020-11-12,0.3934
"689",2020-11-13,0.3965
"690",2020-11-14,0.3933
"691",2020-11-15,0.4457
"692",2020-11-16,0.3544
"693",2020-11-17,0.4303
"694",2020-11-18,0.351
"695",2020-11-19,0.3665
"696",2020-11-20,0.3336
"697",2020-11-21,0.3057
"698",2020-11-22,0.3494
"699",2020-11-23,0.3818
"700",2020-11-24,0.389
"701",2020-11-25,0.4152
"702",2020-11-26,0.3745
"703",2020-11-27,0.3536
"704",2020-11-28,0.3522
"705",2020-11-29,0.3654
"706",2020-11-30,0.305
"707",2020-12-01,0.3484
"708",2020-12-02,0.4222
"709",2020-12-03,0.4272
"710",2020-12-04,0.4406
"711",2020-12-05,0.4228
"712",2020-12-06,0.4144
"713",2020-12-07,0.4816
"714",2020-12-08,0.42
"715",2020-12-09,0.4306
"716",2020-12-10,0.429
"717",2020-12-11,0.436
"718",2020-12-12,0.3789
"719",2020-12-13,0.4291
"720",2020-12-14,0.4547
"721",2020-12-15,0.4622
"722",2020-12-16,0.428
"723",2020-12-17,0.5099
"724",2020-12-18,0.4441
"725",2020-12-19,0.401
"726",2020-12-20,0.4221
"727",2020-12-21,0.3947
"728",2020-12-22,0.4362
"729",2020-12-23,0.4191
"730",2020-12-24,0.3674
"731",2020-12-25,0.4217
"732",2020-12-26,0.3813
"733",2020-12-27,0.4337
"734",2020-12-28,0.4254
"735",2020-12-29,0.4324
"736",2020-12-30,0.4016
"737",2020-12-31,0.4045
"738",2021-01-01,0.4521
"739",2021-01-02,0.4572
"740",2021-01-03,0.4682
"741",2021-01-04,0.4821
"742",2021-01-05,0.3802
"743",2021-01-06,0.4619
"744",2021-01-07,0.4595
"745",2021-01-08,0.4624
"746",2021-01-09,0.4623
"747",2021-01-10,0.423
"748",2021-01-11,0.4576
"749",2021-01-12,0.4809
"750",2021-01-13,0.5027
"751",2021-01-14,0.5295
"752",2021-01-15,0.502
"753",2021-01-16,0.5472
"754",2021-01-17,0.4524
"755",2021-01-18,0.4849
"756",2021-01-19,0.4968
"757",2021-01-20,0.4961
"758",2021-01-21,0.489
"759",2021-01-22,0.4854
"760",2021-01-23,0.4669
"761",2021-01-24,0.4844
"762",2021-01-25,0.4565
"763",2021-01-26,0.4668
"764",2021-01-27,0.4792
"765",2021-01-28,0.4587
"766",2021-01-29,0.3937
"767",2021-01-30,0.412
"768",2021-01-31,0.4197
"769",2021-02-01,0.3556
"770",2021-02-02,0.351
"771",2021-02-03,0.3646
"772",2021-02-04,0.317
"773",2021-02-05,0.3623
"774",2021-02-06,0.3425
"775",2021-02-07,0.325
"776",2021-02-08,0.2979
"777",2021-02-09,0.3364
"778",2021-02-10,0.3382
"779",2021-02-11,0.3304
"780",2021-02-12,0.2889
"781",2021-02-13,0.3053
"782",2021-02-14,0.2841
"783",2021-02-15,0.3188
"784",2021-02-16,0.2954
"785",2021-02-17,0.2971
"786",2021-02-18,0.3323
"787",2021-02-19,0.3579
"788",2021-02-20,0.434
"789",2021-02-21,0.4592
"790",2021-02-22,0.4624
"791",2021-02-23,0.4354
"792",2021-02-24,0.4384
"793",2021-02-25,0.4742
"794",2021-02-26,0.4803
"795",2021-02-27,0.4899
"796",2021-02-28,0.5413
"797",2021-03-01,0.6066
"798",2021-03-02,0.6711
"799",2021-03-03,0.6694
"800",2021-03-04,0.6681
"801",2021-03-05,0.6362
"802",2021-03-06,0.3908
"803",2021-03-07,0.3896
"804",2021-03-08,0.3466
"805",2021-03-09,0.328
"806",2021-03-10,0.3719
"807",2021-03-11,0.3591
"808",2021-03-12,0.3653
"809",2021-03-13,0.3441
"810",2021-03-14,0.3709
"811",2021-03-15,0.4033
"812",2021-03-16,0.4225
"813",2021-03-17,0.4187
"814",2021-03-18,0.3727
"815",2021-03-19,0.3434
"816",2021-03-20,0.3414
"817",2021-03-21,0.327
"818",2021-03-22,0.3697
"819",2021-03-23,0.368
"820",2021-03-24,0.3595
"821",2021-03-25,0.3918
"822",2021-03-26,0.4153
"823",2021-03-27,0.4186
"824",2021-03-28,0.3791
"825",2021-03-29,0.3691
"826",2021-03-30,0.3334
"827",2021-03-31,0.3463
"828",2021-04-01,0.3795
"829",2021-04-02,0.3804
"830",2021-04-03,0.4013
"831",2021-04-04,0.3902
"832",2021-04-05,0.4006
"833",2021-04-06,0.4305
"834",2021-04-07,0.4355
"835",2021-04-08,0.3734
"836",2021-04-09,0.3711
"837",2021-04-10,0.383
"838",2021-04-11,0.3848
"839",2021-04-12,0.3814
"840",2021-04-13,0.4033
"841",2021-04-14,0.4144
"842",2021-04-15,0.4288
"843",2021-04-16,0.4482
"844",2021-04-17,0.4211
"845",2021-04-18,0.3921
"846",2021-04-19,0.3448
"847",2021-04-20,0.3225
"848",2021-04-21,0.3398
"849",2021-04-22,0.3076
"850",2021-04-23,0.1979
"851",2021-04-24,0.2097
"852",2021-04-25,0.2151
"853",2021-04-26,0.2309
"854",2021-04-27,0.2432
"855",2021-04-28,0.2442
"856",2021-04-29,0.2506
"857",2021-04-30,0.245
"858",2021-05-01,0.3011
"859",2021-05-02,0.2656
"860",2021-05-03,0.2733
"861",2021-05-04,0.2961
"862",2021-05-05,0.2913
"863",2021-05-06,0.2692
"864",2021-05-07,0.209
"865",2021-05-08,0.2243
"866",2021-05-09,0.2871
"867",2021-05-10,0.3126
"868",2021-05-11,0.3267
"869",2021-05-12,0.3267
"870",2021-05-13,0.3316
"871",2021-05-14,0.3368
"872",2021-05-15,0.3541
"873",2021-05-16,0.3823
"874",2021-05-17,0.3298
"875",2021-05-18,0.32
"876",2021-05-19,0.3382
"877",2021-05-20,0.3469
"878",2021-05-21,0.38
"879",2021-05-22,0.3709
"880",2021-05-23,0.373
"881",2021-05-24,0.4047
"882",2021-05-25,0.4099
"883",2021-05-26,0.4143
"884",2021-05-27,0.4255
"885",2021-05-28,0.4404
"886",2021-05-29,0.4232
"887",2021-05-30,0.4308
"888",2021-05-31,0.4791
"889",2021-06-01,0.4738
"890",2021-06-02,0.4612
"891",2021-06-03,0.4567
"892",2021-06-04,0.4439
"893",2021-06-05,0.4671
"894",2021-06-06,0.4574
"895",2021-06-07,0.4233
"896",2021-06-08,0.4122
"897",2021-06-09,0.4082
"898",2021-06-10,0.3994
"899",2021-06-11,0.4207
"900",2021-06-12,0.4269
"901",2021-06-13,0.401
"902",2021-06-14,0.4014
"903",2021-06-15,0.3917
"904",2021-06-16,0.3549
"905",2021-06-17,0.3963
"906",2021-06-18,0.4561
"907",2021-06-19,0.465
"908",2021-06-20,0.4778
"909",2021-06-21,0.4743
"910",2021-06-22,0.4511
"911",2021-06-23,0.4422
"912",2021-06-24,0.3963
"913",2021-06-25,0.3883
"914",2021-06-26,0.3648
"915",2021-06-27,0.3367
"916",2021-06-28,0.3285
"917",2021-06-29,0.3376
"918",2021-06-30,0.4012
"919",2021-07-01,0.3625
"920",2021-07-02,0.3611
"921",2021-07-03,0.3818
"922",2021-07-04,0.3361
"923",2021-07-05,0.3079
"924",2021-07-06,0.2497
"925",2021-07-07,0.229
"926",2021-07-08,0.2301
"927",2021-07-09,0.2491
"928",2021-07-10,0.2879
"929",2021-07-11,0.2877
"930",2021-07-12,0.2506
"931",2021-07-13,0.2328
"932",2021-07-14,0.2518
"933",2021-07-15,0.2383
"934",2021-07-16,0.238
"935",2021-07-17,0.2167
"936",2021-07-18,0.1667
"937",2021-07-19,0.1464
"938",2021-07-20,0.1777
