date,XRP,BNB,BTC,DOGE,ADA,ETH,TRX,LTC
2020-10-11,0.357,0.1537,0.3817,0.5344,0.0905,0.2146,0.2656,0.1317
2020-10-12,0.3619,0.1479,0.3752,0.5455,0.0909,0.2117,0.2572,0.1279
2020-10-13,0.347,0.1231,0.3453,0.5458,0.0835,0.1877,0.2569,0.1174
2020-10-14,0.3638,0.1394,0.3597,0.5554,0.106,0.2152,0.2688,0.1336
2020-10-15,0.3726,0.1448,0.3731,0.5674,0.1057,0.2204,0.2772,0.1351
2020-10-16,0.3845,0.1511,0.384,0.5725,0.1117,0.2184,0.2751,0.1373
2020-10-17,0.3741,0.1506,0.3742,0.5726,0.1103,0.2109,0.2716,0.1367
2020-10-18,0.3817,0.1653,0.3864,0.5559,0.1182,0.2396,0.2828,0.1433
2020-10-19,0.3837,0.1719,0.3834,0.5663,0.1132,0.2469,0.2983,0.148
2020-10-20,0.3884,0.1615,0.3817,0.5921,0.1066,0.2385,0.3006,0.1564
2020-10-21,0.367,0.1538,0.3787,0.5774,0.0961000000000001,0.2309,0.3014,0.1535
2020-10-22,0.3607,0.1479,0.3677,0.5624,0.0924,0.2247,0.2935,0.1531
2020-10-23,0.3634,0.1605,0.3874,0.5675,0.1033,0.2373,0.299,0.1618
2020-10-24,0.3869,0.1774,0.4036,0.5839,0.117,0.2559,0.3098,0.1774
2020-10-25,0.3843,0.1826,0.3963,0.5882,0.1264,0.2589,0.3164,0.1769
2020-10-26,0.3806,0.1913,0.3975,0.6046,0.1414,0.26,0.3239,0.1863
2020-10-27,0.3738,0.1787,0.3986,0.6089,0.1342,0.2492,0.3248,0.1822
2020-10-28,0.3925,0.2116,0.4007,0.6062,0.1515,0.2709,0.3377,0.1945
2020-10-29,0.3864,0.223,0.3906,0.6086,0.1489,0.2668,0.3385,0.1937
2020-10-30,0.3898,0.2243,0.3956,0.6203,0.1482,0.2757,0.3378,0.2057
2020-10-31,0.3821,0.2331,0.4105,0.6249,0.1546,0.2772,0.3466,0.2097
2020-11-01,0.3778,0.2416,0.4221,0.6121,0.1477,0.2715,0.3486,0.2178
2020-11-02,0.3624,0.2372,0.4101,0.5823,0.1441,0.2672,0.345,0.2188
2020-11-03,0.3712,0.2498,0.4141,0.5721,0.1499,0.2821,0.3502,0.2197
2020-11-04,0.3671,0.251,0.4211,0.5715,0.1535,0.2845,0.3573,0.2234
2020-11-05,0.3598,0.2405,0.4157,0.5798,0.143,0.2722,0.34,0.2176
2020-11-06,0.3294,0.2121,0.3734,0.5861,0.1287,0.2412,0.3214,0.2085
2020-11-07,0.3317,0.2437,0.3894,0.6036,0.1415,0.265,0.3297,0.2257
2020-11-08,0.3166,0.2565,0.3809,0.6051,0.1437,0.2628,0.336,0.2222
2020-11-09,0.3116,0.2361,0.3729,0.5874,0.1447,0.2485,0.3263,0.2077
2020-11-10,0.2903,0.2203,0.3555,0.5892,0.1361,0.2364,0.3275,0.2011
2020-11-11,0.287,0.2263,0.3614,0.5978,0.138,0.24,0.3305,0.2035
2020-11-12,0.2807,0.2296,0.3669,0.6006,0.136,0.2411,0.3397,0.2048
2020-11-13,0.2788,0.2247,0.3582,0.5923,0.1346,0.2389,0.3431,0.2077
2020-11-14,0.2841,0.2418,0.3899,0.5963,0.1419,0.2661,0.3613,0.2142
2020-11-15,0.2932,0.2441,0.403,0.5851,0.1439,0.2675,0.3631,0.2155
2020-11-16,0.2876,0.2443,0.3906,0.5905,0.14,0.2549,0.3647,0.2072
2020-11-17,0.2991,0.2507,0.4047,0.6014,0.1427,0.2649,0.3606,0.2114
2020-11-18,0.2918,0.2431,0.3767,0.6092,0.1306,0.2492,0.3496,0.214
2020-11-19,0.3127,0.2586,0.3906,0.6223,0.1529,0.2757,0.3572,0.2333
2020-11-20,0.3047,0.2498,0.386,0.6107,0.1459,0.2659,0.3609,0.2121
2020-11-21,0.3141,0.243,0.3789,0.5971,0.1377,0.2617,0.3476,0.2088
2020-11-22,0.3013,0.2328,0.3799,0.5928,0.13,0.2508,0.3421,0.2008
2020-11-23,0.3276,0.2281,0.3825,0.5908,0.122,0.2494,0.3411,0.1939
2020-11-24,0.3391,0.21,0.3613,0.5845,0.1125,0.239,0.3371,0.185
2020-11-25,0.3532,0.2288,0.374,0.5986,0.1226,0.2568,0.3485,0.1979
2020-11-26,0.3507,0.2158,0.3589,0.5912,0.1138,0.2338,0.3426,0.1877
2020-11-27,0.3536,0.2247,0.3673,0.579,0.1267,0.2486,0.3421,0.1908
2020-11-28,0.3613,0.2267,0.371,0.5725,0.1313,0.2514,0.3462,0.1853
2020-11-29,0.3788,0.2137,0.3826,0.5808,0.1273,0.2454,0.3381,0.1813
2020-11-30,0.3722,0.2099,0.3654,0.5723,0.1248,0.2342,0.3352,0.1756
2020-12-01,0.3766,0.2149,0.3693,0.5665,0.127,0.239,0.3384,0.1799
2020-12-02,0.3811,0.2227,0.4024,0.5671,0.1382,0.2667,0.3533,0.1905
2020-12-03,0.3895,0.2242,0.4042,0.5642,0.1352,0.2601,0.351,0.189
2020-12-04,0.3704,0.2171,0.3976,0.5716,0.1283,0.2499,0.3468,0.1801
2020-12-05,0.3613,0.2098,0.3712,0.5831,0.1187,0.2329,0.3254,0.1795
2020-12-06,0.3591,0.2051,0.3588,0.5882,0.1145,0.2231,0.3201,0.1726
2020-12-07,0.376,0.2257,0.3764,0.5936,0.1274,0.2387,0.3128,0.1915
2020-12-08,0.3755,0.2264,0.3793,0.6133,0.1205,0.2423,0.3029,0.1953
2020-12-09,0.3972,0.2337,0.395,0.6334,0.136,0.2549,0.2991,0.2054
2020-12-10,0.3919,0.2367,0.4102,0.6347,0.1334,0.247,0.2985,0.2007
2020-12-11,0.4153,0.2365,0.4175,0.6136,0.1292,0.2491,0.2882,0.2009
2020-12-12,0.4196,0.2277,0.4073,0.583,0.1257,0.2464,0.2813,0.1957
2020-12-13,0.4168,0.2211,0.4034,0.5783,0.1261,0.2451,0.2857,0.1888
2020-12-14,0.4174,0.2094,0.3968,0.5801,0.1145,0.2385,0.2878,0.1864
2020-12-15,0.4213,0.2116,0.403,0.5928,0.1185,0.2395,0.2874,0.1911
2020-12-16,0.4109,0.2001,0.3721,0.5971,0.1179,0.2154,0.2785,0.1858
2020-12-17,0.4243,0.2256,0.3936,0.606,0.1346,0.2567,0.2808,0.2048
2020-12-18,0.4288,0.2234,0.3833,0.6122,0.1341,0.2504,0.2792,0.1986
2020-12-19,0.4299,0.2142,0.3751,0.6136,0.1305,0.238,0.2759,0.203
2020-12-20,0.4156,0.2113,0.3728,0.5953,0.1265,0.2304,0.2714,0.1925
2020-12-21,0.4122,0.2008,0.3692,0.5778,0.1125,0.2158,0.2616,0.1802
2020-12-22,0.4116,0.2098,0.3791,0.5836,0.1176,0.2241,0.2683,0.1869
2020-12-23,0.4516,0.2081,0.3763,0.5855,0.1111,0.2248,0.266,0.1843
2020-12-24,0.4503,0.2003,0.3564,0.5861,0.1064,0.2139,0.2675,0.1822
2020-12-25,0.4471,0.2182,0.379,0.603,0.1123,0.2284,0.2748,0.1958
2020-12-26,0.4298,0.2091,0.3861,0.5971,0.1006,0.2153,0.2708,0.1895
2020-12-27,0.4282,0.2081,0.3744,0.5655,0.1012,0.2158,0.2648,0.1876
2020-12-28,0.4348,0.2243,0.3877,0.5806,0.1102,0.2281,0.2773,0.1981
2020-12-29,0.4577,0.2225,0.3946,0.6007,0.1123,0.2233,0.2672,0.1951
2020-12-30,0.4536,0.2244,0.3882,0.597,0.1052,0.2104,0.2701,0.1887
2020-12-31,0.4573,0.2168,0.3767,0.5914,0.0984999999999999,0.1973,0.2635,0.1868
2021-01-01,0.4573,0.2131,0.4001,0.5757,0.0932000000000001,0.2012,0.2694,0.1784
2021-01-02,0.4698,0.2244,0.4059,0.601,0.1002,0.2134,0.2754,0.1797
2021-01-03,0.4564,0.2219,0.4026,0.6079,0.0985,0.2066,0.287,0.1684
2021-01-04,0.4574,0.2163,0.4021,0.6194,0.0966999999999999,0.198,0.2821,0.1687
2021-01-05,0.4409,0.1854,0.3618,0.6356,0.0730999999999999,0.165,0.2771,0.1599
2021-01-06,0.4379,0.2178,0.389,0.6299,0.0915,0.1962,0.2947,0.1825
2021-01-07,0.4452,0.213,0.361,0.6283,0.0760999999999999,0.1787,0.2966,0.1779
2021-01-08,0.4747,0.2096,0.3737,0.6326,0.0782,0.186,0.2904,0.1853
2021-01-09,0.462,0.1998,0.3618,0.6231,0.0623,0.1685,0.2901,0.1787
2021-01-10,0.4822,0.2132,0.3773,0.6132,0.0645,0.188,0.2939,0.1896
2021-01-11,0.4844,0.2076,0.3685,0.6161,0.0681999999999999,0.1917,0.2995,0.1893
2021-01-12,0.5071,0.2201,0.3804,0.6355,0.0722,0.2034,0.3103,0.2004
2021-01-13,0.501,0.2313,0.3914,0.6301,0.079,0.2237,0.3175,0.2071
2021-01-14,0.4961,0.2281,0.3965,0.6168,0.0819,0.2199,0.3111,0.1955
2021-01-15,0.49,0.2187,0.3829,0.6176,0.0775,0.2034,0.3073,0.1827
2021-01-16,0.5018,0.2166,0.4019,0.6088,0.0791999999999999,0.2086,0.3166,0.1848
2021-01-17,0.4962,0.2031,0.3717,0.6143,0.0744,0.1899,0.3013,0.1739
2021-01-18,0.4893,0.1967,0.3622,0.632,0.0742,0.1885,0.297,0.1832
2021-01-19,0.4895,0.2032,0.3629,0.6259,0.0737,0.1937,0.3062,0.1842
2021-01-20,0.4858,0.202,0.3632,0.6076,0.0742999999999999,0.1911,0.2987,0.1811
2021-01-21,0.469,0.2065,0.3777,0.5957,0.0748,0.2019,0.2963,0.1878
2021-01-22,0.4945,0.2049,0.3704,0.6072,0.0735,0.2019,0.2926,0.1891
2021-01-23,0.5048,0.2118,0.3957,0.6237,0.0749,0.2176,0.3014,0.1992
2021-01-24,0.5091,0.2017,0.3904,0.6215,0.0704,0.2084,0.2976,0.1986
2021-01-25,0.5057,0.1858,0.3655,0.6143,0.0600999999999999,0.1835,0.291,0.1842
2021-01-26,0.5277,0.2146,0.3839,0.6208,0.0752999999999999,0.2083,0.3033,0.1999
2021-01-27,0.5266,0.2297,0.3982,0.6294,0.0765,0.212,0.316,0.2
2021-01-28,0.5364,0.2243,0.4027,0.6852,0.0714,0.2085,0.3022,0.2058
2021-01-29,0.5082,0.2014,0.3664,0.7202,0.0659000000000001,0.1906,0.2911,0.1961
2021-01-30,0.5103,0.2215,0.38,0.7289,0.08,0.2191,0.3011,0.2091
2021-01-31,0.512,0.2138,0.3817,0.731,0.079,0.2249,0.3014,0.2023
2021-02-01,0.5186,0.2047,0.3701,0.7165,0.0757,0.218,0.2906,0.1981
2021-02-02,0.5077,0.1932,0.3635,0.7426,0.0703,0.2076,0.2849,0.1968
2021-02-03,0.5003,0.1888,0.3662,0.7701,0.0658,0.2083,0.2749,0.2009
2021-02-04,0.4954,0.1868,0.3532,0.7924,0.0610000000000001,0.192,0.2783,0.1991
2021-02-05,0.5163,0.2184,0.3848,0.7848,0.0799,0.226,0.295,0.219
2021-02-06,0.5292,0.2287,0.3942,0.7759,0.0848,0.2355,0.301,0.2223
2021-02-07,0.5173,0.219,0.396,0.7808,0.0881,0.2312,0.2985,0.2166
2021-02-08,0.4934,0.2142,0.389,0.769,0.0859,0.2185,0.2977,0.2122
2021-02-09,0.5004,0.2052,0.3668,0.7593,0.0756,0.1937,0.2805,0.2023
2021-02-10,0.4991,0.2231,0.3562,0.7628,0.0797,0.1982,0.2803,0.2085
2021-02-11,0.5064,0.2285,0.3726,0.7649,0.0885,0.2114,0.2874,0.2213
2021-02-12,0.5106,0.231,0.4356,0.7616,0.0919,0.2427,0.3003,0.2243
2021-02-13,0.5224,0.2368,0.434,0.7813,0.091,0.2428,0.2997,0.2276
2021-02-14,0.5355,0.2271,0.4194,0.7798,0.0854,0.2199,0.2901,0.2168
2021-02-15,0.5442,0.2452,0.4225,0.8009,0.0922000000000001,0.2412,0.289,0.2251
2021-02-16,0.5399,0.2527,0.4026,0.7972,0.0911999999999999,0.238,0.2938,0.2214
2021-02-17,0.5313,0.2534,0.4022,0.8357,0.0968,0.2463,0.3065,0.2347
2021-02-18,0.516,0.2559,0.4156,0.8425,0.0969,0.2489,0.3121,0.2342
2021-02-19,0.4993,0.269,0.4064,0.8168,0.0939,0.2354,0.2936,0.2247
2021-02-20,0.4884,0.2641,0.3971,0.8072,0.0948,0.2332,0.2901,0.2259
2021-02-21,0.532,0.2764,0.4198,0.825,0.0979,0.2579,0.2861,0.2377
2021-02-22,0.5248,0.2625,0.4014,0.8273,0.0952,0.2447,0.287,0.2258
2021-02-23,0.5175,0.2741,0.4049,0.8054,0.0988,0.2373,0.2912,0.2254
2021-02-24,0.5089,0.2845,0.3885,0.8217,0.0951,0.2236,0.2956,0.2219
2021-02-25,0.5151,0.2981,0.401,0.8142,0.1036,0.2309,0.2881,0.2318
2021-02-26,0.5024,0.3116,0.3906,0.7937,0.1081,0.2357,0.2926,0.2359
2021-02-27,0.4993,0.3097,0.3937,0.7965,0.1152,0.2484,0.2932,0.243
2021-02-28,0.48,0.3058,0.3979,0.8112,0.1215,0.2493,0.2951,0.2358
2021-03-01,0.4688,0.3159,0.414,0.8117,0.1189,0.2467,0.2967,0.2458
2021-03-02,0.4706,0.3138,0.4218,0.8042,0.1103,0.2471,0.2886,0.2467
2021-03-03,0.4726,0.3092,0.4045,0.7941,0.1076,0.2467,0.2888,0.2487
2021-03-04,0.4687,0.3084,0.4055,0.7786,0.1075,0.2557,0.2977,0.247
2021-03-05,0.4657,0.2983,0.39,0.783,0.0991,0.2348,0.2821,0.238
2021-03-06,0.4404,0.2925,0.3624,0.773,0.0943000000000001,0.214,0.2697,0.2248
2021-03-07,0.4408,0.3094,0.383,0.7851,0.1243,0.2472,0.2856,0.2392
2021-03-08,0.4397,0.3085,0.3837,0.7718,0.1213,0.2383,0.2882,0.2293
2021-03-09,0.444,0.2997,0.3706,0.7984,0.1256,0.2303,0.278,0.2257
2021-03-10,0.4313,0.2869,0.3809,0.7943,0.1247,0.2299,0.2753,0.2202
2021-03-11,0.4385,0.2988,0.3924,0.7854,0.1245,0.2425,0.2755,0.2249
2021-03-12,0.4378,0.2894,0.4071,0.7608,0.1222,0.2463,0.2893,0.2314
2021-03-13,0.4494,0.282,0.4068,0.762,0.1162,0.242,0.2891,0.2408
2021-03-14,0.4407,0.28,0.3997,0.7549,0.1052,0.227,0.2842,0.2344
2021-03-15,0.4481,0.2889,0.408,0.7646,0.1067,0.2307,0.2843,0.2435
2021-03-16,0.4543,0.2862,0.4055,0.731,0.1092,0.2333,0.2905,0.2492
2021-03-17,0.461,0.2961,0.4191,0.743,0.1255,0.2587,0.294,0.256
2021-03-18,0.4548,0.3057,0.3882,0.7766,0.1332,0.2524,0.2918,0.2569
2021-03-19,0.4472,0.2809,0.3896,0.793,0.1393,0.248,0.2811,0.2472
2021-03-20,0.4416,0.2752,0.3887,0.7762,0.135,0.2493,0.2906,0.2338
2021-03-21,0.4255,0.2763,0.3861,0.7304,0.1361,0.2335,0.2821,0.2059
2021-03-22,0.4238,0.2842,0.4035,0.7263,0.1577,0.2506,0.2943,0.2199
2021-03-23,0.4415,0.2796,0.3995,0.7318,0.154,0.2463,0.2944,0.216
2021-03-24,0.4428,0.2679,0.3967,0.7499,0.1535,0.2461,0.2988,0.2096
2021-03-25,0.4449,0.276,0.3824,0.7223,0.1527,0.2387,0.2994,0.2172
2021-03-26,0.4467,0.2663,0.3714,0.7417,0.153,0.2358,0.2903,0.2121
2021-03-27,0.4456,0.2729,0.3879,0.7252,0.1707,0.2638,0.2886,0.2221
2021-03-28,0.4325,0.2681,0.3799,0.6588,0.1656,0.2524,0.2882,0.2145
2021-03-29,0.4532,0.2656,0.3809,0.7077,0.1695,0.2554,0.2733,0.22
2021-03-30,0.439,0.2589,0.3676,0.7267,0.1585,0.2367,0.2662,0.2077
2021-03-31,0.431,0.2879,0.3726,0.7393,0.1675,0.2565,0.2775,0.2269
2021-04-01,0.4287,0.2743,0.3805,0.7262,0.167,0.2562,0.2789,0.2197
2021-04-02,0.4294,0.2582,0.3814,0.7272,0.1657,0.2491,0.2782,0.2122
2021-04-03,0.425,0.2577,0.4029,0.7368,0.1656,0.2547,0.2823,0.2147
2021-04-04,0.4121,0.2568,0.3978,0.7353,0.1643,0.2489,0.2814,0.2087
2021-04-05,0.4148,0.2488,0.3594,0.73,0.1607,0.2315,0.2837,0.2016
2021-04-06,0.4414,0.2488,0.3811,0.7259,0.1807,0.2666,0.3061,0.2242
2021-04-07,0.4504,0.2466,0.3878,0.6832,0.1798,0.2783,0.3165,0.2256
2021-04-08,0.4496,0.2426,0.3836,0.6961,0.1774,0.2761,0.3062,0.2209
2021-04-09,0.4347,0.2409,0.3811,0.6841,0.1764,0.2606,0.3121,0.2077
2021-04-10,0.4362,0.2439,0.3795,0.6965,0.1666,0.2405,0.2948,0.2007
2021-04-11,0.4337,0.2353,0.3612,0.6885,0.1789,0.2422,0.2944,0.1996
2021-04-12,0.4322,0.2343,0.3541,0.6943,0.1902,0.2483,0.2987,0.1992
2021-04-13,0.434,0.2396,0.3583,0.7017,0.1915,0.2707,0.3117,0.2089
2021-04-14,0.4301,0.2439,0.3693,0.7125,0.1939,0.2698,0.3083,0.214
2021-04-15,0.4169,0.2439,0.3542,0.722,0.1757,0.2454,0.2946,0.2035
2021-04-16,0.4315,0.2484,0.3582,0.7029,0.1781,0.2596,0.2892,0.2106
2021-04-17,0.4389,0.2517,0.3618,0.699,0.1796,0.275,0.2962,0.2211
2021-04-18,0.4494,0.2245,0.3618,0.7126,0.1792,0.2732,0.3021,0.2263
2021-04-19,0.4331,0.2114,0.3627,0.6883,0.1712,0.2724,0.307,0.225
2021-04-20,0.4198,0.2235,0.355,0.6597,0.1722,0.2631,0.3058,0.216
2021-04-21,0.4222,0.2234,0.3862,0.6744,0.1846,0.2774,0.3223,0.226
2021-04-22,0.4378,0.23,0.3913,0.6926,0.1811,0.2771,0.3206,0.2265
2021-04-23,0.4263,0.2264,0.3795,0.6894,0.1686,0.2695,0.3258,0.2208
2021-04-24,0.4245,0.2362,0.4073,0.704,0.1803,0.2916,0.3409,0.2439
2021-04-25,0.4113,0.2356,0.4014,0.6948,0.1721,0.2801,0.3488,0.2335
2021-04-26,0.4099,0.2486,0.4027,0.6741,0.1693,0.2835,0.3486,0.2439
2021-04-27,0.3904,0.2481,0.3698,0.6356,0.1558,0.2682,0.3441,0.2426
2021-04-28,0.3943,0.2358,0.3648,0.6384,0.1532,0.2727,0.3443,0.2501
2021-04-29,0.3773,0.2212,0.3621,0.6402,0.1376,0.2499,0.3388,0.2413
2021-04-30,0.3777,0.2194,0.3699,0.6022,0.1374,0.2521,0.335,0.2482
2021-05-01,0.375,0.2053,0.3872,0.6024,0.129,0.2512,0.326,0.2473
2021-05-02,0.3614,0.1939,0.3922,0.6062,0.1213,0.2457,0.3228,0.2365
2021-05-03,0.36,0.1883,0.3946,0.5787,0.1246,0.2464,0.3384,0.2377
2021-05-04,0.3611,0.1856,0.3894,0.5947,0.1208,0.2399,0.3336,0.2278
2021-05-05,0.3532,0.1781,0.3614,0.611,0.1085,0.2271,0.3342,0.2236
2021-05-06,0.3572,0.1943,0.3741,0.6033,0.119,0.2497,0.3431,0.2395
2021-05-07,0.3652,0.1926,0.3702,0.5986,0.1204,0.2533,0.3534,0.2412
2021-05-08,0.3574,0.1765,0.3475,0.6033,0.1241,0.2376,0.3461,0.2334
2021-05-09,0.3555,0.1662,0.3535,0.602,0.1277,0.2398,0.3468,0.23
2021-05-10,0.3665,0.1712,0.358,0.5984,0.1206,0.2359,0.3405,0.2317
2021-05-11,0.3712,0.1705,0.3709,0.576,0.1188,0.2398,0.3467,0.2299
2021-05-12,0.3817,0.1842,0.3818,0.5883,0.1299,0.2456,0.3528,0.2342
2021-05-13,0.372,0.1905,0.4085,0.5911,0.1278,0.25,0.3474,0.2302
2021-05-14,0.3614,0.1964,0.4123,0.5717,0.1277,0.25,0.3378,0.2215
2021-05-15,0.3505,0.1959,0.4053,0.5572,0.12,0.2367,0.3458,0.2087
2021-05-16,0.3718,0.1908,0.41,0.5458,0.1225,0.2485,0.3342,0.2112
2021-05-17,0.3661,0.177,0.3775,0.5513,0.1216,0.2364,0.3268,0.2084
2021-05-18,0.3722,0.1667,0.3912,0.5692,0.1312,0.2456,0.332,0.2184
2021-05-19,0.3574,0.1597,0.3701,0.5417,0.1273,0.2371,0.334,0.2196
2021-05-20,0.3725,0.1703,0.3788,0.5452,0.1377,0.251,0.3273,0.2303
2021-05-21,0.3748,0.1704,0.3881,0.5566,0.1503,0.2648,0.3302,0.2388
2021-05-22,0.3846,0.1657,0.3774,0.5511,0.1583,0.2714,0.334,0.2391
2021-05-23,0.3881,0.152,0.3703,0.5632,0.1644,0.2711,0.3424,0.2306
2021-05-24,0.3906,0.1465,0.3755,0.5693,0.1619,0.2564,0.341,0.2218
2021-05-25,0.3896,0.1511,0.3647,0.5705,0.1539,0.2496,0.3391,0.2162
2021-05-26,0.3853,0.1636,0.3758,0.5557,0.1667,0.2731,0.3435,0.2223
2021-05-27,0.3861,0.1706,0.3824,0.5469,0.1712,0.287,0.3546,0.233
2021-05-28,0.3931,0.159,0.3952,0.5648,0.1709,0.2871,0.3463,0.2315
2021-05-29,0.3805,0.1593,0.3915,0.5574,0.1765,0.2775,0.334,0.2309
2021-05-30,0.369,0.1628,0.3785,0.5526,0.1768,0.266,0.3303,0.2252
2021-05-31,0.3788,0.1532,0.3902,0.5553,0.1758,0.2787,0.338,0.2291
2021-06-01,0.3969,0.148,0.372,0.5395,0.162,0.2645,0.3288,0.228
2021-06-02,0.4031,0.15,0.3743,0.5268,0.1667,0.274,0.3307,0.2365
2021-06-03,0.4036,0.1557,0.3687,0.5467,0.1731,0.2718,0.325,0.2338
2021-06-04,0.4016,0.1489,0.3541,0.5598,0.17,0.2604,0.3308,0.2302
2021-06-05,0.4156,0.1589,0.3667,0.5678,0.1884,0.2907,0.3468,0.2551
2021-06-06,0.4206,0.158,0.36,0.5555,0.1874,0.297,0.3526,0.2591
2021-06-07,0.4146,0.1455,0.3463,0.5564,0.1883,0.2901,0.3385,0.2499
2021-06-08,0.4005,0.1422,0.3362,0.5439,0.183,0.2814,0.3456,0.2543
2021-06-09,0.4073,0.1452,0.328,0.5536,0.1852,0.2805,0.3347,0.2516
2021-06-10,0.4021,0.1483,0.2977,0.5572,0.1803,0.271,0.3266,0.2506
2021-06-11,0.4027,0.1517,0.3063,0.5549,0.1794,0.281,0.3301,0.2553
2021-06-12,0.4014,0.1532,0.3175,0.5632,0.1667,0.286,0.33,0.253
2021-06-13,0.3814,0.1546,0.3259,0.5475,0.1578,0.2822,0.3174,0.2478
2021-06-14,0.3625,0.1518,0.3175,0.5542,0.1424,0.2722,0.3127,0.2441
2021-06-15,0.3762,0.1621,0.3429,0.5626,0.1428,0.3,0.3187,0.2629
2021-06-16,0.3765,0.1609,0.3262,0.5654,0.1432,0.3006,0.324,0.2647
2021-06-17,0.3815,0.1378,0.3181,0.575,0.1322,0.2815,0.318,0.2581
2021-06-18,0.3615,0.12,0.3191,0.5648,0.119,0.2687,0.3142,0.244
2021-06-19,0.3538,0.1293,0.3221,0.5582,0.1032,0.2603,0.3164,0.2387
2021-06-20,0.3474,0.1337,0.3357,0.5424,0.1065,0.2628,0.3222,0.2397
2021-06-21,0.3517,0.1358,0.3158,0.5399,0.0905,0.2458,0.3133,0.2329
2021-06-22,0.3461,0.1249,0.3047,0.5574,0.089,0.2467,0.3181,0.2364
2021-06-23,0.3346,0.127,0.3131,0.5697,0.0936,0.2499,0.3273,0.2335
2021-06-24,0.3317,0.1302,0.2994,0.5326,0.0867,0.2394,0.3273,0.2321
2021-06-25,0.3333,0.1356,0.3039,0.5212,0.0858,0.2394,0.3208,0.2246
2021-06-26,0.3261,0.14,0.3204,0.5137,0.0753,0.2312,0.316,0.2268
2021-06-27,0.3239,0.1289,0.3103,0.5129,0.0671999999999999,0.2154,0.2926,0.2208
2021-06-28,0.3216,0.119,0.3153,0.5084,0.0676,0.2005,0.2979,0.2201
2021-06-29,0.3344,0.1262,0.3197,0.5015,0.0673,0.1905,0.302,0.2295
2021-06-30,0.3336,0.1231,0.3405,0.4986,0.0669,0.1965,0.3024,0.2397
2021-07-01,0.326,0.1173,0.3356,0.4943,0.0764,0.1762,0.289,0.2269
2021-07-02,0.3159,0.1124,0.3153,0.4758,0.0808,0.1645,0.295,0.2195
2021-07-03,0.3162,0.1158,0.3134,0.4854,0.0777,0.1649,0.2871,0.2252
2021-07-04,0.3057,0.1136,0.2691,0.4782,0.0818,0.1459,0.2688,0.2133
2021-07-05,0.3297,0.1234,0.2946,0.4693,0.0692,0.1765,0.2731,0.2293
2021-07-06,0.3357,0.1278,0.2873,0.4703,0.0714,0.18,0.2861,0.2367
2021-07-07,0.3304,0.1131,0.3003,0.4802,0.0729,0.1759,0.2813,0.2294
2021-07-08,0.3181,0.1182,0.302,0.4949,0.071,0.1742,0.2795,0.2308
2021-07-09,0.3181,0.119,0.2955,0.4806,0.0711999999999999,0.1684,0.2656,0.2218
2021-07-10,0.3297,0.1133,0.3049,0.4886,0.071,0.1832,0.2688,0.2276
2021-07-11,0.3325,0.0995,0.3237,0.487,0.0713,0.1881,0.2793,0.2342
2021-07-12,0.3275,0.0976,0.3342,0.4857,0.0747,0.1902,0.2812,0.2342
2021-07-13,0.3234,0.1083,0.3148,0.4783,0.0713,0.1824,0.2809,0.2388
2021-07-14,0.322,0.1063,0.3132,0.4759,0.0701000000000001,0.1785,0.2828,0.2445
2021-07-15,0.3423,0.1089,0.3301,0.4703,0.0698,0.1931,0.2746,0.2551
2021-07-16,0.3317,0.0963999999999999,0.2978,0.4569,0.0742999999999999,0.1837,0.257,0.2495
2021-07-17,0.3175,0.0923,0.2947,0.4897,0.0742999999999999,0.1897,0.2557,0.2447
2021-07-18,0.3185,0.0843,0.2979,0.4936,0.075,0.1882,0.2584,0.247
2021-07-19,0.3191,0.0953999999999999,0.2868,0.4821,0.0808,0.1871,0.2443,0.25
2021-07-20,0.322,0.1017,0.2929,0.4512,0.0858,0.1967,0.242,0.2598
2021-07-21,0.3323,0.1093,0.2981,0.4752,0.0878,0.2118,0.248,0.2645
2021-07-22,0.32,0.1127,0.3169,0.4778,0.088,0.215,0.2589,0.2675
2021-07-23,0.3189,0.1155,0.3201,0.4873,0.089,0.2065,0.2508,0.2723
2021-07-24,0.3203,0.117,0.3118,0.4899,0.0874,0.2068,0.2473,0.2767
2021-07-25,0.3227,0.1193,0.3212,0.4739,0.0866,0.2158,0.2526,0.2741
2021-07-26,0.3236,0.1152,0.3124,0.4563,0.0835,0.2114,0.2563,0.2741
2021-07-27,0.3328,0.0979000000000001,0.3096,0.4564,0.0801999999999999,0.1993,0.24,0.2649
2021-07-28,0.3239,0.0968,0.2973,0.4719,0.0768,0.1886,0.2329,0.2592
2021-07-29,0.3253,0.1078,0.3212,0.4788,0.0708000000000001,0.1993,0.2331,0.2641
2021-07-30,0.3259,0.112,0.3337,0.4825,0.0706,0.2219,0.2481,0.2744
2021-07-31,0.3335,0.1094,0.3317,0.4695,0.0694,0.2224,0.2419,0.2688
2021-08-01,0.3335,0.1096,0.3433,0.4681,0.0726,0.2312,0.2451,0.272
2021-08-02,0.338,0.1086,0.3485,0.4456,0.0700999999999999,0.2297,0.2443,0.2752
2021-08-03,0.3394,0.1079,0.3307,0.4531,0.0640999999999999,0.2193,0.2455,0.2852
2021-08-04,0.3465,0.1157,0.3347,0.4581,0.0719000000000001,0.2368,0.2558,0.3082
2021-08-05,0.3519,0.1256,0.334,0.4705,0.075,0.2484,0.2609,0.3192
