"","date","ETH"
"162",2021-05-25,0.2949
"163",2021-05-26,0.2998
"164",2021-05-27,0.2962
"165",2021-05-28,0.2967
"166",2021-05-29,0.2947
"167",2021-05-30,0.2967
"168",2021-05-31,0.3071
"169",2021-06-01,0.307
"170",2021-06-02,0.3048
"171",2021-06-03,0.2967
"172",2021-06-04,0.2938
"173",2021-06-05,0.3021
"174",2021-06-06,0.3028
"175",2021-06-07,0.2958
"176",2021-06-08,0.3
"177",2021-06-09,0.2948
"178",2021-06-10,0.2888
"179",2021-06-11,0.2948
"180",2021-06-12,0.3092
"181",2021-06-13,0.3124
"182",2021-06-14,0.3083
"183",2021-06-15,0.317
"184",2021-06-16,0.314
"185",2021-06-17,0.3049
"186",2021-06-18,0.3033
"187",2021-06-19,0.3095
"188",2021-06-20,0.3119
"189",2021-06-21,0.3081
"190",2021-06-22,0.3065
"191",2021-06-23,0.3052
"192",2021-06-24,0.3109
"193",2021-06-25,0.3081
"194",2021-06-26,0.3076
"195",2021-06-27,0.3075
"196",2021-06-28,0.3049
"197",2021-06-29,0.2987
"198",2021-06-30,0.3072
"199",2021-07-01,0.3009
"200",2021-07-02,0.3066
"201",2021-07-03,0.3072
"202",2021-07-04,0.2932
"203",2021-07-05,0.3082
"204",2021-07-06,0.3084
"205",2021-07-07,0.3067
"206",2021-07-08,0.2975
"207",2021-07-09,0.29
"208",2021-07-10,0.29
"209",2021-07-11,0.2967
"210",2021-07-12,0.2989
"211",2021-07-13,0.3044
"212",2021-07-14,0.2979
"213",2021-07-15,0.3015
"214",2021-07-16,0.3052
"215",2021-07-17,0.3019
"216",2021-07-18,0.3057
"217",2021-07-19,0.2954
"218",2021-07-20,0.3045
"219",2021-07-21,0.2989
"220",2021-07-22,0.3058
"221",2021-07-23,0.3018
"222",2021-07-24,0.2968
"223",2021-07-25,0.2941
"224",2021-07-26,0.2901
"225",2021-07-27,0.287
"226",2021-07-28,0.2732
"227",2021-07-29,0.277
"228",2021-07-30,0.2904
"229",2021-07-31,0.2851
"230",2021-08-01,0.2799
"231",2021-08-02,0.2907
"232",2021-08-03,0.2836
"233",2021-08-04,0.2831
"234",2021-08-05,0.2754
"235",2021-08-06,0.2729
"236",2021-08-07,0.2751
"237",2021-08-08,0.2692
"238",2021-08-09,0.2712
"239",2021-08-10,0.2737
"240",2021-08-11,0.281
"241",2021-08-12,0.2689
"242",2021-08-13,0.2661
"243",2021-08-14,0.2695
"244",2021-08-15,0.2716
"245",2021-08-16,0.271
"246",2021-08-17,0.2718
"247",2021-08-18,0.2668
"248",2021-08-19,0.2624
"249",2021-08-20,0.2616
"250",2021-08-21,0.2603
"251",2021-08-22,0.257
"252",2021-08-23,0.2532
"253",2021-08-24,0.2627
"254",2021-08-25,0.2608
"255",2021-08-26,0.2566
"256",2021-08-27,0.2508
"257",2021-08-28,0.2505
"258",2021-08-29,0.2549
"259",2021-08-30,0.2466
"260",2021-08-31,0.2462
"261",2021-09-01,0.2406
"262",2021-09-02,0.2268
"263",2021-09-03,0.2374
"264",2021-09-04,0.2501
"265",2021-09-05,0.243
"266",2021-09-06,0.2351
"267",2021-09-07,0.2353
"268",2021-09-08,0.2361
"269",2021-09-09,0.2358
"270",2021-09-10,0.2395
"271",2021-09-11,0.2432
"272",2021-09-12,0.2368
"273",2021-09-13,0.2266
"274",2021-09-14,0.2152
"275",2021-09-15,0.2159
"276",2021-09-16,0.213
"277",2021-09-17,0.2084
"278",2021-09-18,0.216
"279",2021-09-19,0.2115
"280",2021-09-20,0.2195
"281",2021-09-21,0.2177
"282",2021-09-22,0.218
"283",2021-09-23,0.2272
"284",2021-09-24,0.228
"285",2021-09-25,0.2258
"286",2021-09-26,0.2212
"287",2021-09-27,0.2168
"288",2021-09-28,0.2365
"289",2021-09-29,0.2267
"290",2021-09-30,0.2258
"291",2021-10-01,0.2313
"292",2021-10-02,0.2203
"293",2021-10-03,0.2285
"294",2021-10-04,0.229
"295",2021-10-05,0.2263
"296",2021-10-06,0.2206
"297",2021-10-07,0.2189
"298",2021-10-08,0.209
"299",2021-10-09,0.2185
"300",2021-10-10,0.2195
"301",2021-10-11,0.2176
"302",2021-10-12,0.2177
"303",2021-10-13,0.2339
"304",2021-10-14,0.2407
"305",2021-10-15,0.2382
"306",2021-10-16,0.237
"307",2021-10-17,0.2336
"308",2021-10-18,0.2438
"309",2021-10-19,0.2529
"310",2021-10-20,0.2566
"311",2021-10-21,0.2538
"312",2021-10-22,0.2535
"313",2021-10-23,0.2618
"314",2021-10-24,0.2599
"315",2021-10-25,0.2645
"316",2021-10-26,0.2654
"317",2021-10-27,0.2591
"318",2021-10-28,0.2599
"319",2021-10-29,0.2658
"320",2021-10-30,0.2665
"321",2021-10-31,0.2606
"322",2021-11-01,0.2435
"323",2021-11-02,0.2515
"324",2021-11-03,0.2488
"325",2021-11-04,0.2407
"326",2021-11-05,0.2417
"327",2021-11-06,0.244
"328",2021-11-07,0.2449
"329",2021-11-08,0.2455
"330",2021-11-09,0.2584
"331",2021-11-10,0.2568
"332",2021-11-11,0.2526
"333",2021-11-12,0.2571
"334",2021-11-13,0.2507
"335",2021-11-14,0.2612
"336",2021-11-15,0.2588
"337",2021-11-16,0.2558
"338",2021-11-17,0.2543
"339",2021-11-18,0.254
"340",2021-11-19,0.253
"341",2021-11-20,0.2614
"342",2021-11-21,0.2496
"343",2021-11-22,0.2577
"344",2021-11-23,0.2579
"345",2021-11-24,0.2555
"346",2021-11-25,0.2533
"347",2021-11-26,0.2546
"348",2021-11-27,0.2707
"349",2021-11-28,0.2664
"350",2021-11-29,0.2607
"351",2021-11-30,0.2523
"352",2021-12-01,0.2505
"353",2021-12-02,0.2557
"354",2021-12-03,0.2621
"355",2021-12-04,0.2628
"356",2021-12-05,0.2608
"357",2021-12-06,0.2613
"358",2021-12-07,0.2634
"359",2021-12-08,0.262
"360",2021-12-09,0.2619
"361",2021-12-10,0.2596
"362",2021-12-11,0.2538
"363",2021-12-12,0.2695
"364",2021-12-13,0.2637
"365",2021-12-14,0.2583
"366",2021-12-15,0.2515
"367",2021-12-16,0.2433
"368",2021-12-17,0.2513
"369",2021-12-18,0.2515
"370",2021-12-19,0.2498
"371",2021-12-20,0.2544
"372",2021-12-21,0.2536
"373",2021-12-22,0.2569
"374",2021-12-23,0.2669
"375",2021-12-24,0.2695
"376",2021-12-25,0.2644
"377",2021-12-26,0.2589
"378",2021-12-27,0.2628
"379",2021-12-28,0.2677
"380",2021-12-29,0.266
"381",2021-12-30,0.263
"382",2021-12-31,0.2526
"383",2022-01-01,0.2663
"384",2022-01-02,0.26
"385",2022-01-03,0.2604
"386",2022-01-04,0.2564
"387",2022-01-05,0.2652
"388",2022-01-06,0.268
"389",2022-01-07,0.2733
"390",2022-01-08,0.2861
"391",2022-01-09,0.2807
"392",2022-01-10,0.2712
"393",2022-01-11,0.273
"394",2022-01-12,0.2632
"395",2022-01-13,0.2601
"396",2022-01-14,0.2654
"397",2022-01-15,0.2638
"398",2022-01-16,0.2723
"399",2022-01-17,0.2733
"400",2022-01-18,0.2836
"401",2022-01-19,0.2811
"402",2022-01-20,0.2707
"403",2022-01-21,0.2833
"404",2022-01-22,0.2854
"405",2022-01-23,0.2793
"406",2022-01-24,0.2686
"407",2022-01-25,0.2821
"408",2022-01-26,0.2875
"409",2022-01-27,0.2803
"410",2022-01-28,0.2761
"411",2022-01-29,0.2806
"412",2022-01-30,0.2718
"413",2022-01-31,0.2878
"414",2022-02-01,0.2924
"415",2022-02-02,0.2867
"416",2022-02-03,0.2798
"417",2022-02-04,0.2689
"418",2022-02-05,0.2725
"419",2022-02-06,0.2739
"420",2022-02-07,0.2951
"421",2022-02-08,0.2928
"422",2022-02-09,0.2855
"423",2022-02-10,0.2956
"424",2022-02-11,0.2956
"425",2022-02-12,0.2975
"426",2022-02-13,0.3003
"427",2022-02-14,0.2928
"428",2022-02-15,0.2908
"429",2022-02-16,0.2993
"430",2022-02-17,0.2926
"431",2022-02-18,0.2872
"432",2022-02-19,0.2777
"433",2022-02-20,0.2808
"434",2022-02-21,0.286
"435",2022-02-22,0.289
"436",2022-02-23,0.2871
"437",2022-02-24,0.2858
"438",2022-02-25,0.2904
"439",2022-02-26,0.2887
"440",2022-02-27,0.2964
"441",2022-02-28,0.2855
"442",2022-03-01,0.2748
"443",2022-03-02,0.2885
"444",2022-03-03,0.2855
"445",2022-03-04,0.2815
"446",2022-03-05,0.2834
"447",2022-03-06,0.2912
"448",2022-03-07,0.2942
"449",2022-03-08,0.2908
"450",2022-03-09,0.2857
"451",2022-03-10,0.284
"452",2022-03-11,0.2859
"453",2022-03-12,0.2997
"454",2022-03-13,0.294
"455",2022-03-14,0.29
"456",2022-03-15,0.2948
"457",2022-03-16,0.2862
"458",2022-03-17,0.2968
"459",2022-03-18,0.2954
"460",2022-03-19,0.2951
"461",2022-03-20,0.2897
"462",2022-03-21,0.2902
"463",2022-03-22,0.3036
"464",2022-03-23,0.2988
"465",2022-03-24,0.296
"466",2022-03-25,0.2897
"467",2022-03-26,0.297
"468",2022-03-27,0.2975
"469",2022-03-28,0.2927
"470",2022-03-29,0.299
"471",2022-03-30,0.2948
"472",2022-03-31,0.285
"473",2022-04-01,0.3037
"474",2022-04-02,0.3091
"475",2022-04-03,0.3049
"476",2022-04-04,0.2961
"477",2022-04-05,0.2865
"478",2022-04-06,0.2862
"479",2022-04-07,0.2888
"480",2022-04-08,0.3004
"481",2022-04-09,0.2947
"482",2022-04-10,0.2837
"483",2022-04-11,0.2874
"484",2022-04-12,0.2922
"485",2022-04-13,0.2846
"486",2022-04-14,0.2846
"487",2022-04-15,0.274
"488",2022-04-16,0.2768
"489",2022-04-17,0.2712
"490",2022-04-18,0.2639
"491",2022-04-19,0.2653
"492",2022-04-20,0.2554
"493",2022-04-21,0.2446
"494",2022-04-22,0.2321
"495",2022-04-23,0.2297
"496",2022-04-24,0.2109
"497",2022-04-25,0.2066
"498",2022-04-26,0.2007
"499",2022-04-27,0.1914
"500",2022-04-28,0.1926
"501",2022-04-29,0.1925
"502",2022-04-30,0.1897
"503",2022-05-01,0.2014
"504",2022-05-02,0.2022
"505",2022-05-03,0.1968
"506",2022-05-04,0.2007
"507",2022-05-05,0.1978
"508",2022-05-06,0.2016
"509",2022-05-07,0.204
"510",2022-05-08,0.2092
"511",2022-05-09,0.2102
"512",2022-05-10,0.2079
"513",2022-05-11,0.2153
"514",2022-05-12,0.2105
"515",2022-05-13,0.214
"516",2022-05-14,0.2126
"517",2022-05-15,0.2172
"518",2022-05-16,0.223
"519",2022-05-17,0.2259
"520",2022-05-18,0.2236
"521",2022-05-19,0.215
"522",2022-05-20,0.2128
"523",2022-05-21,0.2258
"524",2022-05-22,0.2325
"525",2022-05-23,0.2323
"526",2022-05-24,0.2269
"527",2022-05-25,0.2236
"528",2022-05-26,0.2324
"529",2022-05-27,0.2236
"530",2022-05-28,0.2337
"531",2022-05-29,0.2335
"532",2022-05-30,0.2239
"533",2022-05-31,0.2422
"534",2022-06-01,0.2461
"535",2022-06-02,0.239
"536",2022-06-03,0.2332
"537",2022-06-04,0.2318
"538",2022-06-05,0.2252
"539",2022-06-06,0.2329
"540",2022-06-07,0.2364
"541",2022-06-08,0.2331
"542",2022-06-09,0.2289
"543",2022-06-10,0.2459
"544",2022-06-11,0.2472
"545",2022-06-12,0.236
"546",2022-06-13,0.2291
"547",2022-06-14,0.2257
"548",2022-06-15,0.2293
"549",2022-06-16,0.2185
"550",2022-06-17,0.2216
"551",2022-06-18,0.2216
"552",2022-06-19,0.2164
"553",2022-06-20,0.2164
"554",2022-06-21,0.2171
"555",2022-06-22,0.2154
"556",2022-06-23,0.2146
"557",2022-06-24,0.2167
"558",2022-06-25,0.2224
"559",2022-06-26,0.2136
"560",2022-06-27,0.2121
"561",2022-06-28,0.2147
"562",2022-06-29,0.2028
"563",2022-06-30,0.2227
"564",2022-07-01,0.2259
"565",2022-07-02,0.2262
"566",2022-07-03,0.2269
"567",2022-07-04,0.2259
"568",2022-07-05,0.2311
"569",2022-07-06,0.234
"570",2022-07-07,0.2385
"571",2022-07-08,0.232
"572",2022-07-09,0.2331
"573",2022-07-10,0.2414
"574",2022-07-11,0.2364
"575",2022-07-12,0.2392
"576",2022-07-13,0.2412
"577",2022-07-14,0.241
"578",2022-07-15,0.247
"579",2022-07-16,0.2541
"580",2022-07-17,0.2559
"581",2022-07-18,0.2508
"582",2022-07-19,0.2504
"583",2022-07-20,0.2578
"584",2022-07-21,0.2564
"585",2022-07-22,0.251
"586",2022-07-23,0.2463
"587",2022-07-24,0.2551
"588",2022-07-25,0.2658
"589",2022-07-26,0.2663
"590",2022-07-27,0.2728
"591",2022-07-28,0.2716
"592",2022-07-29,0.2621
"593",2022-07-30,0.2721
"594",2022-07-31,0.2803
"595",2022-08-01,0.2825
"596",2022-08-02,0.2853
"597",2022-08-03,0.2786
"598",2022-08-04,0.2756
"599",2022-08-05,0.2779
"600",2022-08-06,0.2841
"601",2022-08-07,0.2799
"602",2022-08-08,0.2736
"603",2022-08-09,0.2819
"604",2022-08-10,0.2744
"605",2022-08-11,0.2784
"606",2022-08-12,0.2783
"607",2022-08-13,0.2751
"608",2022-08-14,0.2789
"609",2022-08-15,0.2764
"610",2022-08-16,0.2784
"611",2022-08-17,0.2776
"612",2022-08-18,0.2732
"613",2022-08-19,0.2776
"614",2022-08-20,0.2804
"615",2022-08-21,0.2787
"616",2022-08-22,0.2848
"617",2022-08-23,0.284
"618",2022-08-24,0.2903
"619",2022-08-25,0.2834
"620",2022-08-26,0.2822
"621",2022-08-27,0.283
"622",2022-08-28,0.2675
"623",2022-08-29,0.2804
"624",2022-08-30,0.2801
"625",2022-08-31,0.271
"626",2022-09-01,0.2651
"627",2022-09-02,0.2765
"628",2022-09-03,0.2847
"629",2022-09-04,0.2905
"630",2022-09-05,0.2953
"631",2022-09-06,0.2933
"632",2022-09-07,0.296
"633",2022-09-08,0.2946
"634",2022-09-09,0.2926
"635",2022-09-10,0.2949
"636",2022-09-11,0.2876
"637",2022-09-12,0.2756
"638",2022-09-13,0.2893
"639",2022-09-14,0.2841
"640",2022-09-15,0.2823
"641",2022-09-16,0.2784
"642",2022-09-17,0.278
"643",2022-09-18,0.2902
"644",2022-09-19,0.2911
"645",2022-09-20,0.2939
"646",2022-09-21,0.2863
"647",2022-09-22,0.2865
"648",2022-09-23,0.2855
"649",2022-09-24,0.2869
"650",2022-09-25,0.2878
"651",2022-09-26,0.2883
"652",2022-09-27,0.2812
"653",2022-09-28,0.2865
"654",2022-09-29,0.2913
"655",2022-09-30,0.2856
"656",2022-10-01,0.2882
"657",2022-10-02,0.2823
"658",2022-10-03,0.2778
"659",2022-10-04,0.2774
"660",2022-10-05,0.2923
"661",2022-10-06,0.287
"662",2022-10-07,0.2867
"663",2022-10-08,0.3052
"664",2022-10-09,0.3025
"665",2022-10-10,0.2963
"666",2022-10-11,0.2948
"667",2022-10-12,0.2949
"668",2022-10-13,0.3033
"669",2022-10-14,0.2993
"670",2022-10-15,0.2983
"671",2022-10-16,0.3023
"672",2022-10-17,0.2935
"673",2022-10-18,0.3019
"674",2022-10-19,0.2976
"675",2022-10-20,0.2931
"676",2022-10-21,0.2972
"677",2022-10-22,0.3041
"678",2022-10-23,0.3084
"679",2022-10-24,0.3032
"680",2022-10-25,0.3
"681",2022-10-26,0.2902
"682",2022-10-27,0.2856
"683",2022-10-28,0.2948
"684",2022-10-29,0.2985
"685",2022-10-30,0.2931
"686",2022-10-31,0.3006
"687",2022-11-01,0.3035
"688",2022-11-02,0.3035
"689",2022-11-03,0.3008
"690",2022-11-04,0.3061
"691",2022-11-05,0.3046
"692",2022-11-06,0.2951
"693",2022-11-07,0.3073
"694",2022-11-08,0.3064
"695",2022-11-09,0.3055
"696",2022-11-10,0.3048
"697",2022-11-11,0.2988
"698",2022-11-12,0.3073
"699",2022-11-13,0.3084
"700",2022-11-14,0.313
"701",2022-11-15,0.3123
"702",2022-11-16,0.3011
"703",2022-11-17,0.3009
"704",2022-11-18,0.3026
"705",2022-11-19,0.2963
"706",2022-11-20,0.2924
"707",2022-11-21,0.2892
"708",2022-11-22,0.2932
"709",2022-11-23,0.2928
"710",2022-11-24,0.2976
"711",2022-11-25,0.2977
"712",2022-11-26,0.2939
"713",2022-11-27,0.3025
"714",2022-11-28,0.303
"715",2022-11-29,0.3066
"716",2022-11-30,0.3062
"717",2022-12-01,0.3023
"718",2022-12-02,0.2996
"719",2022-12-03,0.3042
"720",2022-12-04,0.3071
"721",2022-12-05,0.3006
"722",2022-12-06,0.3006
"723",2022-12-07,0.3107
"724",2022-12-08,0.303
"725",2022-12-09,0.2976
"726",2022-12-10,0.3056
"727",2022-12-11,0.2981
"728",2022-12-12,0.3022
"729",2022-12-13,0.298
"730",2022-12-14,0.3029
"731",2022-12-15,0.3041
"732",2022-12-16,0.3007
"733",2022-12-17,0.3085
"734",2022-12-18,0.3101
"735",2022-12-19,0.3049
"736",2022-12-20,0.3098
"737",2022-12-21,0.3124
"738",2022-12-22,0.315
"739",2022-12-23,0.3129
"740",2022-12-24,0.3098
"741",2022-12-25,0.3048
"742",2022-12-26,0.3011
"743",2022-12-27,0.3126
"744",2022-12-28,0.3137
"745",2022-12-29,0.3123
"746",2022-12-30,0.3135
"747",2022-12-31,0.3197
"748",2023-01-01,0.3276
"749",2023-01-02,0.3345
"750",2023-01-03,0.3394
"751",2023-01-04,0.3315
"752",2023-01-05,0.3232
"753",2023-01-06,0.3216
"754",2023-01-07,0.3165
"755",2023-01-08,0.3241
"756",2023-01-09,0.3213
"757",2023-01-10,0.3218
"758",2023-01-11,0.3225
"759",2023-01-12,0.3221
"760",2023-01-13,0.3221
"761",2023-01-14,0.3214
"762",2023-01-15,0.3153
"763",2023-01-16,0.3143
"764",2023-01-17,0.3195
"765",2023-01-18,0.3235
"766",2023-01-19,0.316
"767",2023-01-20,0.3147
"768",2023-01-21,0.3112
"769",2023-01-22,0.3015
"770",2023-01-23,0.3065
"771",2023-01-24,0.3102
"772",2023-01-25,0.301
"773",2023-01-26,0.302
"774",2023-01-27,0.3014
"775",2023-01-28,0.305
"776",2023-01-29,0.3068
"777",2023-01-30,0.3095
"778",2023-01-31,0.3104
"779",2023-02-01,0.3105
"780",2023-02-02,0.3098
"781",2023-02-03,0.3098
"782",2023-02-04,0.3045
"783",2023-02-05,0.3109
"784",2023-02-06,0.3055
"785",2023-02-07,0.3051
"786",2023-02-08,0.3056
"787",2023-02-09,0.3018
"788",2023-02-10,0.3136
"789",2023-02-11,0.3099
"790",2023-02-12,0.312
"791",2023-02-13,0.3037
"792",2023-02-14,0.2974
"793",2023-02-15,0.2967
"794",2023-02-16,0.2967
"795",2023-02-17,0.295
"796",2023-02-18,0.2878
"797",2023-02-19,0.2759
"798",2023-02-20,0.2582
"799",2023-02-21,0.2468
"800",2023-02-22,0.2313
"801",2023-02-23,0.2128
"802",2023-02-24,0.1962
"803",2023-02-25,0.2022
"804",2023-02-26,0.1995
"805",2023-02-27,0.197
"806",2023-02-28,0.1966
"807",2023-03-01,0.2022
"808",2023-03-02,0.2017
"809",2023-03-03,0.1924
"810",2023-03-04,0.198
"811",2023-03-05,0.1892
"812",2023-03-06,0.1877
"813",2023-03-07,0.1868
"814",2023-03-08,0.1931
"815",2023-03-09,0.1853
"816",2023-03-10,0.1871
"817",2023-03-11,0.1784
"818",2023-03-12,0.1833
"819",2023-03-13,0.1827
"820",2023-03-14,0.1895
"821",2023-03-15,0.1985
"822",2023-03-16,0.2015
"823",2023-03-17,0.199
"824",2023-03-18,0.1954
"825",2023-03-19,0.1991
"826",2023-03-20,0.1984
"827",2023-03-21,0.2046
"828",2023-03-22,0.202
"829",2023-03-23,0.2002
"830",2023-03-24,0.2003
"831",2023-03-25,0.2039
"832",2023-03-26,0.2006
"833",2023-03-27,0.2013
"834",2023-03-28,0.2009
"835",2023-03-29,0.1995
"836",2023-03-30,0.2067
"837",2023-03-31,0.2098
"838",2023-04-01,0.2169
"839",2023-04-02,0.2109
"840",2023-04-03,0.22
"841",2023-04-04,0.2125
"842",2023-04-05,0.2138
"843",2023-04-06,0.2189
"844",2023-04-07,0.2209
"845",2023-04-08,0.2205
"846",2023-04-09,0.2227
"847",2023-04-10,0.2261
"848",2023-04-11,0.2313
"849",2023-04-12,0.2346
"850",2023-04-13,0.2272
"851",2023-04-14,0.2233
"852",2023-04-15,0.2259
"853",2023-04-16,0.233
"854",2023-04-17,0.2383
"855",2023-04-18,0.2428
"856",2023-04-19,0.2424
"857",2023-04-20,0.2405
"858",2023-04-21,0.2473
"859",2023-04-22,0.238
"860",2023-04-23,0.2349
"861",2023-04-24,0.229
"862",2023-04-25,0.2325
"863",2023-04-26,0.2381
"864",2023-04-27,0.234
"865",2023-04-28,0.2315
"866",2023-04-29,0.2388
"867",2023-04-30,0.2352
"868",2023-05-01,0.2375
"869",2023-05-02,0.2361
"870",2023-05-03,0.2394
"871",2023-05-04,0.2324
"872",2023-05-05,0.2283
"873",2023-05-06,0.2315
"874",2023-05-07,0.2262
"875",2023-05-08,0.2263
"876",2023-05-09,0.23
"877",2023-05-10,0.2312
"878",2023-05-11,0.2353
"879",2023-05-12,0.245
"880",2023-05-13,0.2527
"881",2023-05-14,0.2565
"882",2023-05-15,0.2543
"883",2023-05-16,0.2497
"884",2023-05-17,0.2502
"885",2023-05-18,0.2561
"886",2023-05-19,0.2555
"887",2023-05-20,0.2569
"888",2023-05-21,0.2552
"889",2023-05-22,0.2574
"890",2023-05-23,0.2556
"891",2023-05-24,0.2615
"892",2023-05-25,0.2608
"893",2023-05-26,0.2641
"894",2023-05-27,0.2613
"895",2023-05-28,0.2439
"896",2023-05-29,0.2378
"897",2023-05-30,0.2341
"898",2023-05-31,0.2411
"899",2023-06-01,0.2426
"900",2023-06-02,0.2488
"901",2023-06-03,0.2606
"902",2023-06-04,0.2585
"903",2023-06-05,0.253
"904",2023-06-06,0.2487
"905",2023-06-07,0.2468
"906",2023-06-08,0.2519
"907",2023-06-09,0.2523
"908",2023-06-10,0.2497
"909",2023-06-11,0.247
"910",2023-06-12,0.2409
"911",2023-06-13,0.2348
"912",2023-06-14,0.2401
"913",2023-06-15,0.246
"914",2023-06-16,0.2488
"915",2023-06-17,0.252
"916",2023-06-18,0.2505
"917",2023-06-19,0.2569
"918",2023-06-20,0.2595
"919",2023-06-21,0.2448
"920",2023-06-22,0.2425
"921",2023-06-23,0.2373
"922",2023-06-24,0.2325
"923",2023-06-25,0.23
"924",2023-06-26,0.2306
"925",2023-06-27,0.2226
"926",2023-06-28,0.2243
"927",2023-06-29,0.2305
"928",2023-06-30,0.2369
