date,Ticker,deltaH
2019-12-21,XRP,0.3223
2019-12-22,XRP,0.2993
2019-12-23,XRP,0.3055
2019-12-24,XRP,0.3218
2019-12-25,XRP,0.3522
2019-12-26,XRP,0.3565
2019-12-27,XRP,0.3513
2019-12-28,XRP,0.3434
2019-12-29,XRP,0.3507
2019-12-30,XRP,0.3332
2019-12-31,XRP,0.3405
2020-01-01,XRP,0.3464
2020-01-02,XRP,0.359
2020-01-03,XRP,0.3604
2020-01-04,XRP,0.38
2020-01-05,XRP,0.3666
2020-01-06,XRP,0.3435
2020-01-07,XRP,0.3348
2020-01-08,XRP,0.3435
2020-01-09,XRP,0.3433
2020-01-10,XRP,0.3418
2020-01-11,XRP,0.347
2020-01-12,XRP,0.3446
2020-01-13,XRP,0.3529
2020-01-14,XRP,0.3797
2020-01-15,XRP,0.3638
2020-01-16,XRP,0.3694
2020-01-17,XRP,0.3639
2020-01-18,XRP,0.3715
2020-01-19,XRP,0.3596
2020-01-20,XRP,0.3599
2020-01-21,XRP,0.3373
2020-01-22,XRP,0.3338
2020-01-23,XRP,0.3337
2020-01-24,XRP,0.3345
2020-01-25,XRP,0.343
2020-01-26,XRP,0.3382
2020-01-27,XRP,0.3177
2020-01-28,XRP,0.316
2020-01-29,XRP,0.3073
2020-01-30,XRP,0.311
2020-01-31,XRP,0.295
2020-02-01,XRP,0.2878
2020-02-02,XRP,0.3
2020-02-03,XRP,0.3258
2020-02-04,XRP,0.3193
2020-02-05,XRP,0.314
2020-02-06,XRP,0.3225
2020-02-07,XRP,0.3573
2020-02-08,XRP,0.3415
2020-02-09,XRP,0.3397
2020-02-10,XRP,0.3264
2020-02-11,XRP,0.3015
2020-02-12,XRP,0.3046
2020-02-13,XRP,0.3233
2020-02-14,XRP,0.3266
2020-02-15,XRP,0.3338
2020-02-16,XRP,0.3185
2020-02-17,XRP,0.3104
2020-02-18,XRP,0.3287
2020-02-19,XRP,0.3518
2020-02-20,XRP,0.3476
2020-02-21,XRP,0.3362
2020-02-22,XRP,0.3376
2020-02-23,XRP,0.3495
2020-02-24,XRP,0.3391
2020-02-25,XRP,0.3395
2020-02-26,XRP,0.3267
2020-02-27,XRP,0.3494
2020-02-28,XRP,0.3575
2020-02-29,XRP,0.3608
2020-03-01,XRP,0.351
2020-03-02,XRP,0.3493
2020-03-03,XRP,0.3371
2020-03-04,XRP,0.3434
2020-03-05,XRP,0.3424
2020-03-06,XRP,0.3479
2020-03-07,XRP,0.3598
2020-03-08,XRP,0.3652
2020-03-09,XRP,0.3596
2020-03-10,XRP,0.3571
2020-03-11,XRP,0.3464
2020-03-12,XRP,0.3365
2020-03-13,XRP,0.3501
2020-03-14,XRP,0.3754
2020-03-15,XRP,0.351
2020-03-16,XRP,0.3436
2020-03-17,XRP,0.3513
2020-03-18,XRP,0.3703
2020-03-19,XRP,0.3704
2020-03-20,XRP,0.3838
2020-03-21,XRP,0.3872
2020-03-22,XRP,0.3988
2020-03-23,XRP,0.3755
2020-03-24,XRP,0.3876
2020-03-25,XRP,0.399
