"","date","ADA"
"1",2018-12-26,0.2105
"2",2018-12-27,0.247
"3",2018-12-28,0.2188
"4",2018-12-29,0.2186
"5",2018-12-30,0.2036
"6",2018-12-31,0.1732
"7",2019-01-01,0.1431
"8",2019-01-02,0.1698
"9",2019-01-03,0.15
"10",2019-01-04,0.1452
"11",2019-01-05,0.1463
"12",2019-01-06,0.1873
"13",2019-01-07,0.1696
"14",2019-01-08,0.184
"15",2019-01-09,0.1741
"16",2019-01-10,0.2133
"17",2019-01-11,0.1958
"18",2019-01-12,0.231
"19",2019-01-13,0.2294
"20",2019-01-14,0.2423
"21",2019-01-15,0.2048
"22",2019-01-16,0.2223
"23",2019-01-17,0.1695
"24",2019-01-18,0.1941
"25",2019-01-19,0.2062
"26",2019-01-20,0.2128
"27",2019-01-21,0.1909
"28",2019-01-22,0.2148
"29",2019-01-23,0.2366
"30",2019-01-24,0.2048
"31",2019-01-25,0.1858
"32",2019-01-26,0.2151
"33",2019-01-27,0.1999
"34",2019-01-28,0.1658
"35",2019-01-29,0.1536
"36",2019-01-30,0.2
"37",2019-01-31,0.1672
"38",2019-02-01,0.1506
"39",2019-02-02,0.1194
"40",2019-02-03,0.1385
"41",2019-02-04,0.1602
"42",2019-02-05,0.1758
"43",2019-02-06,0.1276
"44",2019-02-07,0.1182
"45",2019-02-08,0.0998
"46",2019-02-09,0.0945
"47",2019-02-10,0.076
"48",2019-02-11,0.1107
"49",2019-02-12,0.1334
"50",2019-02-13,0.1625
"51",2019-02-14,0.1411
"52",2019-02-15,0.1493
"53",2019-02-16,0.1108
"54",2019-02-17,0.1171
"55",2019-02-18,0.1044
"56",2019-02-19,0.0862999999999999
"57",2019-02-20,0.0904
"58",2019-02-21,0.1005
"59",2019-02-22,0.1161
"60",2019-02-23,0.144
"61",2019-02-24,0.1477
"62",2019-02-25,0.1682
"63",2019-02-26,0.1328
"64",2019-02-27,0.1589
"65",2019-02-28,0.1525
"66",2019-03-01,0.1414
"67",2019-03-02,0.1515
"68",2019-03-03,0.2047
"69",2019-03-04,0.17
"70",2019-03-05,0.1582
"71",2019-03-06,0.1642
"72",2019-03-07,0.1851
"73",2019-03-08,0.1683
"74",2019-03-09,0.1716
"75",2019-03-10,0.1385
"76",2019-03-11,0.1331
"77",2019-03-12,0.1067
"78",2019-03-13,0.1086
"79",2019-03-14,0.1173
"80",2019-03-15,0.1649
"81",2019-03-16,0.1738
"82",2019-03-17,0.1576
"83",2019-03-18,0.0837
"84",2019-03-19,0.1089
"85",2019-03-20,0.0962000000000001
"86",2019-03-21,0.0636
"87",2019-03-22,0.0419
"88",2019-03-23,0.0449999999999999
"89",2019-03-24,0.0429
"90",2019-03-25,0.0515
"91",2019-03-26,0.0498999999999999
"92",2019-03-27,0.0878000000000001
"93",2019-03-28,0.0909
"94",2019-03-29,0.0769
"95",2019-03-30,0.0679
"96",2019-03-31,0.0941
"97",2019-04-01,0.0923999999999999
"98",2019-04-02,0.109
"99",2019-04-03,0.0863
"100",2019-04-04,0.1174
"101",2019-04-05,0.1543
"102",2019-04-06,0.2047
"103",2019-04-07,0.1836
"104",2019-04-08,0.2146
"105",2019-04-09,0.1975
"106",2019-04-10,0.2026
"107",2019-04-11,0.1897
"108",2019-04-12,0.2262
"109",2019-04-13,0.2433
"110",2019-04-14,0.2643
"111",2019-04-15,0.22
"112",2019-04-16,0.2342
"113",2019-04-17,0.2319
"114",2019-04-18,0.2286
"115",2019-04-19,0.2393
"116",2019-04-20,0.2126
"117",2019-04-21,0.1907
"118",2019-04-22,0.1815
"119",2019-04-23,0.1856
"120",2019-04-24,0.2171
"121",2019-04-25,0.212
"122",2019-04-26,0.2244
"123",2019-04-27,0.2071
"124",2019-04-28,0.2313
"125",2019-04-29,0.2121
"126",2019-04-30,0.2158
"127",2019-05-01,0.1864
"128",2019-05-02,0.2074
"129",2019-05-03,0.1961
"130",2019-05-04,0.1817
"131",2019-05-05,0.1591
"132",2019-05-06,0.204
"133",2019-05-07,0.1966
"134",2019-05-08,0.2129
"135",2019-05-09,0.1988
"136",2019-05-10,0.2081
"137",2019-05-11,0.2011
