"","date","XRP"
"1",2019-12-21,0.3223
"2",2019-12-22,0.2993
"3",2019-12-23,0.3055
"4",2019-12-24,0.3218
"5",2019-12-25,0.3522
"6",2019-12-26,0.3565
"7",2019-12-27,0.3513
"8",2019-12-28,0.3434
"9",2019-12-29,0.3507
"10",2019-12-30,0.3332
"11",2019-12-31,0.3405
"12",2020-01-01,0.3464
"13",2020-01-02,0.359
"14",2020-01-03,0.3604
"15",2020-01-04,0.38
"16",2020-01-05,0.3666
"17",2020-01-06,0.3435
"18",2020-01-07,0.3348
"19",2020-01-08,0.3435
"20",2020-01-09,0.3433
"21",2020-01-10,0.3418
"22",2020-01-11,0.347
"23",2020-01-12,0.3446
"24",2020-01-13,0.3529
"25",2020-01-14,0.3797
"26",2020-01-15,0.3638
"27",2020-01-16,0.3694
"28",2020-01-17,0.3639
"29",2020-01-18,0.3715
"30",2020-01-19,0.3596
"31",2020-01-20,0.3599
"32",2020-01-21,0.3373
"33",2020-01-22,0.3338
"34",2020-01-23,0.3337
"35",2020-01-24,0.3345
"36",2020-01-25,0.343
"37",2020-01-26,0.3382
"38",2020-01-27,0.3177
"39",2020-01-28,0.316
"40",2020-01-29,0.3073
"41",2020-01-30,0.311
"42",2020-01-31,0.295
"43",2020-02-01,0.2878
"44",2020-02-02,0.3
"45",2020-02-03,0.3258
"46",2020-02-04,0.3193
"47",2020-02-05,0.314
"48",2020-02-06,0.3225
"49",2020-02-07,0.3573
"50",2020-02-08,0.3415
"51",2020-02-09,0.3397
"52",2020-02-10,0.3264
"53",2020-02-11,0.3015
"54",2020-02-12,0.3046
"55",2020-02-13,0.3233
"56",2020-02-14,0.3266
"57",2020-02-15,0.3338
"58",2020-02-16,0.3185
"59",2020-02-17,0.3104
"60",2020-02-18,0.3287
"61",2020-02-19,0.3518
"62",2020-02-20,0.3476
"63",2020-02-21,0.3362
"64",2020-02-22,0.3376
"65",2020-02-23,0.3495
"66",2020-02-24,0.3391
"67",2020-02-25,0.3395
"68",2020-02-26,0.3267
"69",2020-02-27,0.3494
"70",2020-02-28,0.3575
"71",2020-02-29,0.3608
"72",2020-03-01,0.351
"73",2020-03-02,0.3493
"74",2020-03-03,0.3371
"75",2020-03-04,0.3434
"76",2020-03-05,0.3424
"77",2020-03-06,0.3479
"78",2020-03-07,0.3598
"79",2020-03-08,0.3652
"80",2020-03-09,0.3596
"81",2020-03-10,0.3571
"82",2020-03-11,0.3464
"83",2020-03-12,0.3365
"84",2020-03-13,0.3501
