date,BTC,TRX,ADA,LTC,ETH,BNB,XRP,DOGE
2021-10-10,0.2264,0.2695,0.1666,0.1905,0.2195,0.0843,0.3359,0.3867
2021-10-11,0.2344,0.2603,0.1686,0.1926,0.2176,0.0868000000000001,0.3393,0.3884
2021-10-12,0.232,0.2569,0.172,0.1971,0.2177,0.0896999999999999,0.3331,0.3898
2021-10-13,0.2389,0.2574,0.1741,0.2036,0.2339,0.0859,0.3361,0.3831
2021-10-14,0.2391,0.2634,0.1748,0.2101,0.2407,0.0779,0.3406,0.3855
2021-10-15,0.2418,0.2666,0.1717,0.2168,0.2382,0.0717,0.3464,0.3835
2021-10-16,0.2416,0.2643,0.1736,0.2183,0.237,0.0708,0.3327,0.384
2021-10-17,0.2377,0.2588,0.169,0.2173,0.2336,0.0770999999999999,0.3279,0.3733
2021-10-18,0.2519,0.2738,0.1916,0.2286,0.2438,0.0744999999999999,0.3281,0.3707
2021-10-19,0.262,0.2693,0.1891,0.2344,0.2529,0.0728,0.349,0.3864
2021-10-20,0.2556,0.2654,0.1934,0.2291,0.2566,0.0707000000000001,0.3421,0.3863
2021-10-21,0.2558,0.2642,0.191,0.2275,0.2538,0.0721999999999999,0.3324,0.3949
2021-10-22,0.2601,0.2653,0.1919,0.23,0.2535,0.0671999999999999,0.3358,0.3993
2021-10-23,0.2577,0.2659,0.1957,0.2348,0.2618,0.0658000000000001,0.3408,0.3878
2021-10-24,0.251,0.2681,0.1994,0.2354,0.2599,0.0648,0.3317,0.3788
2021-10-25,0.2546,0.2638,0.1917,0.2386,0.2645,0.0629,0.3337,0.3901
2021-10-26,0.265,0.2638,0.1919,0.2413,0.2654,0.0576,0.3268,0.3964
2021-10-27,0.2743,0.2589,0.1752,0.2418,0.2591,0.0559000000000001,0.3219,0.3859
2021-10-28,0.2702,0.2609,0.1863,0.2458,0.2599,0.0522,0.3138,0.3678
2021-10-29,0.2723,0.2645,0.1896,0.242,0.2658,0.0521,0.3195,0.371
2021-10-30,0.2772,0.2576,0.1794,0.2419,0.2665,0.0508999999999999,0.3103,0.3745
2021-10-31,0.2767,0.2463,0.1711,0.2371,0.2606,0.0482,0.3096,0.3669
2021-11-01,0.2564,0.2321,0.1595,0.228,0.2435,0.0512,0.2992,0.3721
2021-11-02,0.2659,0.2382,0.1693,0.2295,0.2515,0.0547,0.2966,0.3824
2021-11-03,0.2615,0.24,0.1696,0.2271,0.2488,0.0543,0.2955,0.3687
2021-11-04,0.2576,0.2338,0.1723,0.2146,0.2407,0.0482999999999999,0.2941,0.362
2021-11-05,0.2529,0.237,0.1742,0.2164,0.2417,0.0475,0.2814,0.3649
2021-11-06,0.2567,0.2425,0.1706,0.217,0.244,0.0507,0.2732,0.3706
2021-11-07,0.2606,0.2498,0.1801,0.2204,0.2449,0.0524,0.2681,0.3824
2021-11-08,0.2559,0.2527,0.184,0.2225,0.2455,0.0519000000000001,0.2731,0.3797
2021-11-09,0.2715,0.2589,0.1875,0.2243,0.2584,0.0547,0.2718,0.3885
2021-11-10,0.2773,0.2508,0.1729,0.2225,0.2568,0.0586,0.271,0.375
2021-11-11,0.2694,0.2494,0.1681,0.2183,0.2526,0.0565,0.2632,0.3654
2021-11-12,0.2791,0.246,0.1671,0.2187,0.2571,0.0569,0.2735,0.3754
2021-11-13,0.2658,0.2411,0.1659,0.2208,0.2507,0.0515,0.2723,0.3851
2021-11-14,0.2697,0.241,0.1772,0.2241,0.2612,0.0505000000000001,0.28,0.3985
2021-11-15,0.2677,0.2458,0.1774,0.2168,0.2588,0.0488000000000001,0.2747,0.3959
2021-11-16,0.266,0.2378,0.1713,0.2183,0.2558,0.0558999999999999,0.2779,0.3846
2021-11-17,0.2684,0.2449,0.1975,0.2185,0.2543,0.0549000000000001,0.2672,0.3787
2021-11-18,0.2715,0.2442,0.1898,0.2177,0.254,0.0536,0.2794,0.3834
2021-11-19,0.2598,0.2385,0.1809,0.2182,0.253,0.0548000000000001,0.2791,0.3771
2021-11-20,0.2629,0.2463,0.1825,0.2277,0.2614,0.0590999999999999,0.282,0.3803
2021-11-21,0.2522,0.2394,0.1737,0.2244,0.2496,0.0616,0.2788,0.3802
2021-11-22,0.2538,0.2388,0.1803,0.2267,0.2577,0.0645,0.2774,0.3655
2021-11-23,0.2556,0.2386,0.1815,0.2228,0.2579,0.0668,0.2774,0.3498
2021-11-24,0.2631,0.2319,0.1808,0.2181,0.2555,0.0630000000000001,0.288,0.3716
2021-11-25,0.2526,0.227,0.1898,0.215,0.2533,0.0608,0.2849,0.3848
2021-11-26,0.2531,0.2259,0.1785,0.2172,0.2546,0.069,0.2881,0.3837
2021-11-27,0.2725,0.237,0.194,0.2268,0.2707,0.0728,0.3006,0.39
2021-11-28,0.2741,0.2346,0.1956,0.2248,0.2664,0.0770000000000001,0.309,0.3849
2021-11-29,0.2711,0.2276,0.1893,0.2183,0.2607,0.0797,0.2961,0.3924
2021-11-30,0.2582,0.2223,0.1841,0.2175,0.2523,0.0778,0.2945,0.4042
2021-12-01,0.2536,0.2254,0.1914,0.218,0.2505,0.0720999999999999,0.2985,0.4053
2021-12-02,0.2619,0.2166,0.189,0.2235,0.2557,0.0691999999999999,0.3096,0.4032
2021-12-03,0.2661,0.2101,0.1881,0.2273,0.2621,0.0713,0.3104,0.3927
2021-12-04,0.2727,0.2085,0.1971,0.2247,0.2628,0.0769,0.3103,0.4138
2021-12-05,0.2827,0.2118,0.1945,0.2276,0.2608,0.0793999999999999,0.3035,0.4159
2021-12-06,0.287,0.2038,0.185,0.2274,0.2613,0.0828,0.3121,0.4031
2021-12-07,0.2829,0.2074,0.1985,0.2298,0.2634,0.0832000000000001,0.3123,0.4037
2021-12-08,0.2821,0.2138,0.1928,0.2227,0.262,0.0833,0.3094,0.4056
2021-12-09,0.2805,0.2114,0.1848,0.2214,0.2619,0.0831,0.3107,0.4077
2021-12-10,0.2837,0.2107,0.1854,0.223,0.2596,0.0835,0.314,0.4011
2021-12-11,0.2688,0.2128,0.1976,0.2248,0.2538,0.0851999999999999,0.304,0.3972
2021-12-12,0.2768,0.2164,0.2129,0.2356,0.2695,0.0851000000000001,0.3131,0.4018
2021-12-13,0.2703,0.2107,0.1989,0.2302,0.2637,0.0779000000000001,0.3145,0.3923
2021-12-14,0.2665,0.2082,0.1925,0.2311,0.2583,0.0717,0.3166,0.3953
2021-12-15,0.2646,0.2058,0.1916,0.2239,0.2515,0.0708,0.304,0.3976
2021-12-16,0.2637,0.2024,0.1844,0.2162,0.2433,0.0793,0.3008,0.3874
2021-12-17,0.2706,0.2155,0.1993,0.2248,0.2513,0.081,0.3064,0.3813
2021-12-18,0.2683,0.218,0.1974,0.2237,0.2515,0.0821000000000001,0.323,0.3892
2021-12-19,0.2586,0.2151,0.1966,0.2201,0.2498,0.0859000000000001,0.3218,0.3907
2021-12-20,0.2699,0.2213,0.1912,0.2243,0.2544,0.0911,0.3201,0.4005
2021-12-21,0.2792,0.2247,0.1811,0.2294,0.2536,0.0967,0.3192,0.4079
2021-12-22,0.2749,0.2243,0.179,0.2297,0.2569,0.1024,0.3236,0.3933
2021-12-23,0.2842,0.2391,0.1983,0.2396,0.2669,0.1048,0.3281,0.3942
2021-12-24,0.2922,0.2307,0.1941,0.2374,0.2695,0.1016,0.3448,0.4037
2021-12-25,0.2874,0.2301,0.1928,0.2364,0.2644,0.0954999999999999,0.3419,0.3982
2021-12-26,0.2828,0.2246,0.1874,0.2325,0.2589,0.0987,0.3437,0.403
2021-12-27,0.2969,0.2341,0.1998,0.2304,0.2628,0.0968,0.3459,0.4115
2021-12-28,0.2994,0.2414,0.2025,0.229,0.2677,0.0992999999999999,0.3537,0.4144
2021-12-29,0.2977,0.2422,0.2037,0.2201,0.266,0.1014,0.3498,0.4057
2021-12-30,0.3002,0.2425,0.2013,0.2216,0.263,0.1017,0.3544,0.4084
2021-12-31,0.2833,0.2425,0.1968,0.2222,0.2526,0.103,0.3469,0.4093
2022-01-01,0.2977,0.2519,0.2039,0.2297,0.2663,0.1092,0.3472,0.3966
2022-01-02,0.283,0.2549,0.199,0.2285,0.26,0.11,0.3482,0.3961
2022-01-03,0.2904,0.2537,0.2047,0.23,0.2604,0.1063,0.3581,0.4054
2022-01-04,0.2865,0.2562,0.202,0.2295,0.2564,0.1082,0.3495,0.403
2022-01-05,0.2934,0.2571,0.1972,0.233,0.2652,0.1104,0.3589,0.3944
2022-01-06,0.2879,0.2624,0.2106,0.2338,0.268,0.1069,0.3608,0.4011
2022-01-07,0.2948,0.2621,0.2034,0.2384,0.2733,0.1054,0.3705,0.4133
2022-01-08,0.2999,0.2571,0.2035,0.2413,0.2861,0.1064,0.3664,0.424
2022-01-09,0.3022,0.2544,0.2036,0.2342,0.2807,0.111,0.3631,0.4277
2022-01-10,0.2959,0.2548,0.1948,0.227,0.2712,0.1102,0.3592,0.4331
2022-01-11,0.3073,0.2648,0.1938,0.2265,0.273,0.1137,0.3664,0.4342
2022-01-12,0.289,0.2568,0.1925,0.218,0.2632,0.108,0.3624,0.4335
2022-01-13,0.2815,0.2578,0.191,0.2162,0.2601,0.1028,0.3612,0.4403
2022-01-14,0.2805,0.2706,0.1997,0.2225,0.2654,0.1003,0.3612,0.4256
2022-01-15,0.2804,0.2621,0.1923,0.2217,0.2638,0.1069,0.3602,0.4194
2022-01-16,0.2888,0.2678,0.211,0.2313,0.2723,0.1083,0.3509,0.4146
2022-01-17,0.2863,0.2678,0.2083,0.2335,0.2733,0.1143,0.361,0.418
2022-01-18,0.3015,0.2688,0.209,0.243,0.2836,0.1163,0.3703,0.4342
2022-01-19,0.2985,0.2696,0.2029,0.2441,0.2811,0.1157,0.3746,0.4331
2022-01-20,0.2856,0.2657,0.2021,0.2378,0.2707,0.1158,0.3703,0.4234
2022-01-21,0.2939,0.2732,0.2093,0.246,0.2833,0.1199,0.3823,0.4217
2022-01-22,0.302,0.2786,0.2083,0.2493,0.2854,0.1234,0.3792,0.4134
2022-01-23,0.3045,0.2674,0.2068,0.2493,0.2793,0.1221,0.3845,0.4335
2022-01-24,0.2831,0.2598,0.1995,0.2431,0.2686,0.119,0.3701,0.4451
2022-01-25,0.2882,0.2676,0.2083,0.2462,0.2821,0.1237,0.3673,0.4488
2022-01-26,0.2884,0.2701,0.2157,0.2457,0.2875,0.1205,0.3687,0.4467
2022-01-27,0.2801,0.2621,0.2082,0.2381,0.2803,0.1144,0.3699,0.4202
2022-01-28,0.2781,0.2582,0.2077,0.2358,0.2761,0.1167,0.362,0.4233
2022-01-29,0.281,0.2571,0.2061,0.2431,0.2806,0.1203,0.3572,0.4336
2022-01-30,0.2737,0.2606,0.2038,0.2451,0.2718,0.1233,0.3558,0.4438
2022-01-31,0.2891,0.2703,0.2143,0.2538,0.2878,0.1301,0.3702,0.4422
2022-02-01,0.2955,0.2739,0.2217,0.2539,0.2924,0.1328,0.3747,0.4439
2022-02-02,0.2933,0.2696,0.2202,0.2457,0.2867,0.1225,0.3665,0.4448
2022-02-03,0.289,0.2696,0.223,0.2432,0.2798,0.1184,0.3535,0.4396
2022-02-04,0.2761,0.2623,0.2082,0.239,0.2689,0.1169,0.3558,0.432
2022-02-05,0.2692,0.2704,0.2334,0.244,0.2725,0.1199,0.3563,0.4339
2022-02-06,0.277,0.2662,0.2218,0.2435,0.2739,0.1189,0.3597,0.4374
2022-02-07,0.3196,0.2659,0.2138,0.2453,0.2951,0.1185,0.3629,0.4329
2022-02-08,0.3173,0.2608,0.2107,0.2448,0.2928,0.1244,0.3702,0.4356
2022-02-09,0.3105,0.2593,0.2087,0.244,0.2855,0.1243,0.3795,0.4329
2022-02-10,0.3089,0.2586,0.2078,0.2481,0.2956,0.1288,0.3856,0.4436
2022-02-11,0.2988,0.2655,0.2133,0.2512,0.2956,0.1248,0.3835,0.4407
2022-02-12,0.2961,0.2708,0.2157,0.2551,0.2975,0.1206,0.3806,0.4565
2022-02-13,0.3037,0.2758,0.2149,0.259,0.3003,0.123,0.371,0.4594
2022-02-14,0.2971,0.27,0.215,0.2559,0.2928,0.1342,0.3628,0.4471
2022-02-15,0.2898,0.2756,0.2239,0.2609,0.2908,0.141,0.3586,0.4449
2022-02-16,0.3008,0.2741,0.2324,0.2664,0.2993,0.1372,0.3829,0.4518
2022-02-17,0.2883,0.2618,0.2223,0.2599,0.2926,0.1233,0.3777,0.451
2022-02-18,0.2889,0.2633,0.2153,0.2598,0.2872,0.1267,0.3703,0.4372
2022-02-19,0.2773,0.2636,0.2093,0.2588,0.2777,0.1296,0.3655,0.4438
2022-02-20,0.2832,0.2618,0.2157,0.2654,0.2808,0.1369,0.3714,0.4412
2022-02-21,0.2786,0.2671,0.2277,0.2692,0.286,0.1467,0.3642,0.4356
2022-02-22,0.2755,0.2662,0.2208,0.2679,0.289,0.1442,0.361,0.435
2022-02-23,0.2762,0.2653,0.2157,0.2616,0.2871,0.1398,0.3517,0.4446
2022-02-24,0.2868,0.2625,0.1991,0.2664,0.2858,0.1447,0.3469,0.4428
2022-02-25,0.2938,0.2654,0.2042,0.2746,0.2904,0.1502,0.3483,0.4405
2022-02-26,0.2813,0.2683,0.1968,0.2752,0.2887,0.1432,0.349,0.4326
2022-02-27,0.281,0.275,0.1999,0.275,0.2964,0.1441,0.3464,0.427
2022-02-28,0.2723,0.2622,0.1857,0.2699,0.2855,0.1368,0.3458,0.4218
2022-03-01,0.2588,0.2558,0.1771,0.2643,0.2748,0.132,0.3314,0.4162
2022-03-02,0.2684,0.264,0.1904,0.2669,0.2885,0.1416,0.3305,0.4226
2022-03-03,0.2709,0.2684,0.1907,0.2668,0.2855,0.1427,0.3301,0.4223
2022-03-04,0.2602,0.2608,0.1837,0.2642,0.2815,0.1398,0.3337,0.4318
2022-03-05,0.2654,0.2632,0.1854,0.2649,0.2834,0.1362,0.3268,0.4262
2022-03-06,0.2726,0.262,0.171,0.2689,0.2912,0.1428,0.3324,0.4224
2022-03-07,0.2815,0.274,0.1757,0.2771,0.2942,0.1415,0.3329,0.4081
2022-03-08,0.2822,0.2722,0.1634,0.2826,0.2908,0.1369,0.3409,0.4114
2022-03-09,0.2798,0.2666,0.1538,0.2789,0.2857,0.137,0.3378,0.3978
2022-03-10,0.2851,0.2733,0.1578,0.2837,0.284,0.1437,0.3414,0.3995
2022-03-11,0.2849,0.2722,0.138,0.2887,0.2859,0.1443,0.3448,0.3876
2022-03-12,0.2922,0.2754,0.1383,0.2907,0.2997,0.1535,0.3472,0.3855
2022-03-13,0.276,0.2713,0.1347,0.2895,0.294,0.1557,0.342,0.4007
2022-03-14,0.2744,0.2687,0.1327,0.2781,0.29,0.1411,0.3364,0.4066
2022-03-15,0.2748,0.2796,0.1316,0.2774,0.2948,0.1447,0.3362,0.3929
2022-03-16,0.2753,0.2772,0.1282,0.2662,0.2862,0.1445,0.3283,0.3653
2022-03-17,0.2857,0.2938,0.1603,0.2782,0.2968,0.1576,0.3312,0.3645
2022-03-18,0.2834,0.2961,0.1528,0.2777,0.2954,0.1548,0.3395,0.3656
2022-03-19,0.2821,0.2942,0.1496,0.2741,0.2951,0.1497,0.3404,0.3754
2022-03-20,0.2738,0.2955,0.137,0.2791,0.2897,0.1552,0.3442,0.3655
2022-03-21,0.2684,0.3005,0.1419,0.2809,0.2902,0.1529,0.3456,0.3791
2022-03-22,0.2778,0.2959,0.1417,0.2857,0.3036,0.161,0.3458,0.3703
2022-03-23,0.2778,0.2962,0.1315,0.2823,0.2988,0.1575,0.3389,0.3439
2022-03-24,0.2771,0.2819,0.1341,0.2788,0.296,0.1533,0.3485,0.3627
2022-03-25,0.2713,0.2807,0.1304,0.2757,0.2897,0.1541,0.3423,0.3749
2022-03-26,0.2723,0.2847,0.1297,0.2822,0.297,0.1697,0.3384,0.3856
2022-03-27,0.2769,0.2898,0.1375,0.2829,0.2975,0.1678,0.3371,0.3825
2022-03-28,0.2779,0.2895,0.1339,0.2773,0.2927,0.1576,0.3369,0.3815
2022-03-29,0.2929,0.2917,0.1404,0.2808,0.299,0.1619,0.3343,0.3876
2022-03-30,0.2917,0.2899,0.1322,0.2793,0.2948,0.1643,0.3265,0.3863
2022-03-31,0.2701,0.292,0.1324,0.2757,0.285,0.1567,0.3292,0.3839
2022-04-01,0.2824,0.3058,0.1461,0.289,0.3037,0.1626,0.3456,0.3851
2022-04-02,0.2894,0.3063,0.1372,0.2905,0.3091,0.1647,0.3481,0.3653
2022-04-03,0.2841,0.301,0.1325,0.2845,0.3049,0.1626,0.3462,0.3746
2022-04-04,0.2836,0.3046,0.1233,0.2794,0.2961,0.1639,0.3356,0.3765
2022-04-05,0.2856,0.2955,0.1156,0.2775,0.2865,0.168,0.3348,0.3794
2022-04-06,0.2747,0.2993,0.1337,0.2761,0.2862,0.1614,0.3321,0.3763
2022-04-07,0.2707,0.3008,0.1314,0.2697,0.2888,0.1588,0.3306,0.3763
2022-04-08,0.2737,0.302,0.1235,0.2766,0.3004,0.1653,0.3323,0.3806
2022-04-09,0.2801,0.2986,0.1237,0.2754,0.2947,0.1667,0.326,0.3805
2022-04-10,0.2737,0.2985,0.1288,0.2752,0.2837,0.1689,0.3183,0.3825
2022-04-11,0.2748,0.2962,0.1223,0.2782,0.2874,0.1722,0.3279,0.3685
2022-04-12,0.2782,0.2989,0.1264,0.2842,0.2922,0.1755,0.3326,0.3652
2022-04-13,0.2748,0.2919,0.1103,0.2777,0.2846,0.1572,0.3361,0.3696
2022-04-14,0.2756,0.298,0.1081,0.2791,0.2846,0.1526,0.3266,0.3558
2022-04-15,0.2707,0.2906,0.1001,0.2678,0.274,0.1519,0.3133,0.331
2022-04-16,0.2868,0.3044,0.1208,0.2745,0.2768,0.1558,0.3125,0.3372
2022-04-17,0.2884,0.3,0.1187,0.2728,0.2712,0.1574,0.3197,0.3486
2022-04-18,0.2806,0.2977,0.1063,0.266,0.2639,0.1593,0.3079,0.3469
2022-04-19,0.2939,0.3011,0.1011,0.2701,0.2653,0.1659,0.3027,0.3571
2022-04-20,0.2881,0.3027,0.0972999999999999,0.2623,0.2554,0.1601,0.2916,0.3491
2022-04-21,0.2859,0.2969,0.0942999999999999,0.2606,0.2446,0.1628,0.2883,0.3329
2022-04-22,0.267,0.2955,0.0936,0.2564,0.2321,0.1594,0.2751,0.3071
2022-04-23,0.2582,0.2985,0.1057,0.2572,0.2297,0.1512,0.2758,0.3054
2022-04-24,0.2541,0.294,0.0955,0.2482,0.2109,0.1381,0.2657,0.3046
2022-04-25,0.2573,0.2934,0.0857,0.2464,0.2066,0.1331,0.2666,0.2806
2022-04-26,0.2661,0.2917,0.0984999999999999,0.2427,0.2007,0.1223,0.2656,0.2788
2022-04-27,0.2671,0.2861,0.1009,0.2307,0.1914,0.1141,0.2593,0.2818
2022-04-28,0.268,0.2864,0.0931,0.2305,0.1926,0.1098,0.259,0.2655
2022-04-29,0.2658,0.2815,0.0859,0.2304,0.1925,0.1097,0.2587,0.2767
2022-04-30,0.2512,0.284,0.0776,0.2285,0.1897,0.101,0.252,0.2902
2022-05-01,0.2564,0.2912,0.0864,0.2325,0.2014,0.1104,0.2546,0.288
2022-05-02,0.2534,0.2929,0.086,0.2315,0.2022,0.1104,0.2611,0.288
2022-05-03,0.2364,0.2908,0.0938,0.2235,0.1968,0.1039,0.2571,0.2934
2022-05-04,0.2386,0.2995,0.1129,0.2195,0.2007,0.103,0.258,0.2955
2022-05-05,0.2396,0.2918,0.0996,0.2146,0.1978,0.1077,0.2641,0.2955
2022-05-06,0.2445,0.2974,0.108,0.2135,0.2016,0.1058,0.2679,0.2851
2022-05-07,0.2484,0.2986,0.1084,0.2109,0.204,0.112,0.2755,0.296
2022-05-08,0.2628,0.2952,0.106,0.2117,0.2092,0.1218,0.2727,0.3009
2022-05-09,0.2625,0.291,0.1106,0.2096,0.2102,0.1224,0.2687,0.2908
2022-05-10,0.2581,0.2976,0.1111,0.208,0.2079,0.1212,0.2626,0.2835
2022-05-11,0.2608,0.2853,0.1046,0.2081,0.2153,0.1223,0.2745,0.2781
2022-05-12,0.2434,0.2819,0.11,0.2063,0.2105,0.1149,0.2701,0.2849
2022-05-13,0.2481,0.2854,0.1129,0.2047,0.214,0.1085,0.2708,0.2992
2022-05-14,0.2337,0.2888,0.1167,0.206,0.2126,0.1117,0.2624,0.2828
2022-05-15,0.2372,0.2876,0.1212,0.2093,0.2172,0.12,0.2687,0.2859
2022-05-16,0.2396,0.2951,0.14,0.2145,0.223,0.1227,0.2686,0.2948
2022-05-17,0.2317,0.2917,0.1388,0.2146,0.2259,0.1194,0.2743,0.2922
2022-05-18,0.2245,0.2888,0.137,0.2041,0.2236,0.109,0.2758,0.3022
2022-05-19,0.2251,0.285,0.1296,0.1996,0.215,0.1052,0.2785,0.3112
2022-05-20,0.2167,0.2847,0.1225,0.2,0.2128,0.1084,0.2781,0.3149
2022-05-21,0.218,0.2841,0.1247,0.2032,0.2258,0.1192,0.2738,0.3075
2022-05-22,0.2214,0.2849,0.1269,0.2095,0.2325,0.1237,0.2745,0.3027
2022-05-23,0.2238,0.2768,0.1288,0.2092,0.2323,0.1166,0.2789,0.3158
2022-05-24,0.2181,0.2703,0.1278,0.2097,0.2269,0.1189,0.2705,0.3157
2022-05-25,0.2073,0.271,0.1231,0.2053,0.2236,0.1229,0.2636,0.3147
2022-05-26,0.2097,0.2823,0.1441,0.2072,0.2324,0.1225,0.2705,0.3188
2022-05-27,0.1956,0.2762,0.1346,0.2023,0.2236,0.115,0.2818,0.3104
2022-05-28,0.1939,0.2753,0.1423,0.2041,0.2337,0.1185,0.2857,0.3052
2022-05-29,0.1892,0.273,0.1461,0.2012,0.2335,0.1252,0.2862,0.3192
2022-05-30,0.1809,0.2731,0.1379,0.1962,0.2239,0.1119,0.2831,0.329
2022-05-31,0.1869,0.2769,0.1501,0.2077,0.2422,0.1175,0.291,0.3359
2022-06-01,0.185,0.2818,0.1493,0.211,0.2461,0.1137,0.2923,0.3299
2022-06-02,0.1741,0.2706,0.1457,0.202,0.239,0.1027,0.2873,0.3306
2022-06-03,0.1695,0.272,0.1333,0.2045,0.2332,0.0989,0.279,0.3244
2022-06-04,0.166,0.2635,0.133,0.2034,0.2318,0.1002,0.2828,0.3326
2022-06-05,0.1492,0.2659,0.1475,0.2047,0.2252,0.1005,0.2784,0.3366
2022-06-06,0.1556,0.2707,0.1463,0.2064,0.2329,0.1047,0.2785,0.3351
2022-06-07,0.1637,0.2599,0.1269,0.2032,0.2364,0.1053,0.277,0.3409
2022-06-08,0.1711,0.2535,0.1208,0.1989,0.2331,0.1012,0.2653,0.3309
2022-06-09,0.1696,0.2542,0.122,0.1982,0.2289,0.1001,0.256,0.3355
2022-06-10,0.1863,0.2544,0.1218,0.21,0.2459,0.1071,0.2668,0.3415
2022-06-11,0.1791,0.2522,0.1279,0.2079,0.2472,0.1035,0.2659,0.3447
2022-06-12,0.1723,0.2444,0.1244,0.2023,0.236,0.0872000000000001,0.269,0.3515
2022-06-13,0.1751,0.2434,0.117,0.1934,0.2291,0.0765,0.2572,0.345
2022-06-14,0.1804,0.2411,0.1076,0.1906,0.2257,0.0794,0.2517,0.3412
2022-06-15,0.1908,0.2498,0.1199,0.1949,0.2293,0.0827,0.249,0.3309
2022-06-16,0.182,0.243,0.1119,0.1902,0.2185,0.0797,0.2544,0.3286
2022-06-17,0.1766,0.2466,0.1208,0.1924,0.2216,0.0736,0.2513,0.3415
2022-06-18,0.1816,0.2495,0.1081,0.19,0.2216,0.0705,0.245,0.3498
2022-06-19,0.1748,0.2493,0.0993999999999999,0.1904,0.2164,0.0695,0.2438,0.3291
2022-06-20,0.1785,0.2436,0.1015,0.1873,0.2164,0.0740999999999999,0.2471,0.324
2022-06-21,0.1943,0.2434,0.1033,0.193,0.2171,0.0735,0.247,0.3227
2022-06-22,0.1889,0.2315,0.0975,0.1939,0.2154,0.0683999999999999,0.2498,0.3285
2022-06-23,0.1939,0.2326,0.1015,0.1965,0.2146,0.0625,0.254,0.3323
2022-06-24,0.1992,0.233,0.0931,0.202,0.2167,0.0660999999999999,0.2648,0.3309
2022-06-25,0.2135,0.235,0.1077,0.2119,0.2224,0.0664,0.2642,0.3311
2022-06-26,0.2112,0.2248,0.1042,0.2039,0.2136,0.0633999999999999,0.2591,0.3305
2022-06-27,0.2008,0.2229,0.0944,0.199,0.2121,0.0625,0.254,0.3198
2022-06-28,0.2013,0.2208,0.0972,0.205,0.2147,0.0609,0.2558,0.3264
2022-06-29,0.1769,0.2111,0.0881,0.1964,0.2028,0.0644,0.2483,0.3217
2022-06-30,0.1925,0.2187,0.11,0.2083,0.2227,0.0667,0.2649,0.3185
2022-07-01,0.1933,0.2189,0.1111,0.2147,0.2259,0.0683999999999999,0.2688,0.3199
2022-07-02,0.2,0.2126,0.112,0.2106,0.2262,0.0671,0.2662,0.3284
2022-07-03,0.2027,0.2153,0.112,0.211,0.2269,0.0669999999999999,0.2594,0.3406
2022-07-04,0.1999,0.211,0.1122,0.2068,0.2259,0.069,0.2602,0.3333
2022-07-05,0.2062,0.2144,0.1215,0.2092,0.2311,0.0644,0.267,0.3406
2022-07-06,0.2174,0.2174,0.1191,0.2103,0.234,0.0608000000000001,0.2695,0.3399
2022-07-07,0.2264,0.2184,0.1201,0.209,0.2385,0.0602,0.2668,0.3395
2022-07-08,0.217,0.2188,0.1201,0.2106,0.232,0.0637,0.2654,0.3354
2022-07-09,0.2176,0.2262,0.1261,0.2137,0.2331,0.0602,0.2637,0.3348
2022-07-10,0.2286,0.2156,0.1227,0.218,0.2414,0.0558000000000001,0.2768,0.3324
2022-07-11,0.2129,0.2046,0.1132,0.2138,0.2364,0.0474,0.2699,0.3253
2022-07-12,0.2094,0.2005,0.1139,0.2111,0.2392,0.05,0.2617,0.3487
2022-07-13,0.2142,0.2009,0.1196,0.2131,0.2412,0.0485,0.2641,0.3533
2022-07-14,0.2112,0.1944,0.1169,0.2138,0.241,0.0549999999999999,0.2649,0.347
2022-07-15,0.2154,0.2074,0.1441,0.2217,0.247,0.0589000000000001,0.2676,0.3276
2022-07-16,0.2169,0.2108,0.1424,0.2238,0.2541,0.0626,0.2754,0.3447
2022-07-17,0.2266,0.2126,0.1345,0.2232,0.2559,0.0648,0.2678,0.3479
2022-07-18,0.2293,0.2098,0.1211,0.2257,0.2508,0.0655,0.2681,0.3566
2022-07-19,0.2248,0.21,0.1203,0.2283,0.2504,0.0673,0.2703,0.3607
2022-07-20,0.2279,0.2149,0.1346,0.2252,0.2578,0.0662,0.272,0.3515
2022-07-21,0.224,0.213,0.1349,0.2241,0.2564,0.0623,0.2747,0.341
2022-07-22,0.2194,0.2054,0.1294,0.2196,0.251,0.0526,0.2827,0.3438
2022-07-23,0.2132,0.2011,0.1358,0.216,0.2463,0.0514,0.2783,0.3584
2022-07-24,0.2271,0.2028,0.138,0.2184,0.2551,0.0579999999999999,0.2796,0.3658
2022-07-25,0.2317,0.2049,0.1467,0.2239,0.2658,0.0598,0.2809,0.3703
2022-07-26,0.2291,0.2038,0.1517,0.2217,0.2663,0.0595,0.2861,0.3635
2022-07-27,0.2351,0.2083,0.1574,0.2239,0.2728,0.0592,0.2863,0.3641
2022-07-28,0.2391,0.2069,0.1499,0.2261,0.2716,0.0566,0.2902,0.3501
2022-07-29,0.2302,0.2091,0.1413,0.2275,0.2621,0.0548999999999999,0.288,0.3556
2022-07-30,0.2306,0.2143,0.1504,0.2399,0.2721,0.0536,0.2926,0.3601
2022-07-31,0.2323,0.2187,0.1656,0.2459,0.2803,0.0538000000000001,0.2952,0.3689
2022-08-01,0.2369,0.211,0.1681,0.2425,0.2825,0.0541,0.2986,0.3749
2022-08-02,0.2445,0.2112,0.1666,0.2381,0.2853,0.0544,0.2909,0.3568
