"","date","TRX"
"110",2019-04-14,0.3692
"111",2019-04-15,0.3415
"112",2019-04-16,0.3291
"113",2019-04-17,0.2836
"114",2019-04-18,0.2644
"115",2019-04-19,0.2593
"116",2019-04-20,0.2297
"117",2019-04-21,0.2115
"118",2019-04-22,0.1946
"119",2019-04-23,0.2033
"120",2019-04-24,0.2388
"121",2019-04-25,0.1986
"122",2019-04-26,0.1715
"123",2019-04-27,0.1643
"124",2019-04-28,0.1738
"125",2019-04-29,0.1934
"126",2019-04-30,0.2234
"127",2019-05-01,0.1996
"128",2019-05-02,0.2018
"129",2019-05-03,0.1954
"130",2019-05-04,0.1852
"131",2019-05-05,0.1819
"132",2019-05-06,0.2162
"133",2019-05-07,0.1987
"134",2019-05-08,0.2123
"135",2019-05-09,0.2033
"136",2019-05-10,0.1947
"137",2019-05-11,0.1876
"138",2019-05-12,0.2044
"139",2019-05-13,0.2186
"140",2019-05-14,0.2046
"141",2019-05-15,0.2186
"142",2019-05-16,0.2069
"143",2019-05-17,0.1885
"144",2019-05-18,0.2062
"145",2019-05-19,0.2557
"146",2019-05-20,0.2603
"147",2019-05-21,0.2345
"148",2019-05-22,0.2529
"149",2019-05-23,0.2383
"150",2019-05-24,0.2337
"151",2019-05-25,0.2213
"152",2019-05-26,0.2227
"153",2019-05-27,0.2329
"154",2019-05-28,0.2489
"155",2019-05-29,0.2543
"156",2019-05-30,0.2904
"157",2019-05-31,0.2747
"158",2019-06-01,0.3035
"159",2019-06-02,0.3037
"160",2019-06-03,0.2733
"161",2019-06-04,0.2634
"162",2019-06-05,0.2686
"163",2019-06-06,0.2279
"164",2019-06-07,0.2288
"165",2019-06-08,0.2569
"166",2019-06-09,0.2738
"167",2019-06-10,0.2861
"168",2019-06-11,0.3112
"169",2019-06-12,0.3262
"170",2019-06-13,0.306
"171",2019-06-14,0.2956
"172",2019-06-15,0.2818
"173",2019-06-16,0.2605
"174",2019-06-17,0.2827
"175",2019-06-18,0.2917
"176",2019-06-19,0.3013
"177",2019-06-20,0.2851
"178",2019-06-21,0.304
"179",2019-06-22,0.3017
"180",2019-06-23,0.3307
"181",2019-06-24,0.3337
"182",2019-06-25,0.3127
"183",2019-06-26,0.2962
"184",2019-06-27,0.2966
"185",2019-06-28,0.3033
"186",2019-06-29,0.3049
"187",2019-06-30,0.2787
"188",2019-07-01,0.2681
"189",2019-07-02,0.2965
"190",2019-07-03,0.3091
"191",2019-07-04,0.2915
"192",2019-07-05,0.2969
"193",2019-07-06,0.2753
"194",2019-07-07,0.2683
"195",2019-07-08,0.2554
"196",2019-07-09,0.2351
"197",2019-07-10,0.2349
"198",2019-07-11,0.2513
"199",2019-07-12,0.233
"200",2019-07-13,0.2307
"201",2019-07-14,0.217
"202",2019-07-15,0.2112
"203",2019-07-16,0.1924
"204",2019-07-17,0.2181
"205",2019-07-18,0.2198
"206",2019-07-19,0.2207
"207",2019-07-20,0.2071
"208",2019-07-21,0.2207
"209",2019-07-22,0.2187
"210",2019-07-23,0.224
"211",2019-07-24,0.2321
"212",2019-07-25,0.2133
"213",2019-07-26,0.2168
"214",2019-07-27,0.2207
"215",2019-07-28,0.2162
"216",2019-07-29,0.2407
"217",2019-07-30,0.2299
"218",2019-07-31,0.2357
"219",2019-08-01,0.2117
"220",2019-08-02,0.1864
"221",2019-08-03,0.1886
"222",2019-08-04,0.2152
"223",2019-08-05,0.1995
"224",2019-08-06,0.1956
"225",2019-08-07,0.1935
"226",2019-08-08,0.1967
"227",2019-08-09,0.1635
"228",2019-08-10,0.192
"229",2019-08-11,0.2087
"230",2019-08-12,0.221
"231",2019-08-13,0.2273
"232",2019-08-14,0.2266
"233",2019-08-15,0.2124
"234",2019-08-16,0.2184
"235",2019-08-17,0.2244
"236",2019-08-18,0.2533
"237",2019-08-19,0.2524
"238",2019-08-20,0.2625
"239",2019-08-21,0.2566
"240",2019-08-22,0.2599
"241",2019-08-23,0.2612
"242",2019-08-24,0.2423
"243",2019-08-25,0.2375
"244",2019-08-26,0.265
"245",2019-08-27,0.2775
"246",2019-08-28,0.3109
"247",2019-08-29,0.2825
"248",2019-08-30,0.264
"249",2019-08-31,0.286
"250",2019-09-01,0.2774
"251",2019-09-02,0.2506
"252",2019-09-03,0.2667
"253",2019-09-04,0.2561
"254",2019-09-05,0.2684
"255",2019-09-06,0.2862
"256",2019-09-07,0.2773
"257",2019-09-08,0.2742
"258",2019-09-09,0.3029
"259",2019-09-10,0.2879
"260",2019-09-11,0.3001
"261",2019-09-12,0.3035
"262",2019-09-13,0.3182
"263",2019-09-14,0.3103
"264",2019-09-15,0.3202
"265",2019-09-16,0.3247
"266",2019-09-17,0.3352
"267",2019-09-18,0.3205
"268",2019-09-19,0.3358
"269",2019-09-20,0.3496
"270",2019-09-21,0.353
"271",2019-09-22,0.3546
"272",2019-09-23,0.3451
"273",2019-09-24,0.3479
"274",2019-09-25,0.3713
"275",2019-09-26,0.3699
"276",2019-09-27,0.3769
"277",2019-09-28,0.3639
"278",2019-09-29,0.359
"279",2019-09-30,0.3466
"280",2019-10-01,0.317
"281",2019-10-02,0.3022
"282",2019-10-03,0.3002
"283",2019-10-04,0.2738
"284",2019-10-05,0.2577
"285",2019-10-06,0.2768
"286",2019-10-07,0.2869
"287",2019-10-08,0.2641
"288",2019-10-09,0.329
"289",2019-10-10,0.3018
"290",2019-10-11,0.2443
"291",2019-10-12,0.2114
"292",2019-10-13,0.1765
"293",2019-10-14,0.1451
"294",2019-10-15,0.1411
"295",2019-10-16,0.1353
"296",2019-10-17,0.1194
"297",2019-10-18,0.1177
"298",2019-10-19,0.1103
"299",2019-10-20,0.1093
"300",2019-10-21,0.1173
"301",2019-10-22,0.1075
"302",2019-10-23,0.1039
"303",2019-10-24,0.1036
"304",2019-10-25,0.0929000000000001
"305",2019-10-26,0.0978
"306",2019-10-27,0.1081
"307",2019-10-28,0.0942000000000001
"308",2019-10-29,0.0789
"309",2019-10-30,0.0918
"310",2019-10-31,0.0968
"311",2019-11-01,0.1063
"312",2019-11-02,0.1045
"313",2019-11-03,0.1078
"314",2019-11-04,0.122
"315",2019-11-05,0.1478
"316",2019-11-06,0.1777
"317",2019-11-07,0.1948
"318",2019-11-08,0.2297
"319",2019-11-09,0.2606
"320",2019-11-10,0.2828
"321",2019-11-11,0.3063
"322",2019-11-12,0.3071
"323",2019-11-13,0.3109
"324",2019-11-14,0.3253
"325",2019-11-15,0.3414
"326",2019-11-16,0.3489
"327",2019-11-17,0.3523
"328",2019-11-18,0.3467
"329",2019-11-19,0.3469
"330",2019-11-20,0.3635
"331",2019-11-21,0.3501
"332",2019-11-22,0.3312
"333",2019-11-23,0.3278
"334",2019-11-24,0.3362
"335",2019-11-25,0.3456
"336",2019-11-26,0.3515
"337",2019-11-27,0.3376
"338",2019-11-28,0.3341
"339",2019-11-29,0.3421
"340",2019-11-30,0.3216
"341",2019-12-01,0.3265
"342",2019-12-02,0.3302
"343",2019-12-03,0.3218
"344",2019-12-04,0.3158
"345",2019-12-05,0.3406
"346",2019-12-06,0.3598
"347",2019-12-07,0.3604
"348",2019-12-08,0.3857
"349",2019-12-09,0.4013
"350",2019-12-10,0.4052
"351",2019-12-11,0.4234
"352",2019-12-12,0.4184
"353",2019-12-13,0.4159
"354",2019-12-14,0.4215
"355",2019-12-15,0.413
"356",2019-12-16,0.42
"357",2019-12-17,0.4095
"358",2019-12-18,0.4162
"359",2019-12-19,0.4322
"360",2019-12-20,0.4391
"361",2019-12-21,0.4371
"362",2019-12-22,0.436
"363",2019-12-23,0.4558
"364",2019-12-24,0.4529
"365",2019-12-25,0.4363
"366",2019-12-26,0.4242
"367",2019-12-27,0.3988
"368",2019-12-28,0.3797
"369",2019-12-29,0.3534
"370",2019-12-30,0.3286
"371",2019-12-31,0.3108
"372",2020-01-01,0.303
"373",2020-01-02,0.3036
"374",2020-01-03,0.327
"375",2020-01-04,0.3243
"376",2020-01-05,0.317
"377",2020-01-06,0.2868
"378",2020-01-07,0.2877
"379",2020-01-08,0.2456
"380",2020-01-09,0.2699
"381",2020-01-10,0.2717
"382",2020-01-11,0.279
"383",2020-01-12,0.2732
"384",2020-01-13,0.2738
"385",2020-01-14,0.2653
"386",2020-01-15,0.2589
"387",2020-01-16,0.2555
"388",2020-01-17,0.2652
"389",2020-01-18,0.2712
"390",2020-01-19,0.2867
"391",2020-01-20,0.3047
"392",2020-01-21,0.2991
"393",2020-01-22,0.3153
"394",2020-01-23,0.3221
"395",2020-01-24,0.3255
"396",2020-01-25,0.3342
"397",2020-01-26,0.324
"398",2020-01-27,0.3241
"399",2020-01-28,0.3255
"400",2020-01-29,0.3189
"401",2020-01-30,0.3285
"402",2020-01-31,0.3348
"403",2020-02-01,0.3411
"404",2020-02-02,0.3486
"405",2020-02-03,0.338
"406",2020-02-04,0.3427
"407",2020-02-05,0.336
"408",2020-02-06,0.3415
"409",2020-02-07,0.3217
"410",2020-02-08,0.3088
"411",2020-02-09,0.3281
"412",2020-02-10,0.3357
"413",2020-02-11,0.3667
"414",2020-02-12,0.4059
"415",2020-02-13,0.406
"416",2020-02-14,0.4019
"417",2020-02-15,0.3789
"418",2020-02-16,0.3765
"419",2020-02-17,0.3735
"420",2020-02-18,0.3624
"421",2020-02-19,0.3587
"422",2020-02-20,0.337
"423",2020-02-21,0.3563
"424",2020-02-22,0.3801
"425",2020-02-23,0.3874
"426",2020-02-24,0.4015
"427",2020-02-25,0.3843
"428",2020-02-26,0.3976
"429",2020-02-27,0.3852
"430",2020-02-28,0.4088
"431",2020-02-29,0.3941
"432",2020-03-01,0.3757
"433",2020-03-02,0.3522
"434",2020-03-03,0.3593
"435",2020-03-04,0.3748
"436",2020-03-05,0.3715
"437",2020-03-06,0.3473
"438",2020-03-07,0.3358
"439",2020-03-08,0.3347
"440",2020-03-09,0.3379
"441",2020-03-10,0.3387
"442",2020-03-11,0.3296
"443",2020-03-12,0.3635
"444",2020-03-13,0.3577
"445",2020-03-14,0.3422
"446",2020-03-15,0.3531
"447",2020-03-16,0.3265
"448",2020-03-17,0.3249
"449",2020-03-18,0.3227
"450",2020-03-19,0.333
"451",2020-03-20,0.359
"452",2020-03-21,0.3491
"453",2020-03-22,0.3515
"454",2020-03-23,0.3474
"455",2020-03-24,0.3381
"456",2020-03-25,0.3478
"457",2020-03-26,0.3118
"458",2020-03-27,0.3414
"459",2020-03-28,0.3505
"460",2020-03-29,0.3449
"461",2020-03-30,0.341
"462",2020-03-31,0.3342
"463",2020-04-01,0.3734
"464",2020-04-02,0.3584
"465",2020-04-03,0.3364
"466",2020-04-04,0.3196
"467",2020-04-05,0.3258
"468",2020-04-06,0.3221
"469",2020-04-07,0.3237
"470",2020-04-08,0.321
"471",2020-04-09,0.3134
"472",2020-04-10,0.2817
"473",2020-04-11,0.3235
"474",2020-04-12,0.3423
"475",2020-04-13,0.3281
"476",2020-04-14,0.3411
"477",2020-04-15,0.2851
"478",2020-04-16,0.3087
"479",2020-04-17,0.3089
"480",2020-04-18,0.3162
"481",2020-04-19,0.3272
"482",2020-04-20,0.2834
"483",2020-04-21,0.2794
"484",2020-04-22,0.2964
"485",2020-04-23,0.2951
"486",2020-04-24,0.2911
"487",2020-04-25,0.2828
"488",2020-04-26,0.3064
"489",2020-04-27,0.2933
"490",2020-04-28,0.2773
"491",2020-04-29,0.3149
"492",2020-04-30,0.3028
"493",2020-05-01,0.2864
"494",2020-05-02,0.2661
"495",2020-05-03,0.3134
"496",2020-05-04,0.2907
"497",2020-05-05,0.274
"498",2020-05-06,0.2802
"499",2020-05-07,0.2908
"500",2020-05-08,0.3162
"501",2020-05-09,0.2976
"502",2020-05-10,0.2615
"503",2020-05-11,0.2901
"504",2020-05-12,0.3055
"505",2020-05-13,0.3004
"506",2020-05-14,0.3416
"507",2020-05-15,0.3038
"508",2020-05-16,0.282
"509",2020-05-17,0.2823
"510",2020-05-18,0.2879
"511",2020-05-19,0.2962
"512",2020-05-20,0.2739
"513",2020-05-21,0.2568
"514",2020-05-22,0.2598
"515",2020-05-23,0.2768
"516",2020-05-24,0.2692
"517",2020-05-25,0.2688
"518",2020-05-26,0.2836
"519",2020-05-27,0.2878
"520",2020-05-28,0.2892
"521",2020-05-29,0.2801
"522",2020-05-30,0.234
"523",2020-05-31,0.2856
"524",2020-06-01,0.3169
"525",2020-06-02,0.3153
"526",2020-06-03,0.2946
"527",2020-06-04,0.2679
"528",2020-06-05,0.2731
"529",2020-06-06,0.2419
"530",2020-06-07,0.2256
"531",2020-06-08,0.2345
"532",2020-06-09,0.202
"533",2020-06-10,0.2522
"534",2020-06-11,0.2653
"535",2020-06-12,0.2395
"536",2020-06-13,0.2236
"537",2020-06-14,0.1798
"538",2020-06-15,0.1559
"539",2020-06-16,0.1998
"540",2020-06-17,0.2186
"541",2020-06-18,0.199
"542",2020-06-19,0.1727
"543",2020-06-20,0.2082
"544",2020-06-21,0.2284
"545",2020-06-22,0.2216
"546",2020-06-23,0.2113
"547",2020-06-24,0.2106
"548",2020-06-25,0.2203
"549",2020-06-26,0.2032
"550",2020-06-27,0.2029
"551",2020-06-28,0.2582
"552",2020-06-29,0.2223
"553",2020-06-30,0.2394
"554",2020-07-01,0.2283
"555",2020-07-02,0.217
"556",2020-07-03,0.2396
"557",2020-07-04,0.2355
"558",2020-07-05,0.2504
"559",2020-07-06,0.2251
"560",2020-07-07,0.2246
"561",2020-07-08,0.2194
"562",2020-07-09,0.1584
"563",2020-07-10,0.19
"564",2020-07-11,0.1895
"565",2020-07-12,0.1972
"566",2020-07-13,0.1992
"567",2020-07-14,0.1658
"568",2020-07-15,0.1541
"569",2020-07-16,0.1856
"570",2020-07-17,0.2121
"571",2020-07-18,0.216
"572",2020-07-19,0.2122
"573",2020-07-20,0.2393
"574",2020-07-21,0.1966
"575",2020-07-22,0.2137
"576",2020-07-23,0.1965
"577",2020-07-24,0.1701
"578",2020-07-25,0.1568
"579",2020-07-26,0.1874
"580",2020-07-27,0.1847
"581",2020-07-28,0.1554
"582",2020-07-29,0.1407
"583",2020-07-30,0.2025
"584",2020-07-31,0.2169
"585",2020-08-01,0.1688
"586",2020-08-02,0.145
"587",2020-08-03,0.1764
"588",2020-08-04,0.1955
"589",2020-08-05,0.2037
"590",2020-08-06,0.2113
"591",2020-08-07,0.188
"592",2020-08-08,0.1502
"593",2020-08-09,0.1674
"594",2020-08-10,0.1782
"595",2020-08-11,0.1891
"596",2020-08-12,0.1731
"597",2020-08-13,0.1424
"598",2020-08-14,0.1108
"599",2020-08-15,0.1394
"600",2020-08-16,0.1567
"601",2020-08-17,0.1723
"602",2020-08-18,0.1534
"603",2020-08-19,0.1949
"604",2020-08-20,0.1884
"605",2020-08-21,0.2217
"606",2020-08-22,0.2139
"607",2020-08-23,0.2081
"608",2020-08-24,0.2429
"609",2020-08-25,0.215
"610",2020-08-26,0.1813
"611",2020-08-27,0.2015
"612",2020-08-28,0.1874
"613",2020-08-29,0.2322
"614",2020-08-30,0.2524
"615",2020-08-31,0.2156
"616",2020-09-01,0.2618
"617",2020-09-02,0.272
"618",2020-09-03,0.2768
"619",2020-09-04,0.2808
"620",2020-09-05,0.2827
"621",2020-09-06,0.3088
"622",2020-09-07,0.2658
"623",2020-09-08,0.3132
"624",2020-09-09,0.3278
"625",2020-09-10,0.2981
"626",2020-09-11,0.257
"627",2020-09-12,0.2699
"628",2020-09-13,0.2956
"629",2020-09-14,0.2991
"630",2020-09-15,0.2989
"631",2020-09-16,0.2821
"632",2020-09-17,0.2715
"633",2020-09-18,0.2474
"634",2020-09-19,0.2444
"635",2020-09-20,0.2566
"636",2020-09-21,0.2518
"637",2020-09-22,0.2021
"638",2020-09-23,0.2182
"639",2020-09-24,0.2118
"640",2020-09-25,0.2315
"641",2020-09-26,0.2397
"642",2020-09-27,0.237
"643",2020-09-28,0.2702
"644",2020-09-29,0.2751
"645",2020-09-30,0.2598
"646",2020-10-01,0.2241
"647",2020-10-02,0.2094
"648",2020-10-03,0.1859
"649",2020-10-04,0.1992
"650",2020-10-05,0.1993
"651",2020-10-06,0.1943
"652",2020-10-07,0.1818
"653",2020-10-08,0.2179
"654",2020-10-09,0.2546
"655",2020-10-10,0.2662
"656",2020-10-11,0.2906
"657",2020-10-12,0.2514
"658",2020-10-13,0.2275
"659",2020-10-14,0.2268
"660",2020-10-15,0.258
"661",2020-10-16,0.2403
"662",2020-10-17,0.209
"663",2020-10-18,0.2271
"664",2020-10-19,0.243
"665",2020-10-20,0.2327
"666",2020-10-21,0.2206
"667",2020-10-22,0.2316
"668",2020-10-23,0.2876
"669",2020-10-24,0.2703
"670",2020-10-25,0.2619
"671",2020-10-26,0.2864
"672",2020-10-27,0.276
"673",2020-10-28,0.2942
"674",2020-10-29,0.2792
"675",2020-10-30,0.2538
"676",2020-10-31,0.2536
"677",2020-11-01,0.2797
"678",2020-11-02,0.2901
"679",2020-11-03,0.289
"680",2020-11-04,0.2991
"681",2020-11-05,0.2535
"682",2020-11-06,0.2397
"683",2020-11-07,0.2743
"684",2020-11-08,0.2944
"685",2020-11-09,0.261
"686",2020-11-10,0.2503
"687",2020-11-11,0.2347
"688",2020-11-12,0.2487
"689",2020-11-13,0.2551
"690",2020-11-14,0.2807
"691",2020-11-15,0.2826
"692",2020-11-16,0.2722
"693",2020-11-17,0.2767
"694",2020-11-18,0.2657
"695",2020-11-19,0.2852
"696",2020-11-20,0.3016
"697",2020-11-21,0.2848
"698",2020-11-22,0.2873
"699",2020-11-23,0.2949
"700",2020-11-24,0.3303
"701",2020-11-25,0.3554
"702",2020-11-26,0.335
"703",2020-11-27,0.3374
"704",2020-11-28,0.3675
"705",2020-11-29,0.3502
"706",2020-11-30,0.3298
"707",2020-12-01,0.3524
"708",2020-12-02,0.3655
"709",2020-12-03,0.3709
"710",2020-12-04,0.3886
"711",2020-12-05,0.3761
"712",2020-12-06,0.3971
"713",2020-12-07,0.4097
"714",2020-12-08,0.3972
"715",2020-12-09,0.372
"716",2020-12-10,0.3589
"717",2020-12-11,0.3259
"718",2020-12-12,0.315
"719",2020-12-13,0.3308
"720",2020-12-14,0.3583
"721",2020-12-15,0.3203
"722",2020-12-16,0.2901
"723",2020-12-17,0.2846
"724",2020-12-18,0.2736
"725",2020-12-19,0.2592
"726",2020-12-20,0.2557
"727",2020-12-21,0.236
"728",2020-12-22,0.2502
"729",2020-12-23,0.2411
"730",2020-12-24,0.2253
"731",2020-12-25,0.2307
"732",2020-12-26,0.2262
"733",2020-12-27,0.2513
"734",2020-12-28,0.2407
"735",2020-12-29,0.2109
"736",2020-12-30,0.1941
"737",2020-12-31,0.1943
"738",2021-01-01,0.2042
"739",2021-01-02,0.222
"740",2021-01-03,0.2606
"741",2021-01-04,0.2264
"742",2021-01-05,0.206
"743",2021-01-06,0.2399
"744",2021-01-07,0.2706
"745",2021-01-08,0.2668
"746",2021-01-09,0.2633
"747",2021-01-10,0.2417
"748",2021-01-11,0.2587
"749",2021-01-12,0.2658
"750",2021-01-13,0.2645
"751",2021-01-14,0.2643
"752",2021-01-15,0.2795
"753",2021-01-16,0.2769
"754",2021-01-17,0.2614
"755",2021-01-18,0.2788
"756",2021-01-19,0.2943
"757",2021-01-20,0.297
"758",2021-01-21,0.2886
"759",2021-01-22,0.2968
"760",2021-01-23,0.331
"761",2021-01-24,0.3403
"762",2021-01-25,0.324
"763",2021-01-26,0.3048
"764",2021-01-27,0.3103
"765",2021-01-28,0.2763
"766",2021-01-29,0.2517
"767",2021-01-30,0.2689
"768",2021-01-31,0.2638
"769",2021-02-01,0.2153
"770",2021-02-02,0.2153
"771",2021-02-03,0.1905
"772",2021-02-04,0.1867
"773",2021-02-05,0.2093
"774",2021-02-06,0.2015
"775",2021-02-07,0.1807
"776",2021-02-08,0.172
"777",2021-02-09,0.1721
"778",2021-02-10,0.1682
"779",2021-02-11,0.1812
"780",2021-02-12,0.1962
"781",2021-02-13,0.2047
"782",2021-02-14,0.1994
"783",2021-02-15,0.2069
"784",2021-02-16,0.2403
"785",2021-02-17,0.2585
"786",2021-02-18,0.2747
"787",2021-02-19,0.2882
"788",2021-02-20,0.3154
"789",2021-02-21,0.3384
"790",2021-02-22,0.3607
"791",2021-02-23,0.3585
"792",2021-02-24,0.3831
"793",2021-02-25,0.3992
"794",2021-02-26,0.4303
"795",2021-02-27,0.4353
"796",2021-02-28,0.4737
"797",2021-03-01,0.5052
"798",2021-03-02,0.5234
"799",2021-03-03,0.5439
"800",2021-03-04,0.5666
"801",2021-03-05,0.5083
"802",2021-03-06,0.4122
"803",2021-03-07,0.397
"804",2021-03-08,0.4025
"805",2021-03-09,0.3811
"806",2021-03-10,0.3626
"807",2021-03-11,0.3509
"808",2021-03-12,0.3769
"809",2021-03-13,0.4074
"810",2021-03-14,0.4216
"811",2021-03-15,0.4279
"812",2021-03-16,0.4386
"813",2021-03-17,0.4086
"814",2021-03-18,0.3893
"815",2021-03-19,0.3912
"816",2021-03-20,0.4219
"817",2021-03-21,0.4201
"818",2021-03-22,0.4034
"819",2021-03-23,0.3716
"820",2021-03-24,0.3827
"821",2021-03-25,0.4024
"822",2021-03-26,0.4214
"823",2021-03-27,0.4165
"824",2021-03-28,0.4308
"825",2021-03-29,0.403
"826",2021-03-30,0.387
"827",2021-03-31,0.397
"828",2021-04-01,0.3954
"829",2021-04-02,0.3747
"830",2021-04-03,0.3855
"831",2021-04-04,0.3882
"832",2021-04-05,0.4104
"833",2021-04-06,0.423
"834",2021-04-07,0.4182
"835",2021-04-08,0.3873
"836",2021-04-09,0.3759
"837",2021-04-10,0.3637
"838",2021-04-11,0.3593
"839",2021-04-12,0.3551
"840",2021-04-13,0.3746
"841",2021-04-14,0.3535
"842",2021-04-15,0.343
"843",2021-04-16,0.3167
"844",2021-04-17,0.3341
"845",2021-04-18,0.3289
"846",2021-04-19,0.3098
"847",2021-04-20,0.2848
"848",2021-04-21,0.2778
"849",2021-04-22,0.271
"850",2021-04-23,0.2781
"851",2021-04-24,0.2867
"852",2021-04-25,0.3055
"853",2021-04-26,0.293
"854",2021-04-27,0.2942
"855",2021-04-28,0.2746
"856",2021-04-29,0.2594
"857",2021-04-30,0.2715
"858",2021-05-01,0.2664
"859",2021-05-02,0.2501
"860",2021-05-03,0.2626
"861",2021-05-04,0.2405
"862",2021-05-05,0.2236
"863",2021-05-06,0.2222
"864",2021-05-07,0.257
"865",2021-05-08,0.2466
"866",2021-05-09,0.24
"867",2021-05-10,0.2192
"868",2021-05-11,0.232
"869",2021-05-12,0.2391
"870",2021-05-13,0.2542
"871",2021-05-14,0.2542
"872",2021-05-15,0.299
"873",2021-05-16,0.2927
"874",2021-05-17,0.2928
"875",2021-05-18,0.292
"876",2021-05-19,0.3132
"877",2021-05-20,0.3162
"878",2021-05-21,0.3052
"879",2021-05-22,0.3047
"880",2021-05-23,0.3252
"881",2021-05-24,0.3254
"882",2021-05-25,0.3265
"883",2021-05-26,0.338
"884",2021-05-27,0.354
"885",2021-05-28,0.3323
"886",2021-05-29,0.3266
"887",2021-05-30,0.3358
"888",2021-05-31,0.3489
"889",2021-06-01,0.3356
"890",2021-06-02,0.3291
"891",2021-06-03,0.3015
"892",2021-06-04,0.312
"893",2021-06-05,0.3388
"894",2021-06-06,0.3583
"895",2021-06-07,0.3248
"896",2021-06-08,0.3365
"897",2021-06-09,0.3113
"898",2021-06-10,0.2991
"899",2021-06-11,0.301
"900",2021-06-12,0.3118
"901",2021-06-13,0.2965
"902",2021-06-14,0.3063
"903",2021-06-15,0.2946
"904",2021-06-16,0.2905
"905",2021-06-17,0.2813
"906",2021-06-18,0.2872
"907",2021-06-19,0.2809
"908",2021-06-20,0.2937
"909",2021-06-21,0.2808
"910",2021-06-22,0.2941
"911",2021-06-23,0.2997
"912",2021-06-24,0.3155
"913",2021-06-25,0.2912
"914",2021-06-26,0.2855
"915",2021-06-27,0.2658
"916",2021-06-28,0.2633
"917",2021-06-29,0.2651
"918",2021-06-30,0.255
"919",2021-07-01,0.2496
"920",2021-07-02,0.2845
"921",2021-07-03,0.2935
"922",2021-07-04,0.2951
"923",2021-07-05,0.2803
"924",2021-07-06,0.2922
"925",2021-07-07,0.2949
"926",2021-07-08,0.2845
"927",2021-07-09,0.2857
"928",2021-07-10,0.3285
"929",2021-07-11,0.3322
"930",2021-07-12,0.3275
"931",2021-07-13,0.3148
"932",2021-07-14,0.335
"933",2021-07-15,0.3059
"934",2021-07-16,0.2903
"935",2021-07-17,0.2868
"936",2021-07-18,0.293
"937",2021-07-19,0.2768
