"","date","DOGE"
"1",2018-12-26,0.4408
"2",2018-12-27,0.4146
"3",2018-12-28,0.3589
"4",2018-12-29,0.3281
"5",2018-12-30,0.333
"6",2018-12-31,0.3507
"7",2019-01-01,0.376
"8",2019-01-02,0.3931
"9",2019-01-03,0.4148
"10",2019-01-04,0.4671
"11",2019-01-05,0.4404
"12",2019-01-06,0.4035
"13",2019-01-07,0.3938
"14",2019-01-08,0.4056
"15",2019-01-09,0.4078
"16",2019-01-10,0.3464
"17",2019-01-11,0.3455
"18",2019-01-12,0.3527
"19",2019-01-13,0.3567
"20",2019-01-14,0.4158
"21",2019-01-15,0.4134
"22",2019-01-16,0.3659
"23",2019-01-17,0.3814
"24",2019-01-18,0.4232
"25",2019-01-19,0.4249
"26",2019-01-20,0.4164
"27",2019-01-21,0.4128
"28",2019-01-22,0.4351
"29",2019-01-23,0.4689
"30",2019-01-24,0.4843
"31",2019-01-25,0.4655
"32",2019-01-26,0.4474
"33",2019-01-27,0.3806
"34",2019-01-28,0.3605
"35",2019-01-29,0.404
"36",2019-01-30,0.4323
"37",2019-01-31,0.4476
"38",2019-02-01,0.4322
"39",2019-02-02,0.467
"40",2019-02-03,0.4971
"41",2019-02-04,0.4993
"42",2019-02-05,0.4633
"43",2019-02-06,0.4367
"44",2019-02-07,0.4067
"45",2019-02-08,0.3967
"46",2019-02-09,0.3797
"47",2019-02-10,0.3815
"48",2019-02-11,0.3619
"49",2019-02-12,0.4029
"50",2019-02-13,0.4343
"51",2019-02-14,0.428
"52",2019-02-15,0.4227
"53",2019-02-16,0.4037
"54",2019-02-17,0.4083
"55",2019-02-18,0.4137
"56",2019-02-19,0.4012
"57",2019-02-20,0.4033
"58",2019-02-21,0.3989
"59",2019-02-22,0.4214
"60",2019-02-23,0.4591
"61",2019-02-24,0.4171
"62",2019-02-25,0.4126
"63",2019-02-26,0.4087
"64",2019-02-27,0.415
"65",2019-02-28,0.4564
"66",2019-03-01,0.4164
"67",2019-03-02,0.407
"68",2019-03-03,0.4324
"69",2019-03-04,0.4725
"70",2019-03-05,0.4697
"71",2019-03-06,0.4584
"72",2019-03-07,0.4137
"73",2019-03-08,0.3923
"74",2019-03-09,0.3884
"75",2019-03-10,0.4067
"76",2019-03-11,0.4291
"77",2019-03-12,0.4084
"78",2019-03-13,0.385
"79",2019-03-14,0.4041
"80",2019-03-15,0.4393
"81",2019-03-16,0.4002
"82",2019-03-17,0.3594
"83",2019-03-18,0.339
"84",2019-03-19,0.3847
"85",2019-03-20,0.4035
"86",2019-03-21,0.3531
"87",2019-03-22,0.3273
"88",2019-03-23,0.2993
"89",2019-03-24,0.3302
"90",2019-03-25,0.3556
"91",2019-03-26,0.3517
"92",2019-03-27,0.3296
"93",2019-03-28,0.3191
"94",2019-03-29,0.336
"95",2019-03-30,0.3772
"96",2019-03-31,0.3924
"97",2019-04-01,0.3318
"98",2019-04-02,0.353
"99",2019-04-03,0.3573
"100",2019-04-04,0.3972
"101",2019-04-05,0.4324
"102",2019-04-06,0.4205
"103",2019-04-07,0.4101
"104",2019-04-08,0.4299
"105",2019-04-09,0.4236
"106",2019-04-10,0.3814
"107",2019-04-11,0.339
"108",2019-04-12,0.3461
"109",2019-04-13,0.3757
"110",2019-04-14,0.3874
"111",2019-04-15,0.3631
"112",2019-04-16,0.3703
"113",2019-04-17,0.3998
"114",2019-04-18,0.4289
"115",2019-04-19,0.4511
"116",2019-04-20,0.4291
"117",2019-04-21,0.3938
"118",2019-04-22,0.3999
"119",2019-04-23,0.4442
"120",2019-04-24,0.5078
"121",2019-04-25,0.4455
"122",2019-04-26,0.3877
"123",2019-04-27,0.3902
"124",2019-04-28,0.4313
"125",2019-04-29,0.4673
"126",2019-04-30,0.4639
"127",2019-05-01,0.4219
"128",2019-05-02,0.4423
"129",2019-05-03,0.4581
"130",2019-05-04,0.4787
"131",2019-05-05,0.4622
"132",2019-05-06,0.4398
"133",2019-05-07,0.4005
"134",2019-05-08,0.4125
"135",2019-05-09,0.427
"136",2019-05-10,0.4372
"137",2019-05-11,0.432
"138",2019-05-12,0.3953
"139",2019-05-13,0.4161
"140",2019-05-14,0.4666
"141",2019-05-15,0.4581
"142",2019-05-16,0.407
"143",2019-05-17,0.3845
"144",2019-05-18,0.3908
"145",2019-05-19,0.407
"146",2019-05-20,0.3974
"147",2019-05-21,0.3752
"148",2019-05-22,0.41
"149",2019-05-23,0.429
"150",2019-05-24,0.4823
"151",2019-05-25,0.4744
"152",2019-05-26,0.4553
"153",2019-05-27,0.4503
"154",2019-05-28,0.479
"155",2019-05-29,0.4984
"156",2019-05-30,0.5232
"157",2019-05-31,0.4784
"158",2019-06-01,0.4638
"159",2019-06-02,0.5006
"160",2019-06-03,0.5254
"161",2019-06-04,0.5352
"162",2019-06-05,0.5101
"163",2019-06-06,0.5004
"164",2019-06-07,0.5417
"165",2019-06-08,0.5565
"166",2019-06-09,0.5422
"167",2019-06-10,0.5407
"168",2019-06-11,0.5359
"169",2019-06-12,0.5168
"170",2019-06-13,0.529
"171",2019-06-14,0.4804
"172",2019-06-15,0.4721
"173",2019-06-16,0.4705
"174",2019-06-17,0.4652
"175",2019-06-18,0.4858
"176",2019-06-19,0.4609
"177",2019-06-20,0.3932
"178",2019-06-21,0.3864
"179",2019-06-22,0.439
"180",2019-06-23,0.4923
"181",2019-06-24,0.4581
"182",2019-06-25,0.406
"183",2019-06-26,0.3885
"184",2019-06-27,0.4002
"185",2019-06-28,0.4146
"186",2019-06-29,0.3974
"187",2019-06-30,0.3358
"188",2019-07-01,0.3315
"189",2019-07-02,0.3655
"190",2019-07-03,0.3838
"191",2019-07-04,0.3513
"192",2019-07-05,0.3407
"193",2019-07-06,0.3144
"194",2019-07-07,0.3293
"195",2019-07-08,0.3456
"196",2019-07-09,0.3384
"197",2019-07-10,0.3122
"198",2019-07-11,0.2865
"199",2019-07-12,0.2912
"200",2019-07-13,0.3316
"201",2019-07-14,0.3234
"202",2019-07-15,0.2975
"203",2019-07-16,0.2964
"204",2019-07-17,0.3188
"205",2019-07-18,0.3375
"206",2019-07-19,0.3449
"207",2019-07-20,0.3067
"208",2019-07-21,0.338
"209",2019-07-22,0.3585
"210",2019-07-23,0.3784
"211",2019-07-24,0.3999
"212",2019-07-25,0.4014
"213",2019-07-26,0.4036
"214",2019-07-27,0.4017
"215",2019-07-28,0.4206
"216",2019-07-29,0.407
"217",2019-07-30,0.347
"218",2019-07-31,0.3389
"219",2019-08-01,0.3494
"220",2019-08-02,0.3779
"221",2019-08-03,0.3545
"222",2019-08-04,0.3511
"223",2019-08-05,0.3156
"224",2019-08-06,0.3261
"225",2019-08-07,0.3244
"226",2019-08-08,0.2881
"227",2019-08-09,0.285
"228",2019-08-10,0.3106
"229",2019-08-11,0.3053
"230",2019-08-12,0.3264
"231",2019-08-13,0.3224
"232",2019-08-14,0.2856
"233",2019-08-15,0.2777
"234",2019-08-16,0.3153
"235",2019-08-17,0.3596
"236",2019-08-18,0.3889
"237",2019-08-19,0.3802
"238",2019-08-20,0.434
"239",2019-08-21,0.5153
"240",2019-08-22,0.5857
"241",2019-08-23,0.5809
"242",2019-08-24,0.541
"243",2019-08-25,0.5037
"244",2019-08-26,0.5536
"245",2019-08-27,0.5629
"246",2019-08-28,0.5428
"247",2019-08-29,0.4895
"248",2019-08-30,0.4666
"249",2019-08-31,0.5038
"250",2019-09-01,0.5239
"251",2019-09-02,0.5147
"252",2019-09-03,0.5254
"253",2019-09-04,0.5021
"254",2019-09-05,0.5114
"255",2019-09-06,0.5556
"256",2019-09-07,0.5822
"257",2019-09-08,0.5557
"258",2019-09-09,0.5448
"259",2019-09-10,0.5196
"260",2019-09-11,0.5609
"261",2019-09-12,0.5284
"262",2019-09-13,0.5167
"263",2019-09-14,0.5427
"264",2019-09-15,0.5407
"265",2019-09-16,0.5133
"266",2019-09-17,0.4864
"267",2019-09-18,0.4625
"268",2019-09-19,0.4528
"269",2019-09-20,0.4851
"270",2019-09-21,0.5039
"271",2019-09-22,0.4959
"272",2019-09-23,0.4934
"273",2019-09-24,0.5012
"274",2019-09-25,0.4879
"275",2019-09-26,0.4541
"276",2019-09-27,0.4239
"277",2019-09-28,0.3636
"278",2019-09-29,0.3778
"279",2019-09-30,0.4091
"280",2019-10-01,0.4418
"281",2019-10-02,0.3818
"282",2019-10-03,0.3642
"283",2019-10-04,0.3817
"284",2019-10-05,0.418
"285",2019-10-06,0.4537
"286",2019-10-07,0.403
"287",2019-10-08,0.3488
"288",2019-10-09,0.3237
"289",2019-10-10,0.3009
"290",2019-10-11,0.3305
"291",2019-10-12,0.3283
"292",2019-10-13,0.3018
"293",2019-10-14,0.3037
"294",2019-10-15,0.3051
"295",2019-10-16,0.3142
"296",2019-10-17,0.3061
"297",2019-10-18,0.2888
"298",2019-10-19,0.2977
"299",2019-10-20,0.3395
"300",2019-10-21,0.3849
"301",2019-10-22,0.3361
"302",2019-10-23,0.3159
"303",2019-10-24,0.2904
"304",2019-10-25,0.299
"305",2019-10-26,0.3306
"306",2019-10-27,0.3341
"307",2019-10-28,0.3323
"308",2019-10-29,0.3739
"309",2019-10-30,0.4081
"310",2019-10-31,0.4588
"311",2019-11-01,0.467
"312",2019-11-02,0.4543
"313",2019-11-03,0.4381
"314",2019-11-04,0.4376
"315",2019-11-05,0.504
"316",2019-11-06,0.5255
"317",2019-11-07,0.466
"318",2019-11-08,0.4725
"319",2019-11-09,0.4877
"320",2019-11-10,0.5186
"321",2019-11-11,0.517
"322",2019-11-12,0.506
"323",2019-11-13,0.5386
"324",2019-11-14,0.576
"325",2019-11-15,0.5615
"326",2019-11-16,0.5356
"327",2019-11-17,0.5071
"328",2019-11-18,0.5142
"329",2019-11-19,0.5026
"330",2019-11-20,0.5156
"331",2019-11-21,0.4743
"332",2019-11-22,0.5005
"333",2019-11-23,0.5434
"334",2019-11-24,0.5911
"335",2019-11-25,0.6072
"336",2019-11-26,0.5521
"337",2019-11-27,0.4683
"338",2019-11-28,0.4775
"339",2019-11-29,0.5176
"340",2019-11-30,0.5609
"341",2019-12-01,0.5325
"342",2019-12-02,0.502
"343",2019-12-03,0.507
"344",2019-12-04,0.5318
"345",2019-12-05,0.5634
"346",2019-12-06,0.5468
"347",2019-12-07,0.4984
"348",2019-12-08,0.5073
"349",2019-12-09,0.4761
"350",2019-12-10,0.4588
"351",2019-12-11,0.4383
"352",2019-12-12,0.4315
"353",2019-12-13,0.4288
"354",2019-12-14,0.4679
"355",2019-12-15,0.5158
"356",2019-12-16,0.5162
"357",2019-12-17,0.4649
"358",2019-12-18,0.4284
"359",2019-12-19,0.4475
"360",2019-12-20,0.4874
"361",2019-12-21,0.4613
"362",2019-12-22,0.4739
"363",2019-12-23,0.5255
"364",2019-12-24,0.577
"365",2019-12-25,0.5759
"366",2019-12-26,0.5247
"367",2019-12-27,0.4773
"368",2019-12-28,0.4893
"369",2019-12-29,0.4928
"370",2019-12-30,0.5253
"371",2019-12-31,0.5218
"372",2020-01-01,0.4974
"373",2020-01-02,0.4704
"374",2020-01-03,0.5107
"375",2020-01-04,0.5605
"376",2020-01-05,0.5533
"377",2020-01-06,0.5039
"378",2020-01-07,0.4829
"379",2020-01-08,0.4901
"380",2020-01-09,0.4872
"381",2020-01-10,0.4875
"382",2020-01-11,0.4914
"383",2020-01-12,0.4845
"384",2020-01-13,0.4978
"385",2020-01-14,0.5112
"386",2020-01-15,0.4671
"387",2020-01-16,0.4315
"388",2020-01-17,0.4663
"389",2020-01-18,0.4956
"390",2020-01-19,0.5117
"391",2020-01-20,0.4717
"392",2020-01-21,0.4781
"393",2020-01-22,0.4873
"394",2020-01-23,0.5236
"395",2020-01-24,0.5686
"396",2020-01-25,0.5512
"397",2020-01-26,0.488
"398",2020-01-27,0.491
"399",2020-01-28,0.5145
"400",2020-01-29,0.5729
"401",2020-01-30,0.5452
"402",2020-01-31,0.5312
"403",2020-02-01,0.539
"404",2020-02-02,0.5753
"405",2020-02-03,0.571
"406",2020-02-04,0.5505
"407",2020-02-05,0.5375
"408",2020-02-06,0.5275
"409",2020-02-07,0.5241
"410",2020-02-08,0.5475
"411",2020-02-09,0.5536
"412",2020-02-10,0.5582
"413",2020-02-11,0.5262
"414",2020-02-12,0.5508
"415",2020-02-13,0.5712
"416",2020-02-14,0.5455
"417",2020-02-15,0.5095
"418",2020-02-16,0.5052
"419",2020-02-17,0.5254
"420",2020-02-18,0.58
"421",2020-02-19,0.5727
"422",2020-02-20,0.5773
"423",2020-02-21,0.5769
"424",2020-02-22,0.5789
"425",2020-02-23,0.5941
"426",2020-02-24,0.5623
"427",2020-02-25,0.5091
"428",2020-02-26,0.5145
"429",2020-02-27,0.5224
"430",2020-02-28,0.5219
"431",2020-02-29,0.4766
"432",2020-03-01,0.4759
"433",2020-03-02,0.4897
"434",2020-03-03,0.5168
"435",2020-03-04,0.5044
"436",2020-03-05,0.506
"437",2020-03-06,0.4564
"438",2020-03-07,0.4427
"439",2020-03-08,0.4578
"440",2020-03-09,0.4856
"441",2020-03-10,0.4605
"442",2020-03-11,0.4607
"443",2020-03-12,0.494
"444",2020-03-13,0.5211
"445",2020-03-14,0.5544
"446",2020-03-15,0.5006
"447",2020-03-16,0.4716
"448",2020-03-17,0.5075
"449",2020-03-18,0.4989
"450",2020-03-19,0.4974
"451",2020-03-20,0.5529
"452",2020-03-21,0.5848
"453",2020-03-22,0.6091
"454",2020-03-23,0.6475
"455",2020-03-24,0.6386
"456",2020-03-25,0.5249
"457",2020-03-26,0.4042
"458",2020-03-27,0.4029
"459",2020-03-28,0.4266
"460",2020-03-29,0.4474
"461",2020-03-30,0.4503
"462",2020-03-31,0.4709
"463",2020-04-01,0.4739
"464",2020-04-02,0.4482
"465",2020-04-03,0.4473
"466",2020-04-04,0.4217
"467",2020-04-05,0.4443
"468",2020-04-06,0.4215
"469",2020-04-07,0.4142
"470",2020-04-08,0.4168
"471",2020-04-09,0.3872
"472",2020-04-10,0.3699
"473",2020-04-11,0.4227
"474",2020-04-12,0.4342
"475",2020-04-13,0.4285
"476",2020-04-14,0.3956
"477",2020-04-15,0.3623
"478",2020-04-16,0.3607
"479",2020-04-17,0.3612
"480",2020-04-18,0.3739
"481",2020-04-19,0.3904
"482",2020-04-20,0.3442
"483",2020-04-21,0.3342
"484",2020-04-22,0.3896
"485",2020-04-23,0.3896
"486",2020-04-24,0.3455
"487",2020-04-25,0.313
"488",2020-04-26,0.3198
"489",2020-04-27,0.329
"490",2020-04-28,0.3219
"491",2020-04-29,0.3838
"492",2020-04-30,0.3769
"493",2020-05-01,0.3841
"494",2020-05-02,0.3681
"495",2020-05-03,0.3974
"496",2020-05-04,0.3732
"497",2020-05-05,0.3133
"498",2020-05-06,0.3077
"499",2020-05-07,0.3367
"500",2020-05-08,0.343
"501",2020-05-09,0.2903
"502",2020-05-10,0.2728
"503",2020-05-11,0.3129
"504",2020-05-12,0.3343
"505",2020-05-13,0.3521
"506",2020-05-14,0.3712
"507",2020-05-15,0.3532
"508",2020-05-16,0.3382
"509",2020-05-17,0.3589
"510",2020-05-18,0.3699
"511",2020-05-19,0.3554
"512",2020-05-20,0.3244
"513",2020-05-21,0.3306
"514",2020-05-22,0.306
"515",2020-05-23,0.3388
"516",2020-05-24,0.2948
"517",2020-05-25,0.3302
"518",2020-05-26,0.3515
"519",2020-05-27,0.3516
"520",2020-05-28,0.3693
"521",2020-05-29,0.3551
"522",2020-05-30,0.3511
"523",2020-05-31,0.3919
"524",2020-06-01,0.432
"525",2020-06-02,0.4219
"526",2020-06-03,0.3725
"527",2020-06-04,0.3212
"528",2020-06-05,0.3419
"529",2020-06-06,0.3331
"530",2020-06-07,0.3434
"531",2020-06-08,0.3645
"532",2020-06-09,0.373
"533",2020-06-10,0.4161
"534",2020-06-11,0.4061
"535",2020-06-12,0.421
"536",2020-06-13,0.3714
"537",2020-06-14,0.3316
"538",2020-06-15,0.3069
"539",2020-06-16,0.3713
"540",2020-06-17,0.36
"541",2020-06-18,0.3448
"542",2020-06-19,0.3249
"543",2020-06-20,0.3853
"544",2020-06-21,0.4322
"545",2020-06-22,0.43
"546",2020-06-23,0.4127
"547",2020-06-24,0.3942
"548",2020-06-25,0.3787
"549",2020-06-26,0.3523
"550",2020-06-27,0.3843
"551",2020-06-28,0.417
"552",2020-06-29,0.3616
"553",2020-06-30,0.3559
"554",2020-07-01,0.357
"555",2020-07-02,0.3285
"556",2020-07-03,0.3136
"557",2020-07-04,0.2965
"558",2020-07-05,0.3098
"559",2020-07-06,0.2622
"560",2020-07-07,0.2407
"561",2020-07-08,0.3762
"562",2020-07-09,0.3846
"563",2020-07-10,0.3874
"564",2020-07-11,0.4321
"565",2020-07-12,0.4814
"566",2020-07-13,0.4781
"567",2020-07-14,0.4257
"568",2020-07-15,0.4297
"569",2020-07-16,0.4872
"570",2020-07-17,0.4964
"571",2020-07-18,0.5556
"572",2020-07-19,0.5897
"573",2020-07-20,0.5925
"574",2020-07-21,0.5872
"575",2020-07-22,0.6175
"576",2020-07-23,0.6374
"577",2020-07-24,0.6336
"578",2020-07-25,0.6067
"579",2020-07-26,0.6135
"580",2020-07-27,0.6318
"581",2020-07-28,0.6418
"582",2020-07-29,0.6316
"583",2020-07-30,0.6196
"584",2020-07-31,0.6365
"585",2020-08-01,0.6952
"586",2020-08-02,0.7075
"587",2020-08-03,0.6897
"588",2020-08-04,0.6832
"589",2020-08-05,0.6393
"590",2020-08-06,0.633
"591",2020-08-07,0.6911
"592",2020-08-08,0.6957
"593",2020-08-09,0.6863
"594",2020-08-10,0.6889
"595",2020-08-11,0.6701
"596",2020-08-12,0.6522
"597",2020-08-13,0.6529
"598",2020-08-14,0.6671
"599",2020-08-15,0.6535
"600",2020-08-16,0.6112
"601",2020-08-17,0.6529
"602",2020-08-18,0.6825
"603",2020-08-19,0.6764
"604",2020-08-20,0.6794
"605",2020-08-21,0.7043
"606",2020-08-22,0.7037
"607",2020-08-23,0.66
"608",2020-08-24,0.6773
"609",2020-08-25,0.6941
"610",2020-08-26,0.6895
"611",2020-08-27,0.6681
"612",2020-08-28,0.66
"613",2020-08-29,0.6955
"614",2020-08-30,0.722
"615",2020-08-31,0.7529
"616",2020-09-01,0.7764
"617",2020-09-02,0.7705
"618",2020-09-03,0.734
"619",2020-09-04,0.6957
"620",2020-09-05,0.678
"621",2020-09-06,0.7505
"622",2020-09-07,0.747
"623",2020-09-08,0.7473
"624",2020-09-09,0.7822
"625",2020-09-10,0.786
"626",2020-09-11,0.7679
"627",2020-09-12,0.788
"628",2020-09-13,0.8062
"629",2020-09-14,0.7727
"630",2020-09-15,0.7381
"631",2020-09-16,0.7254
"632",2020-09-17,0.7274
"633",2020-09-18,0.7117
"634",2020-09-19,0.7364
"635",2020-09-20,0.7949
"636",2020-09-21,0.7856
"637",2020-09-22,0.7601
"638",2020-09-23,0.7472
"639",2020-09-24,0.6935
"640",2020-09-25,0.6916
"641",2020-09-26,0.764
"642",2020-09-27,0.7819
"643",2020-09-28,0.7686
"644",2020-09-29,0.7351
"645",2020-09-30,0.7337
"646",2020-10-01,0.6958
"647",2020-10-02,0.6595
"648",2020-10-03,0.6316
"649",2020-10-04,0.6463
"650",2020-10-05,0.6126
"651",2020-10-06,0.5985
