"","date","LTC"
"71",2019-03-06,0.18
"72",2019-03-07,0.2175
"73",2019-03-08,0.166
"74",2019-03-09,0.169
"75",2019-03-10,0.1682
"76",2019-03-11,0.1891
"77",2019-03-12,0.1908
"78",2019-03-13,0.2224
"79",2019-03-14,0.2216
"80",2019-03-15,0.2522
"81",2019-03-16,0.2805
"82",2019-03-17,0.3037
"83",2019-03-18,0.2102
"84",2019-03-19,0.2154
"85",2019-03-20,0.204
"86",2019-03-21,0.1846
"87",2019-03-22,0.1604
"88",2019-03-23,0.1888
"89",2019-03-24,0.1907
"90",2019-03-25,0.2212
"91",2019-03-26,0.2464
"92",2019-03-27,0.3053
"93",2019-03-28,0.2808
"94",2019-03-29,0.2467
"95",2019-03-30,0.2131
"96",2019-03-31,0.2442
"97",2019-04-01,0.2539
"98",2019-04-02,0.2546
"99",2019-04-03,0.2437
"100",2019-04-04,0.2578
"101",2019-04-05,0.2878
"102",2019-04-06,0.3336
"103",2019-04-07,0.2884
"104",2019-04-08,0.2991
"105",2019-04-09,0.2887
"106",2019-04-10,0.2938
"107",2019-04-11,0.2837
"108",2019-04-12,0.2852
"109",2019-04-13,0.2896
"110",2019-04-14,0.2926
"111",2019-04-15,0.2521
"112",2019-04-16,0.2903
"113",2019-04-17,0.2338
"114",2019-04-18,0.2391
"115",2019-04-19,0.275
"116",2019-04-20,0.2281
"117",2019-04-21,0.225
"118",2019-04-22,0.231
"119",2019-04-23,0.2418
"120",2019-04-24,0.2661
"121",2019-04-25,0.2472
"122",2019-04-26,0.2388
"123",2019-04-27,0.2011
"124",2019-04-28,0.2286
"125",2019-04-29,0.2464
"126",2019-04-30,0.2688
"127",2019-05-01,0.2357
"128",2019-05-02,0.2243
"129",2019-05-03,0.2178
"130",2019-05-04,0.2286
"131",2019-05-05,0.2395
"132",2019-05-06,0.2992
"133",2019-05-07,0.2449
"134",2019-05-08,0.2281
"135",2019-05-09,0.2096
"136",2019-05-10,0.212
"137",2019-05-11,0.2252
"138",2019-05-12,0.1988
"139",2019-05-13,0.187
"140",2019-05-14,0.1984
"141",2019-05-15,0.2168
"142",2019-05-16,0.2386
"143",2019-05-17,0.1866
"144",2019-05-18,0.2102
"145",2019-05-19,0.2493
"146",2019-05-20,0.2615
"147",2019-05-21,0.2243
"148",2019-05-22,0.2658
"149",2019-05-23,0.2343
"150",2019-05-24,0.2117
"151",2019-05-25,0.2313
"152",2019-05-26,0.255
"153",2019-05-27,0.2166
"154",2019-05-28,0.2138
"155",2019-05-29,0.2249
"156",2019-05-30,0.2579
"157",2019-05-31,0.2635
"158",2019-06-01,0.2852
"159",2019-06-02,0.2874
"160",2019-06-03,0.262
"161",2019-06-04,0.2575
"162",2019-06-05,0.3001
"163",2019-06-06,0.2396
"164",2019-06-07,0.2226
"165",2019-06-08,0.243
"166",2019-06-09,0.2699
"167",2019-06-10,0.2879
"168",2019-06-11,0.3371
"169",2019-06-12,0.355
"170",2019-06-13,0.351
"171",2019-06-14,0.3145
"172",2019-06-15,0.3458
"173",2019-06-16,0.2854
"174",2019-06-17,0.2859
"175",2019-06-18,0.2972
"176",2019-06-19,0.3175
"177",2019-06-20,0.2975
"178",2019-06-21,0.3088
"179",2019-06-22,0.3268
"180",2019-06-23,0.3727
"181",2019-06-24,0.3941
"182",2019-06-25,0.4074
"183",2019-06-26,0.3426
"184",2019-06-27,0.3415
"185",2019-06-28,0.3484
"186",2019-06-29,0.3373
"187",2019-06-30,0.3452
"188",2019-07-01,0.3367
"189",2019-07-02,0.3508
"190",2019-07-03,0.3845
"191",2019-07-04,0.3807
"192",2019-07-05,0.435
"193",2019-07-06,0.3622
"194",2019-07-07,0.341
"195",2019-07-08,0.3121
"196",2019-07-09,0.3243
"197",2019-07-10,0.3435
"198",2019-07-11,0.3622
"199",2019-07-12,0.3487
"200",2019-07-13,0.3693
"201",2019-07-14,0.394
"202",2019-07-15,0.4103
"203",2019-07-16,0.3575
"204",2019-07-17,0.3388
"205",2019-07-18,0.3282
"206",2019-07-19,0.3092
"207",2019-07-20,0.2803
"208",2019-07-21,0.3072
"209",2019-07-22,0.305
"210",2019-07-23,0.3093
"211",2019-07-24,0.3155
"212",2019-07-25,0.3215
"213",2019-07-26,0.2657
"214",2019-07-27,0.2803
"215",2019-07-28,0.2459
"216",2019-07-29,0.2307
"217",2019-07-30,0.2169
"218",2019-07-31,0.1947
"219",2019-08-01,0.1378
"220",2019-08-02,0.1393
"221",2019-08-03,0.151
"222",2019-08-04,0.1899
"223",2019-08-05,0.149
"224",2019-08-06,0.1382
"225",2019-08-07,0.1393
"226",2019-08-08,0.1262
"227",2019-08-09,0.108
"228",2019-08-10,0.1393
"229",2019-08-11,0.1467
"230",2019-08-12,0.1699
"231",2019-08-13,0.1828
"232",2019-08-14,0.2233
"233",2019-08-15,0.1572
"234",2019-08-16,0.1513
"235",2019-08-17,0.1562
"236",2019-08-18,0.1961
"237",2019-08-19,0.1743
"238",2019-08-20,0.1642
"239",2019-08-21,0.1695
"240",2019-08-22,0.226
"241",2019-08-23,0.2612
"242",2019-08-24,0.2968
"243",2019-08-25,0.2409
"244",2019-08-26,0.263
"245",2019-08-27,0.295
"246",2019-08-28,0.3203
"247",2019-08-29,0.3283
"248",2019-08-30,0.2942
"249",2019-08-31,0.2968
"250",2019-09-01,0.315
"251",2019-09-02,0.3097
"252",2019-09-03,0.3514
"253",2019-09-04,0.3193
"254",2019-09-05,0.3154
"255",2019-09-06,0.3
"256",2019-09-07,0.3057
"257",2019-09-08,0.3184
"258",2019-09-09,0.3364
"259",2019-09-10,0.3159
"260",2019-09-11,0.313
"261",2019-09-12,0.316
"262",2019-09-13,0.3588
"263",2019-09-14,0.3286
"264",2019-09-15,0.3404
"265",2019-09-16,0.3437
"266",2019-09-17,0.3525
"267",2019-09-18,0.3412
"268",2019-09-19,0.3701
"269",2019-09-20,0.4138
"270",2019-09-21,0.415
"271",2019-09-22,0.4125
"272",2019-09-23,0.4339
"273",2019-09-24,0.3855
"274",2019-09-25,0.3899
"275",2019-09-26,0.3847
"276",2019-09-27,0.3843
"277",2019-09-28,0.3714
"278",2019-09-29,0.3673
"279",2019-09-30,0.3536
"280",2019-10-01,0.3631
"281",2019-10-02,0.3389
"282",2019-10-03,0.3407
"283",2019-10-04,0.3089
"284",2019-10-05,0.3157
"285",2019-10-06,0.3592
"286",2019-10-07,0.3581
"287",2019-10-08,0.3344
"288",2019-10-09,0.3836
"289",2019-10-10,0.3692
"290",2019-10-11,0.3202
"291",2019-10-12,0.3123
"292",2019-10-13,0.3066
"293",2019-10-14,0.227
"294",2019-10-15,0.2032
"295",2019-10-16,0.1982
"296",2019-10-17,0.1898
"297",2019-10-18,0.1832
"298",2019-10-19,0.1666
"299",2019-10-20,0.1677
"300",2019-10-21,0.1682
"301",2019-10-22,0.1701
"302",2019-10-23,0.1711
"303",2019-10-24,0.1491
"304",2019-10-25,0.121
"305",2019-10-26,0.1161
"306",2019-10-27,0.1
"307",2019-10-28,0.0994
"308",2019-10-29,0.0964999999999999
"309",2019-10-30,0.1077
"310",2019-10-31,0.1108
"311",2019-11-01,0.1402
"312",2019-11-02,0.1459
"313",2019-11-03,0.1626
"314",2019-11-04,0.1302
"315",2019-11-05,0.1399
"316",2019-11-06,0.1701
"317",2019-11-07,0.2061
"318",2019-11-08,0.2158
"319",2019-11-09,0.2388
"320",2019-11-10,0.2444
"321",2019-11-11,0.2537
"322",2019-11-12,0.2644
"323",2019-11-13,0.2642
"324",2019-11-14,0.2802
"325",2019-11-15,0.2918
"326",2019-11-16,0.2817
"327",2019-11-17,0.2922
"328",2019-11-18,0.2959
"329",2019-11-19,0.314
"330",2019-11-20,0.3177
"331",2019-11-21,0.3173
"332",2019-11-22,0.3056
"333",2019-11-23,0.3219
"334",2019-11-24,0.3454
"335",2019-11-25,0.362
"336",2019-11-26,0.3513
"337",2019-11-27,0.3415
"338",2019-11-28,0.328
"339",2019-11-29,0.3165
"340",2019-11-30,0.3002
"341",2019-12-01,0.3114
"342",2019-12-02,0.2941
"343",2019-12-03,0.3007
"344",2019-12-04,0.3061
"345",2019-12-05,0.319
"346",2019-12-06,0.3232
"347",2019-12-07,0.3159
"348",2019-12-08,0.3105
"349",2019-12-09,0.3166
"350",2019-12-10,0.3061
"351",2019-12-11,0.3137
"352",2019-12-12,0.3246
"353",2019-12-13,0.3341
"354",2019-12-14,0.3279
"355",2019-12-15,0.3442
"356",2019-12-16,0.3046
"357",2019-12-17,0.3142
"358",2019-12-18,0.3222
"359",2019-12-19,0.3253
"360",2019-12-20,0.3289
"361",2019-12-21,0.3312
"362",2019-12-22,0.3272
"363",2019-12-23,0.3487
"364",2019-12-24,0.3357
"365",2019-12-25,0.3501
"366",2019-12-26,0.3246
"367",2019-12-27,0.3182
"368",2019-12-28,0.2951
"369",2019-12-29,0.2987
"370",2019-12-30,0.308
"371",2019-12-31,0.3323
"372",2020-01-01,0.3413
"373",2020-01-02,0.3423
"374",2020-01-03,0.3313
"375",2020-01-04,0.341
"376",2020-01-05,0.3311
"377",2020-01-06,0.3383
"378",2020-01-07,0.3198
"379",2020-01-08,0.3465
"380",2020-01-09,0.3106
"381",2020-01-10,0.3151
"382",2020-01-11,0.3177
"383",2020-01-12,0.3169
"384",2020-01-13,0.3183
"385",2020-01-14,0.3391
"386",2020-01-15,0.3029
"387",2020-01-16,0.2981
"388",2020-01-17,0.2995
"389",2020-01-18,0.314
"390",2020-01-19,0.3172
"391",2020-01-20,0.3154
"392",2020-01-21,0.2869
"393",2020-01-22,0.2911
"394",2020-01-23,0.2856
"395",2020-01-24,0.3113
"396",2020-01-25,0.3012
"397",2020-01-26,0.2796
"398",2020-01-27,0.2677
"399",2020-01-28,0.2777
"400",2020-01-29,0.2869
"401",2020-01-30,0.2975
"402",2020-01-31,0.2876
"403",2020-02-01,0.2728
"404",2020-02-02,0.2372
"405",2020-02-03,0.2519
"406",2020-02-04,0.2511
"407",2020-02-05,0.2723
"408",2020-02-06,0.2523
"409",2020-02-07,0.2683
"410",2020-02-08,0.2573
"411",2020-02-09,0.2747
"412",2020-02-10,0.2524
"413",2020-02-11,0.2568
"414",2020-02-12,0.271
"415",2020-02-13,0.3006
"416",2020-02-14,0.2699
"417",2020-02-15,0.2443
"418",2020-02-16,0.244
"419",2020-02-17,0.2299
"420",2020-02-18,0.2206
"421",2020-02-19,0.2454
"422",2020-02-20,0.232
"423",2020-02-21,0.2594
"424",2020-02-22,0.263
"425",2020-02-23,0.2933
"426",2020-02-24,0.2913
"427",2020-02-25,0.281
"428",2020-02-26,0.2712
"429",2020-02-27,0.3145
"430",2020-02-28,0.307
"431",2020-02-29,0.2765
"432",2020-03-01,0.2581
"433",2020-03-02,0.2498
"434",2020-03-03,0.2633
"435",2020-03-04,0.2855
"436",2020-03-05,0.2559
"437",2020-03-06,0.2768
"438",2020-03-07,0.2722
"439",2020-03-08,0.2918
"440",2020-03-09,0.2783
"441",2020-03-10,0.2683
"442",2020-03-11,0.2621
"443",2020-03-12,0.3017
"444",2020-03-13,0.2746
"445",2020-03-14,0.2657
"446",2020-03-15,0.2443
"447",2020-03-16,0.2356
"448",2020-03-17,0.2465
"449",2020-03-18,0.2675
"450",2020-03-19,0.26
"451",2020-03-20,0.2982
"452",2020-03-21,0.2805
"453",2020-03-22,0.2854
"454",2020-03-23,0.3016
"455",2020-03-24,0.2998
"456",2020-03-25,0.2578
"457",2020-03-26,0.2085
"458",2020-03-27,0.2373
"459",2020-03-28,0.2426
"460",2020-03-29,0.2354
"461",2020-03-30,0.2457
"462",2020-03-31,0.2437
"463",2020-04-01,0.2789
"464",2020-04-02,0.2325
"465",2020-04-03,0.2396
"466",2020-04-04,0.2106
"467",2020-04-05,0.2543
"468",2020-04-06,0.2328
"469",2020-04-07,0.223
"470",2020-04-08,0.2459
"471",2020-04-09,0.2433
"472",2020-04-10,0.22
"473",2020-04-11,0.2739
"474",2020-04-12,0.2797
"475",2020-04-13,0.2722
"476",2020-04-14,0.2149
"477",2020-04-15,0.1893
"478",2020-04-16,0.1775
"479",2020-04-17,0.1882
"480",2020-04-18,0.2088
"481",2020-04-19,0.2279
"482",2020-04-20,0.1734
"483",2020-04-21,0.1761
"484",2020-04-22,0.1955
"485",2020-04-23,0.1969
"486",2020-04-24,0.1732
"487",2020-04-25,0.1753
"488",2020-04-26,0.1682
"489",2020-04-27,0.1597
"490",2020-04-28,0.1705
"491",2020-04-29,0.2217
"492",2020-04-30,0.1951
"493",2020-05-01,0.2016
"494",2020-05-02,0.1811
"495",2020-05-03,0.1973
"496",2020-05-04,0.1585
"497",2020-05-05,0.1757
"498",2020-05-06,0.1741
"499",2020-05-07,0.1938
"500",2020-05-08,0.199
"501",2020-05-09,0.1725
"502",2020-05-10,0.1359
"503",2020-05-11,0.1915
"504",2020-05-12,0.2104
"505",2020-05-13,0.2223
"506",2020-05-14,0.2294
"507",2020-05-15,0.2146
"508",2020-05-16,0.184
"509",2020-05-17,0.2119
"510",2020-05-18,0.2186
"511",2020-05-19,0.222
"512",2020-05-20,0.1828
"513",2020-05-21,0.1864
"514",2020-05-22,0.203
"515",2020-05-23,0.2336
"516",2020-05-24,0.2033
"517",2020-05-25,0.2304
"518",2020-05-26,0.2204
"519",2020-05-27,0.2385
"520",2020-05-28,0.2358
"521",2020-05-29,0.2077
"522",2020-05-30,0.1629
"523",2020-05-31,0.208
"524",2020-06-01,0.1964
"525",2020-06-02,0.1981
"526",2020-06-03,0.1767
"527",2020-06-04,0.1712
"528",2020-06-05,0.1638
"529",2020-06-06,0.1317
"530",2020-06-07,0.1459
"531",2020-06-08,0.1684
"532",2020-06-09,0.1354
"533",2020-06-10,0.2022
"534",2020-06-11,0.1759
"535",2020-06-12,0.181
"536",2020-06-13,0.1398
"537",2020-06-14,0.1459
"538",2020-06-15,0.1238
"539",2020-06-16,0.1745
"540",2020-06-17,0.1588
"541",2020-06-18,0.1612
"542",2020-06-19,0.138
"543",2020-06-20,0.1821
"544",2020-06-21,0.2017
"545",2020-06-22,0.2023
"546",2020-06-23,0.1674
"547",2020-06-24,0.1712
"548",2020-06-25,0.1594
"549",2020-06-26,0.1452
"550",2020-06-27,0.1445
"551",2020-06-28,0.1748
"552",2020-06-29,0.1495
"553",2020-06-30,0.1702
"554",2020-07-01,0.1606
"555",2020-07-02,0.1609
"556",2020-07-03,0.1711
"557",2020-07-04,0.1852
"558",2020-07-05,0.1953
"559",2020-07-06,0.1703
"560",2020-07-07,0.133
"561",2020-07-08,0.1481
"562",2020-07-09,0.0811999999999999
"563",2020-07-10,0.1461
"564",2020-07-11,0.132
"565",2020-07-12,0.1447
"566",2020-07-13,0.1289
"567",2020-07-14,0.0968
"568",2020-07-15,0.0914
"569",2020-07-16,0.1169
"570",2020-07-17,0.1142
"571",2020-07-18,0.1132
"572",2020-07-19,0.1147
"573",2020-07-20,0.1283
"574",2020-07-21,0.1067
"575",2020-07-22,0.1243
"576",2020-07-23,0.0932999999999999
"577",2020-07-24,0.0843
"578",2020-07-25,0.0849
"579",2020-07-26,0.1093
"580",2020-07-27,0.1044
"581",2020-07-28,0.0838
"582",2020-07-29,0.0657
"583",2020-07-30,0.0937
"584",2020-07-31,0.0871999999999999
"585",2020-08-01,0.0783
"586",2020-08-02,0.0775
"587",2020-08-03,0.1039
"588",2020-08-04,0.1042
"589",2020-08-05,0.1114
"590",2020-08-06,0.1105
"591",2020-08-07,0.0992999999999999
"592",2020-08-08,0.0609999999999999
"593",2020-08-09,0.0948000000000001
"594",2020-08-10,0.1212
"595",2020-08-11,0.1473
"596",2020-08-12,0.1328
"597",2020-08-13,0.1125
"598",2020-08-14,0.0884999999999999
"599",2020-08-15,0.1042
"600",2020-08-16,0.1172
"601",2020-08-17,0.1307
"602",2020-08-18,0.1052
"603",2020-08-19,0.1502
"604",2020-08-20,0.1264
"605",2020-08-21,0.1776
"606",2020-08-22,0.1595
"607",2020-08-23,0.1651
"608",2020-08-24,0.2018
"609",2020-08-25,0.181
"610",2020-08-26,0.1782
"611",2020-08-27,0.1868
"612",2020-08-28,0.1608
"613",2020-08-29,0.2
"614",2020-08-30,0.2109
"615",2020-08-31,0.1996
"616",2020-09-01,0.2297
"617",2020-09-02,0.2417
"618",2020-09-03,0.2428
"619",2020-09-04,0.2458
"620",2020-09-05,0.2209
"621",2020-09-06,0.2547
"622",2020-09-07,0.188
"623",2020-09-08,0.2598
"624",2020-09-09,0.2527
"625",2020-09-10,0.2102
"626",2020-09-11,0.1741
"627",2020-09-12,0.2033
"628",2020-09-13,0.2137
"629",2020-09-14,0.2216
"630",2020-09-15,0.228
"631",2020-09-16,0.2018
"632",2020-09-17,0.1788
"633",2020-09-18,0.1669
"634",2020-09-19,0.1774
"635",2020-09-20,0.195
"636",2020-09-21,0.1622
"637",2020-09-22,0.1227
"638",2020-09-23,0.1381
"639",2020-09-24,0.1077
"640",2020-09-25,0.1058
"641",2020-09-26,0.1188
"642",2020-09-27,0.0982999999999999
"643",2020-09-28,0.1571
"644",2020-09-29,0.1359
"645",2020-09-30,0.1341
"646",2020-10-01,0.085
"647",2020-10-02,0.095
"648",2020-10-03,0.0574
"649",2020-10-04,0.0769000000000001
"650",2020-10-05,0.0804
"651",2020-10-06,0.076
"652",2020-10-07,0.0566
"653",2020-10-08,0.0992000000000001
"654",2020-10-09,0.1138
"655",2020-10-10,0.0942
"656",2020-10-11,0.0956
"657",2020-10-12,0.0796
"658",2020-10-13,0.0564
"659",2020-10-14,0.0770000000000001
"660",2020-10-15,0.111
"661",2020-10-16,0.0915
"662",2020-10-17,0.0673
"663",2020-10-18,0.1033
"664",2020-10-19,0.0888
"665",2020-10-20,0.0871000000000001
"666",2020-10-21,0.0783
"667",2020-10-22,0.0915
"668",2020-10-23,0.1044
"669",2020-10-24,0.1001
"670",2020-10-25,0.0975
"671",2020-10-26,0.1221
"672",2020-10-27,0.0904
"673",2020-10-28,0.1216
"674",2020-10-29,0.1052
"675",2020-10-30,0.109
"676",2020-10-31,0.0999
"677",2020-11-01,0.1297
"678",2020-11-02,0.1419
"679",2020-11-03,0.149
"680",2020-11-04,0.1436
"681",2020-11-05,0.1064
"682",2020-11-06,0.0821999999999999
"683",2020-11-07,0.1308
"684",2020-11-08,0.1382
"685",2020-11-09,0.1266
"686",2020-11-10,0.1263
"687",2020-11-11,0.1336
"688",2020-11-12,0.1317
"689",2020-11-13,0.1455
"690",2020-11-14,0.1496
"691",2020-11-15,0.1877
"692",2020-11-16,0.1659
"693",2020-11-17,0.2026
"694",2020-11-18,0.1926
"695",2020-11-19,0.2141
"696",2020-11-20,0.1881
"697",2020-11-21,0.1609
"698",2020-11-22,0.2075
"699",2020-11-23,0.2356
"700",2020-11-24,0.2421
"701",2020-11-25,0.266
"702",2020-11-26,0.2305
"703",2020-11-27,0.2411
"704",2020-11-28,0.2653
"705",2020-11-29,0.2779
"706",2020-11-30,0.2686
"707",2020-12-01,0.3019
"708",2020-12-02,0.3016
"709",2020-12-03,0.2945
"710",2020-12-04,0.2959
"711",2020-12-05,0.2932
"712",2020-12-06,0.2884
"713",2020-12-07,0.3244
"714",2020-12-08,0.3042
"715",2020-12-09,0.2903
"716",2020-12-10,0.2677
"717",2020-12-11,0.2437
"718",2020-12-12,0.2213
"719",2020-12-13,0.2324
"720",2020-12-14,0.2266
"721",2020-12-15,0.1828
"722",2020-12-16,0.1588
"723",2020-12-17,0.1739
"724",2020-12-18,0.1548
"725",2020-12-19,0.1542
"726",2020-12-20,0.158
"727",2020-12-21,0.1274
"728",2020-12-22,0.1351
"729",2020-12-23,0.1023
"730",2020-12-24,0.0593
"731",2020-12-25,0.0739000000000001
"732",2020-12-26,0.0498
"733",2020-12-27,0.0894
"734",2020-12-28,0.0867
"735",2020-12-29,0.0634
"736",2020-12-30,0.0447
"737",2020-12-31,0.0427000000000001
"738",2021-01-01,0.0669
"739",2021-01-02,0.0734
"740",2021-01-03,0.0901
"741",2021-01-04,0.0821999999999999
"742",2021-01-05,0.0633
"743",2021-01-06,0.1115
"744",2021-01-07,0.1099
"745",2021-01-08,0.0835
"746",2021-01-09,0.0817
"747",2021-01-10,0.0878
"748",2021-01-11,0.1011
"749",2021-01-12,0.1144
"750",2021-01-13,0.1127
"751",2021-01-14,0.1004
"752",2021-01-15,0.0855
"753",2021-01-16,0.1069
"754",2021-01-17,0.101
"755",2021-01-18,0.1421
"756",2021-01-19,0.1415
"757",2021-01-20,0.1495
"758",2021-01-21,0.1754
"759",2021-01-22,0.1839
"760",2021-01-23,0.1975
"761",2021-01-24,0.1994
"762",2021-01-25,0.1757
"763",2021-01-26,0.1855
"764",2021-01-27,0.2143
"765",2021-01-28,0.188
"766",2021-01-29,0.1713
"767",2021-01-30,0.1769
"768",2021-01-31,0.1786
"769",2021-02-01,0.1582
"770",2021-02-02,0.1644
"771",2021-02-03,0.175
"772",2021-02-04,0.1468
"773",2021-02-05,0.1862
"774",2021-02-06,0.1868
"775",2021-02-07,0.1669
"776",2021-02-08,0.1645
"777",2021-02-09,0.1851
"778",2021-02-10,0.1839
"779",2021-02-11,0.1872
"780",2021-02-12,0.188
"781",2021-02-13,0.1935
"782",2021-02-14,0.1883
"783",2021-02-15,0.2229
"784",2021-02-16,0.2356
"785",2021-02-17,0.2566
"786",2021-02-18,0.2788
"787",2021-02-19,0.2887
"788",2021-02-20,0.3462
"789",2021-02-21,0.3677
"790",2021-02-22,0.394
"791",2021-02-23,0.3861
"792",2021-02-24,0.3889
"793",2021-02-25,0.4101
"794",2021-02-26,0.4367
"795",2021-02-27,0.4502
"796",2021-02-28,0.4721
"797",2021-03-01,0.5014
"798",2021-03-02,0.4787
"799",2021-03-03,0.4549
"800",2021-03-04,0.4264
"801",2021-03-05,0.3688
"802",2021-03-06,0.2914
"803",2021-03-07,0.2994
"804",2021-03-08,0.2927
"805",2021-03-09,0.2748
"806",2021-03-10,0.2765
"807",2021-03-11,0.2464
"808",2021-03-12,0.2521
"809",2021-03-13,0.2417
"810",2021-03-14,0.2552
"811",2021-03-15,0.2554
"812",2021-03-16,0.2587
"813",2021-03-17,0.2468
"814",2021-03-18,0.2421
"815",2021-03-19,0.2547
"816",2021-03-20,0.2625
"817",2021-03-21,0.2451
"818",2021-03-22,0.2589
"819",2021-03-23,0.2508
"820",2021-03-24,0.2174
"821",2021-03-25,0.2274
"822",2021-03-26,0.2337
"823",2021-03-27,0.2337
"824",2021-03-28,0.2399
"825",2021-03-29,0.225
"826",2021-03-30,0.1957
"827",2021-03-31,0.1855
"828",2021-04-01,0.2086
"829",2021-04-02,0.2227
"830",2021-04-03,0.229
"831",2021-04-04,0.2204
"832",2021-04-05,0.2221
"833",2021-04-06,0.2407
"834",2021-04-07,0.2334
"835",2021-04-08,0.1887
"836",2021-04-09,0.1876
"837",2021-04-10,0.1754
"838",2021-04-11,0.1837
"839",2021-04-12,0.1763
"840",2021-04-13,0.1707
"841",2021-04-14,0.1651
"842",2021-04-15,0.1539
"843",2021-04-16,0.1478
"844",2021-04-17,0.141
"845",2021-04-18,0.1393
"846",2021-04-19,0.1215
"847",2021-04-20,0.1126
"848",2021-04-21,0.1385
"849",2021-04-22,0.1409
"850",2021-04-23,0.1255
"851",2021-04-24,0.127
"852",2021-04-25,0.149
"853",2021-04-26,0.1594
"854",2021-04-27,0.1832
"855",2021-04-28,0.1954
"856",2021-04-29,0.2012
"857",2021-04-30,0.2207
"858",2021-05-01,0.2621
"859",2021-05-02,0.2566
"860",2021-05-03,0.2644
"861",2021-05-04,0.2747
"862",2021-05-05,0.2817
"863",2021-05-06,0.2908
"864",2021-05-07,0.2835
"865",2021-05-08,0.2874
"866",2021-05-09,0.3146
"867",2021-05-10,0.3238
"868",2021-05-11,0.3487
"869",2021-05-12,0.3597
"870",2021-05-13,0.3803
"871",2021-05-14,0.3656
"872",2021-05-15,0.3722
"873",2021-05-16,0.3669
"874",2021-05-17,0.3749
"875",2021-05-18,0.3768
"876",2021-05-19,0.4139
"877",2021-05-20,0.4069
"878",2021-05-21,0.4526
"879",2021-05-22,0.4761
"880",2021-05-23,0.5053
"881",2021-05-24,0.5754
"882",2021-05-25,0.5708
"883",2021-05-26,0.5881
"884",2021-05-27,0.5964
"885",2021-05-28,0.5954
"886",2021-05-29,0.5907
"887",2021-05-30,0.5753
"888",2021-05-31,0.5772
"889",2021-06-01,0.5508
"890",2021-06-02,0.5318
"891",2021-06-03,0.5282
"892",2021-06-04,0.5306
"893",2021-06-05,0.5775
"894",2021-06-06,0.5932
"895",2021-06-07,0.53
"896",2021-06-08,0.5234
"897",2021-06-09,0.4678
"898",2021-06-10,0.4606
"899",2021-06-11,0.4228
"900",2021-06-12,0.4346
"901",2021-06-13,0.4088
"902",2021-06-14,0.4197
"903",2021-06-15,0.4141
"904",2021-06-16,0.3796
"905",2021-06-17,0.3533
"906",2021-06-18,0.3712
"907",2021-06-19,0.375
"908",2021-06-20,0.3889
"909",2021-06-21,0.3929
"910",2021-06-22,0.3565
"911",2021-06-23,0.3282
"912",2021-06-24,0.314
"913",2021-06-25,0.3243
"914",2021-06-26,0.3465
"915",2021-06-27,0.332
"916",2021-06-28,0.2959
"917",2021-06-29,0.2965
"918",2021-06-30,0.3371
"919",2021-07-01,0.3183
"920",2021-07-02,0.3313
"921",2021-07-03,0.3152
"922",2021-07-04,0.3117
"923",2021-07-05,0.3242
"924",2021-07-06,0.3236
"925",2021-07-07,0.2951
"926",2021-07-08,0.2965
"927",2021-07-09,0.2836
"928",2021-07-10,0.3277
"929",2021-07-11,0.3381
"930",2021-07-12,0.3311
"931",2021-07-13,0.3044
"932",2021-07-14,0.3289
"933",2021-07-15,0.3228
"934",2021-07-16,0.33
