"","date","GOLD"
"936",2023-02-24,0.1757
"937",2023-02-27,0.194
"938",2023-02-28,0.2084
"939",2023-03-01,0.1945
"940",2023-03-02,0.1837
"941",2023-03-03,0.1819
"942",2023-03-06,0.2
"943",2023-03-07,0.184
"944",2023-03-08,0.1594
"945",2023-03-09,0.1776
"946",2023-03-10,0.2141
"947",2023-03-13,0.2063
"948",2023-03-14,0.2009
"949",2023-03-15,0.2115
"950",2023-03-16,0.195
"951",2023-03-17,0.1906
"952",2023-03-20,0.2085
"953",2023-03-21,0.2291
"954",2023-03-22,0.2052
"955",2023-03-23,0.2077
"956",2023-03-24,0.195
"957",2023-03-27,0.2258
"958",2023-03-28,0.2063
"959",2023-03-29,0.2276
"960",2023-03-30,0.2376
"961",2023-03-31,0.2274
"962",2023-04-03,0.2475
"963",2023-04-04,0.2428
"964",2023-04-05,0.2222
"965",2023-04-06,0.2367
"966",2023-04-10,0.2306
"967",2023-04-11,0.2485
"968",2023-04-12,0.251
"969",2023-04-13,0.2085
"970",2023-04-14,0.2133
"971",2023-04-17,0.2085
"972",2023-04-18,0.2125
"973",2023-04-19,0.2146
"974",2023-04-20,0.1828
"975",2023-04-21,0.1905
"976",2023-04-24,0.1631
"977",2023-04-25,0.1811
"978",2023-04-26,0.1572
"979",2023-04-27,0.159
"980",2023-04-28,0.1436
"981",2023-05-01,0.1825
"982",2023-05-02,0.2105
"983",2023-05-03,0.2022
"984",2023-05-04,0.1795
"985",2023-05-05,0.1787
"986",2023-05-08,0.1759
"987",2023-05-09,0.195
"988",2023-05-10,0.1945
"989",2023-05-11,0.2031
"990",2023-05-12,0.2048
"991",2023-05-15,0.1668
"992",2023-05-16,0.198
"993",2023-05-17,0.2179
"994",2023-05-18,0.1804
"995",2023-05-19,0.1802
"996",2023-05-22,0.1851
"997",2023-05-23,0.2175
"998",2023-05-24,0.2047
"999",2023-05-25,0.1937
"1000",2023-05-26,0.1952
"1001",2023-05-30,0.2241
"1002",2023-05-31,0.2122
"1003",2023-06-01,0.2158
"1004",2023-06-02,0.1834
"1005",2023-06-05,0.1737
"1006",2023-06-06,0.1787
"1007",2023-06-07,0.1912
"1008",2023-06-08,0.1923
"1009",2023-06-09,0.207
"1010",2023-06-12,0.2094
"1011",2023-06-13,0.2055
"1012",2023-06-14,0.2393
"1013",2023-06-15,0.2084
"1014",2023-06-16,0.187
"1015",2023-06-20,0.208
"1016",2023-06-21,0.1877
"1017",2023-06-22,0.1993
"1018",2023-06-23,0.1857
"1019",2023-06-26,0.1938
"1020",2023-06-27,0.1848
"1021",2023-06-28,0.1769
"1022",2023-06-29,0.2122
