"","date","WTI"
"129",2019-12-10,0.152
"130",2019-12-11,0.1569
"131",2019-12-12,0.1329
"132",2019-12-13,0.142
"133",2019-12-16,0.1377
"134",2019-12-17,0.1417
"135",2019-12-18,0.1422
"136",2019-12-19,0.1512
"137",2019-12-20,0.1614
"138",2019-12-23,0.1652
"139",2019-12-24,0.1554
"140",2019-12-26,0.1708
"141",2019-12-27,0.163
"142",2019-12-30,0.1727
"143",2019-12-31,0.1838
"144",2020-01-02,0.1822
"145",2020-01-03,0.1724
"146",2020-01-06,0.1633
"147",2020-01-07,0.156
"148",2020-01-08,0.1537
"149",2020-01-09,0.1604
"150",2020-01-10,0.1695
"151",2020-01-13,0.1489
"152",2020-01-14,0.1448
"153",2020-01-15,0.1391
"154",2020-01-16,0.1462
"155",2020-01-17,0.1361
"156",2020-01-21,0.1397
"157",2020-01-22,0.1233
"158",2020-01-23,0.1308
"159",2020-01-24,0.1313
"160",2020-01-27,0.1241
"161",2020-01-28,0.1057
"162",2020-01-29,0.1175
"163",2020-01-30,0.1218
"164",2020-01-31,0.1203
"165",2020-02-03,0.1265
"166",2020-02-04,0.131
"167",2020-02-05,0.1127
"168",2020-02-06,0.1247
"169",2020-02-07,0.1429
"170",2020-02-10,0.1509
"171",2020-02-11,0.1443
"172",2020-02-12,0.1533
"173",2020-02-13,0.161
"174",2020-02-14,0.1895
"175",2020-02-18,0.1946
"176",2020-02-19,0.2061
"177",2020-02-20,0.2168
"178",2020-02-21,0.2135
"179",2020-02-24,0.2179
"180",2020-02-25,0.227
"181",2020-02-26,0.2032
"182",2020-02-27,0.1829
"183",2020-02-28,0.1576
"184",2020-03-02,0.1465
"185",2020-03-03,0.1451
"186",2020-03-04,0.1462
"187",2020-03-05,0.1344
"188",2020-03-06,0.1271
"189",2020-03-09,0.1328
"190",2020-03-10,0.1234
"191",2020-03-11,0.0999
"192",2020-03-12,0.1048
"193",2020-03-13,0.0927
"194",2020-03-16,0.0999
"195",2020-03-17,0.0924
"196",2020-03-18,0.0826
"197",2020-03-19,0.1293
"198",2020-03-20,0.1669
"199",2020-03-23,0.1722
"200",2020-03-24,0.1849
"201",2020-03-25,0.1824
"202",2020-03-26,0.1782
"203",2020-03-27,0.1712
"204",2020-03-30,0.1781
"205",2020-03-31,0.1939
"206",2020-04-01,0.2036
"207",2020-04-02,0.2394
"208",2020-04-03,0.2459
"209",2020-04-06,0.2444
"210",2020-04-07,0.2268
"211",2020-04-08,0.1916
"212",2020-04-09,0.1885
"213",2020-04-13,0.2006
"214",2020-04-14,0.1769
"215",2020-04-15,0.1743
"216",2020-04-16,0.1948
"217",2020-04-17,0.2153
"218",2020-04-20,0.2199
"219",2020-04-21,0.2503
"220",2020-04-22,0.2397
"221",2020-04-23,0.2539
"222",2020-04-24,0.2716
"223",2020-04-27,0.2413
"224",2020-04-28,0.2338
"225",2020-04-29,0.2163
"226",2020-04-30,0.1847
"227",2020-05-01,0.1951
"228",2020-05-04,0.2024
"229",2020-05-05,0.2019
"230",2020-05-06,0.1849
"231",2020-05-07,0.1467
"232",2020-05-08,0.1378
"233",2020-05-11,0.1434
"234",2020-05-12,0.166
"235",2020-05-13,0.1776
"236",2020-05-14,0.168
"237",2020-05-15,0.1769
"238",2020-05-18,0.1832
"239",2020-05-19,0.1808
"240",2020-05-20,0.167
"241",2020-05-21,0.1406
"242",2020-05-22,0.1081
"243",2020-05-26,0.0774
"244",2020-05-27,0.0401
"245",2020-05-28,0.071
"246",2020-05-29,0.0633
"247",2020-06-01,0.0518
"248",2020-06-02,0.0405
"249",2020-06-03,0.0639999999999999
"250",2020-06-04,0.0468000000000001
"251",2020-06-05,0.0482
"252",2020-06-08,0.0435
"253",2020-06-09,0.0425
"254",2020-06-10,0.0477
"255",2020-06-11,0.0471999999999999
"256",2020-06-12,0.0479000000000001
"257",2020-06-15,0.0625
"258",2020-06-16,0.0846
"259",2020-06-17,0.0741000000000001
"260",2020-06-18,0.0760999999999999
"261",2020-06-19,0.0702
"262",2020-06-22,0.055
"263",2020-06-23,0.0513
"264",2020-06-24,0.0494
"265",2020-06-25,0.0469000000000001
"266",2020-06-26,0.0641999999999999
"267",2020-06-29,0.0666
"268",2020-06-30,0.0725
"269",2020-07-01,0.0673
"270",2020-07-02,0.0695
"271",2020-07-06,0.074
"272",2020-07-07,0.1051
"273",2020-07-08,0.1174
"274",2020-07-09,0.1241
"275",2020-07-10,0.1105
"276",2020-07-13,0.1041
"277",2020-07-14,0.1092
"278",2020-07-15,0.1044
"279",2020-07-16,0.1016
"280",2020-07-17,0.0891999999999999
"281",2020-07-20,0.0852999999999999
"282",2020-07-21,0.0998
"283",2020-07-22,0.0959
"284",2020-07-23,0.0962000000000001
"285",2020-07-24,0.1119
"286",2020-07-27,0.0993000000000001
"287",2020-07-28,0.1078
"288",2020-07-29,0.1152
"289",2020-07-30,0.1093
"290",2020-07-31,0.0952999999999999
"291",2020-08-03,0.0988
"292",2020-08-04,0.0948
"293",2020-08-05,0.1092
"294",2020-08-06,0.1148
"295",2020-08-07,0.0931999999999999
"296",2020-08-10,0.0769
"297",2020-08-11,0.0838
"298",2020-08-12,0.0754
"299",2020-08-13,0.0613
"300",2020-08-14,0.0542
"301",2020-08-17,0.0452
"302",2020-08-18,0.0535
"303",2020-08-19,0.0432
"304",2020-08-20,0.0653
"305",2020-08-21,0.1362
"306",2020-08-24,0.1562
"307",2020-08-25,0.1641
"308",2020-08-26,0.1595
"309",2020-08-27,0.1422
"310",2020-08-28,0.1242
"311",2020-08-31,0.1159
"312",2020-09-01,0.1029
"313",2020-09-02,0.0802
"314",2020-09-03,0.0659
"315",2020-09-04,0.0948
"316",2020-09-08,0.0750999999999999
"317",2020-09-09,0.0929
"318",2020-09-10,0.1034
"319",2020-09-11,0.1176
"320",2020-09-14,0.1242
"321",2020-09-15,0.1196
"322",2020-09-16,0.0982
"323",2020-09-17,0.0975
"324",2020-09-18,0.1108
"325",2020-09-21,0.0897
"326",2020-09-22,0.0759
"327",2020-09-23,0.0900000000000001
"328",2020-09-24,0.0837
"329",2020-09-25,0.0833
"330",2020-09-28,0.0649
"331",2020-09-29,0.0409999999999999
"332",2020-09-30,0.0369999999999999
"333",2020-10-01,0.0455000000000001
"334",2020-10-02,0.0572
"335",2020-10-05,0.0639
"336",2020-10-06,0.0752999999999999
"337",2020-10-07,0.0739
"338",2020-10-08,0.0768
"339",2020-10-09,0.0793
"340",2020-10-12,0.1052
"341",2020-10-13,0.1114
"342",2020-10-14,0.1196
"343",2020-10-15,0.1276
"344",2020-10-16,0.126
"345",2020-10-19,0.1211
"346",2020-10-20,0.137
"347",2020-10-21,0.1234
"348",2020-10-22,0.1125
"349",2020-10-23,0.0921000000000001
"350",2020-10-26,0.0877
"351",2020-10-27,0.0834
"352",2020-10-28,0.0907
"353",2020-10-29,0.0874
"354",2020-10-30,0.0840000000000001
"355",2020-11-02,0.0780000000000001
"356",2020-11-03,0.0874999999999999
"357",2020-11-04,0.0750999999999999
"358",2020-11-05,0.1015
"359",2020-11-06,0.0967
"360",2020-11-09,0.087
"361",2020-11-10,0.0857
"362",2020-11-11,0.069
"363",2020-11-12,0.0627000000000001
"364",2020-11-13,0.0578
"365",2020-11-16,0.0489999999999999
"366",2020-11-17,0.0496
"367",2020-11-18,0.0507
"368",2020-11-19,0.0457
"369",2020-11-20,0.046
"370",2020-11-23,0.0448000000000001
"371",2020-11-24,0.0421
"372",2020-11-25,0.0376
"373",2020-11-27,0.0425
"374",2020-11-30,0.0463
"375",2020-12-01,0.0345000000000001
"376",2020-12-02,0.0404
"377",2020-12-03,0.0554
"378",2020-12-04,0.0649999999999999
"379",2020-12-07,0.0634
"380",2020-12-08,0.0506000000000001
"381",2020-12-09,0.0609
"382",2020-12-10,0.0512
"383",2020-12-11,0.045
"384",2020-12-14,0.0474
"385",2020-12-15,0.0362
"386",2020-12-16,0.0288
"387",2020-12-17,0.0323
"388",2020-12-18,0.0344
"389",2020-12-21,0.0592
"390",2020-12-22,0.0609999999999999
"391",2020-12-23,0.0546
"392",2020-12-24,0.0700999999999999
"393",2020-12-28,0.0748
"394",2020-12-29,0.0601
"395",2020-12-30,0.0633
"396",2020-12-31,0.0527
"397",2021-01-04,0.0508999999999999
"398",2021-01-05,0.0489999999999999
"399",2021-01-06,0.0707
"400",2021-01-07,0.0627
"401",2021-01-08,0.0626
"402",2021-01-11,0.0704
"403",2021-01-12,0.0831999999999999
"404",2021-01-13,0.0951000000000001
"405",2021-01-14,0.1243
"406",2021-01-15,0.1019
"407",2021-01-19,0.1085
"408",2021-01-20,0.1077
"409",2021-01-21,0.1139
"410",2021-01-22,0.099
"411",2021-01-25,0.0995
"412",2021-01-26,0.0912000000000001
"413",2021-01-27,0.0921
"414",2021-01-28,0.1281
"415",2021-01-29,0.1512
"416",2021-02-01,0.1403
"417",2021-02-02,0.1719
"418",2021-02-03,0.1597
"419",2021-02-04,0.1458
"420",2021-02-05,0.1348
"421",2021-02-08,0.1251
"422",2021-02-09,0.1122
"423",2021-02-10,0.1087
"424",2021-02-11,0.0992999999999999
"425",2021-02-12,0.1223
"426",2021-02-16,0.1245
"427",2021-02-17,0.1419
"428",2021-02-18,0.1326
"429",2021-02-19,0.1005
"430",2021-02-22,0.0560999999999999
"431",2021-02-23,0.0353
"432",2021-02-24,0.0356000000000001
"433",2021-02-25,0.0417999999999999
"434",2021-02-26,0.0408000000000001
"435",2021-03-01,0.0384
"436",2021-03-02,0.0536
"437",2021-03-03,0.0388000000000001
"438",2021-03-04,0.0377
"439",2021-03-05,0.0351
"440",2021-03-08,0.0445
"441",2021-03-09,0.0673
"442",2021-03-10,0.0453
"443",2021-03-11,0.0591
"444",2021-03-12,0.0585
"445",2021-03-15,0.0632
"446",2021-03-16,0.0567
"447",2021-03-17,0.0942999999999999
"448",2021-03-18,0.0907
"449",2021-03-19,0.0967
"450",2021-03-22,0.0936
"451",2021-03-23,0.0883
"452",2021-03-24,0.0721999999999999
"453",2021-03-25,0.0881
"454",2021-03-26,0.0841
"455",2021-03-29,0.1039
"456",2021-03-30,0.1041
"457",2021-03-31,0.1096
"458",2021-04-01,0.1051
"459",2021-04-05,0.1202
"460",2021-04-06,0.1046
"461",2021-04-07,0.1245
"462",2021-04-08,0.1218
"463",2021-04-09,0.1192
"464",2021-04-12,0.1184
"465",2021-04-13,0.1372
"466",2021-04-14,0.1113
"467",2021-04-15,0.118
"468",2021-04-16,0.1125
"469",2021-04-19,0.1293
"470",2021-04-20,0.1165
"471",2021-04-21,0.1179
"472",2021-04-22,0.1056
"473",2021-04-23,0.125
"474",2021-04-26,0.1254
"475",2021-04-27,0.1403
"476",2021-04-28,0.133
"477",2021-04-29,0.1605
"478",2021-04-30,0.1321
"479",2021-05-03,0.1376
"480",2021-05-04,0.145
"481",2021-05-05,0.16
"482",2021-05-06,0.1682
"483",2021-05-07,0.1737
"484",2021-05-10,0.1664
"485",2021-05-11,0.2003
"486",2021-05-12,0.206
"487",2021-05-13,0.2284
"488",2021-05-14,0.2164
"489",2021-05-17,0.2321
"490",2021-05-18,0.2202
"491",2021-05-19,0.231
"492",2021-05-20,0.2489
"493",2021-05-21,0.258
"494",2021-05-24,0.2467
"495",2021-05-25,0.2555
"496",2021-05-26,0.2164
"497",2021-05-27,0.248
"498",2021-05-28,0.2345
"499",2021-06-01,0.219
"500",2021-06-02,0.1947
"501",2021-06-03,0.2131
"502",2021-06-04,0.1956
"503",2021-06-07,0.1831
"504",2021-06-08,0.1824
"505",2021-06-09,0.1801
"506",2021-06-10,0.1513
"507",2021-06-11,0.1541
"508",2021-06-14,0.1159
"509",2021-06-15,0.1151
"510",2021-06-16,0.1115
"511",2021-06-17,0.0874
"512",2021-06-18,0.0624
"513",2021-06-21,0.0531
"514",2021-06-22,0.0339999999999999
"515",2021-06-23,0.0546
"516",2021-06-24,0.0411
"517",2021-06-25,0.0402
"518",2021-06-28,0.038
"519",2021-06-29,0.042
"520",2021-06-30,0.0619
"521",2021-07-01,0.0639
"522",2021-07-02,0.0756
"523",2021-07-06,0.0896
"524",2021-07-07,0.0956
"525",2021-07-08,0.0824
"526",2021-07-09,0.0943999999999999
"527",2021-07-12,0.081
"528",2021-07-13,0.0843999999999999
"529",2021-07-14,0.0813999999999999
"530",2021-07-15,0.0886
"531",2021-07-16,0.0753
"532",2021-07-19,0.0723
"533",2021-07-20,0.0541
"534",2021-07-21,0.0346000000000001
"535",2021-07-22,0.0633
"536",2021-07-23,0.0846
"537",2021-07-26,0.1295
"538",2021-07-27,0.1619
"539",2021-07-28,0.2051
"540",2021-07-29,0.2545
"541",2021-07-30,0.2673
"542",2021-08-02,0.3007
"543",2021-08-03,0.3379
"544",2021-08-04,0.3671
"545",2021-08-05,0.4056
"546",2021-08-06,0.4091
"547",2021-08-09,0.3965
"548",2021-08-10,0.3363
"549",2021-08-11,0.3365
"550",2021-08-12,0.2533
"551",2021-08-13,0.2094
"552",2021-08-16,0.1869
"553",2021-08-17,0.175
"554",2021-08-18,0.1773
"555",2021-08-19,0.1988
"556",2021-08-20,0.1876
"557",2021-08-23,0.1849
"558",2021-08-24,0.1667
"559",2021-08-25,0.1848
"560",2021-08-26,0.1971
"561",2021-08-27,0.189
"562",2021-08-30,0.1758
"563",2021-08-31,0.1747
"564",2021-09-01,0.1839
"565",2021-09-02,0.2046
"566",2021-09-03,0.2014
"567",2021-09-07,0.2308
"568",2021-09-08,0.2221
"569",2021-09-09,0.2311
"570",2021-09-10,0.2587
"571",2021-09-13,0.2529
"572",2021-09-14,0.238
"573",2021-09-15,0.2352
"574",2021-09-16,0.2329
"575",2021-09-17,0.2557
"576",2021-09-20,0.2459
"577",2021-09-21,0.2505
"578",2021-09-22,0.2363
"579",2021-09-23,0.2326
"580",2021-09-24,0.2455
"581",2021-09-27,0.2346
"582",2021-09-28,0.2341
"583",2021-09-29,0.2307
"584",2021-09-30,0.2328
"585",2021-10-01,0.2428
"586",2021-10-04,0.2369
"587",2021-10-05,0.2432
"588",2021-10-06,0.2278
"589",2021-10-07,0.2251
"590",2021-10-08,0.2333
"591",2021-10-11,0.2354
"592",2021-10-12,0.2369
"593",2021-10-13,0.2394
"594",2021-10-14,0.2486
"595",2021-10-15,0.2773
"596",2021-10-18,0.254
"597",2021-10-19,0.2551
"598",2021-10-20,0.2493
"599",2021-10-21,0.262
"600",2021-10-22,0.2749
"601",2021-10-25,0.2643
"602",2021-10-26,0.266
"603",2021-10-27,0.2726
"604",2021-10-28,0.2819
"605",2021-10-29,0.2981
"606",2021-11-01,0.2903
"607",2021-11-02,0.2829
"608",2021-11-03,0.2603
"609",2021-11-04,0.244
"610",2021-11-05,0.2441
"611",2021-11-08,0.2387
"612",2021-11-09,0.2159
"613",2021-11-10,0.2014
"614",2021-11-11,0.1822
"615",2021-11-12,0.1909
"616",2021-11-15,0.1927
"617",2021-11-16,0.2106
"618",2021-11-17,0.1949
"619",2021-11-18,0.2048
"620",2021-11-19,0.2071
"621",2021-11-22,0.1943
"622",2021-11-23,0.198
"623",2021-11-24,0.197
"624",2021-11-26,0.2034
"625",2021-11-29,0.2149
"626",2021-11-30,0.2071
"627",2021-12-01,0.2147
"628",2021-12-02,0.1977
"629",2021-12-03,0.1994
"630",2021-12-06,0.2073
"631",2021-12-07,0.1843
"632",2021-12-08,0.169
"633",2021-12-09,0.1602
"634",2021-12-10,0.1279
"635",2021-12-13,0.14
"636",2021-12-14,0.123
"637",2021-12-15,0.1379
"638",2021-12-16,0.1403
"639",2021-12-17,0.1488
"640",2021-12-20,0.1604
"641",2021-12-21,0.1481
"642",2021-12-22,0.1431
"643",2021-12-23,0.1449
"644",2021-12-27,0.1533
"645",2021-12-28,0.1736
"646",2021-12-29,0.1771
"647",2021-12-30,0.1854
"648",2021-12-31,0.1685
"649",2022-01-03,0.1762
"650",2022-01-04,0.1974
"651",2022-01-05,0.1906
"652",2022-01-06,0.2
"653",2022-01-07,0.1957
"654",2022-01-10,0.2082
"655",2022-01-11,0.2398
"656",2022-01-12,0.2218
"657",2022-01-13,0.2258
"658",2022-01-14,0.2221
"659",2022-01-18,0.2264
"660",2022-01-19,0.232
"661",2022-01-20,0.2194
"662",2022-01-21,0.2051
"663",2022-01-24,0.1954
"664",2022-01-25,0.2049
"665",2022-01-26,0.227
"666",2022-01-27,0.2309
"667",2022-01-28,0.2317
"668",2022-01-31,0.2155
"669",2022-02-01,0.2158
"670",2022-02-02,0.2324
"671",2022-02-03,0.2237
"672",2022-02-04,0.2264
"673",2022-02-07,0.2294
"674",2022-02-08,0.2286
"675",2022-02-09,0.2286
"676",2022-02-10,0.2288
"677",2022-02-11,0.2401
"678",2022-02-14,0.2285
"679",2022-02-15,0.2405
"680",2022-02-16,0.2542
"681",2022-02-17,0.2403
"682",2022-02-18,0.246
"683",2022-02-22,0.2471
"684",2022-02-23,0.2307
"685",2022-02-24,0.2318
"686",2022-02-25,0.2164
"687",2022-02-28,0.2331
"688",2022-03-01,0.2239
"689",2022-03-02,0.2423
"690",2022-03-03,0.2568
"691",2022-03-04,0.2383
"692",2022-03-07,0.2274
"693",2022-03-08,0.2141
"694",2022-03-09,0.2142
"695",2022-03-10,0.217
"696",2022-03-11,0.2297
"697",2022-03-14,0.2517
"698",2022-03-15,0.2467
"699",2022-03-16,0.2475
"700",2022-03-17,0.2613
"701",2022-03-18,0.2461
"702",2022-03-21,0.2404
"703",2022-03-22,0.2363
"704",2022-03-23,0.2364
"705",2022-03-24,0.2487
"706",2022-03-25,0.2469
"707",2022-03-28,0.2645
"708",2022-03-29,0.2492
"709",2022-03-30,0.2551
"710",2022-03-31,0.2584
"711",2022-04-01,0.2327
"712",2022-04-04,0.2275
"713",2022-04-05,0.2318
"714",2022-04-06,0.2371
"715",2022-04-07,0.2518
"716",2022-04-08,0.2486
"717",2022-04-11,0.2515
"718",2022-04-12,0.2443
"719",2022-04-13,0.2359
"720",2022-04-14,0.2474
"721",2022-04-18,0.2425
"722",2022-04-19,0.2425
"723",2022-04-20,0.235
"724",2022-04-21,0.2369
"725",2022-04-22,0.2536
"726",2022-04-25,0.2588
"727",2022-04-26,0.2682
"728",2022-04-27,0.2485
"729",2022-04-28,0.2421
"730",2022-04-29,0.2491
"731",2022-05-02,0.2179
"732",2022-05-03,0.2119
"733",2022-05-04,0.2266
"734",2022-05-05,0.2344
"735",2022-05-06,0.2403
"736",2022-05-09,0.2518
"737",2022-05-10,0.2705
"738",2022-05-11,0.2609
"739",2022-05-12,0.2614
"740",2022-05-13,0.2536
"741",2022-05-16,0.2408
"742",2022-05-17,0.2311
"743",2022-05-18,0.2308
"744",2022-05-19,0.2216
"745",2022-05-20,0.2276
"746",2022-05-23,0.2182
"747",2022-05-24,0.2303
"748",2022-05-25,0.2353
"749",2022-05-26,0.2456
"750",2022-05-27,0.2464
"751",2022-05-31,0.235
"752",2022-06-01,0.2372
"753",2022-06-02,0.2353
"754",2022-06-03,0.2353
"755",2022-06-06,0.2429
"756",2022-06-07,0.232
"757",2022-06-08,0.2434
"758",2022-06-09,0.2371
"759",2022-06-10,0.2398
"760",2022-06-13,0.2524
"761",2022-06-14,0.2346
"762",2022-06-15,0.2349
"763",2022-06-16,0.2443
"764",2022-06-17,0.2479
"765",2022-06-21,0.2538
"766",2022-06-22,0.2653
"767",2022-06-23,0.2887
"768",2022-06-24,0.2723
"769",2022-06-27,0.2883
"770",2022-06-28,0.3038
"771",2022-06-29,0.288
"772",2022-06-30,0.2862
"773",2022-07-01,0.2927
"774",2022-07-05,0.2871
"775",2022-07-06,0.2756
"776",2022-07-07,0.2733
"777",2022-07-08,0.272
"778",2022-07-11,0.273
"779",2022-07-12,0.2799
"780",2022-07-13,0.2916
"781",2022-07-14,0.2813
"782",2022-07-15,0.282
"783",2022-07-18,0.2606
"784",2022-07-19,0.2616
"785",2022-07-20,0.2789
"786",2022-07-21,0.2767
"787",2022-07-22,0.2811
"788",2022-07-25,0.278
"789",2022-07-26,0.281
"790",2022-07-27,0.2872
"791",2022-07-28,0.2686
"792",2022-07-29,0.2562
"793",2022-08-01,0.2533
"794",2022-08-02,0.2405
"795",2022-08-03,0.2331
"796",2022-08-04,0.2156
"797",2022-08-05,0.2136
"798",2022-08-08,0.2007
"799",2022-08-09,0.2054
"800",2022-08-10,0.2209
"801",2022-08-11,0.2164
"802",2022-08-12,0.2236
"803",2022-08-15,0.2213
"804",2022-08-16,0.2227
"805",2022-08-17,0.2134
"806",2022-08-18,0.2022
"807",2022-08-19,0.1944
"808",2022-08-22,0.1792
"809",2022-08-23,0.1778
"810",2022-08-24,0.1693
"811",2022-08-25,0.139
"812",2022-08-26,0.1318
"813",2022-08-29,0.1157
"814",2022-08-30,0.1063
"815",2022-08-31,0.1146
"816",2022-09-01,0.111
"817",2022-09-02,0.1219
"818",2022-09-06,0.1204
"819",2022-09-07,0.1147
"820",2022-09-08,0.134
"821",2022-09-09,0.1103
"822",2022-09-12,0.1039
"823",2022-09-13,0.0827
"824",2022-09-14,0.0871000000000001
"825",2022-09-15,0.0908
"826",2022-09-16,0.1071
"827",2022-09-19,0.1178
"828",2022-09-20,0.1031
"829",2022-09-21,0.1171
"830",2022-09-22,0.1269
"831",2022-09-23,0.0997
"832",2022-09-26,0.1011
"833",2022-09-27,0.113
"834",2022-09-28,0.1114
"835",2022-09-29,0.1188
"836",2022-09-30,0.1252
"837",2022-10-03,0.1313
"838",2022-10-04,0.1302
"839",2022-10-05,0.1391
"840",2022-10-06,0.1501
"841",2022-10-07,0.1184
"842",2022-10-10,0.1076
"843",2022-10-11,0.0921
"844",2022-10-12,0.0899000000000001
"845",2022-10-13,0.0882000000000001
"846",2022-10-14,0.0944999999999999
"847",2022-10-17,0.0977
"848",2022-10-18,0.1034
"849",2022-10-19,0.0962000000000001
"850",2022-10-20,0.1147
"851",2022-10-21,0.1011
"852",2022-10-24,0.0969
"853",2022-10-25,0.0961
"854",2022-10-26,0.1014
"855",2022-10-27,0.0994
"856",2022-10-28,0.0907
"857",2022-10-31,0.1002
"858",2022-11-01,0.103
"859",2022-11-02,0.1215
"860",2022-11-03,0.1453
"861",2022-11-04,0.1207
"862",2022-11-07,0.1228
"863",2022-11-08,0.1177
"864",2022-11-09,0.1186
"865",2022-11-10,0.1147
"866",2022-11-11,0.1106
"867",2022-11-14,0.1101
"868",2022-11-15,0.111
"869",2022-11-16,0.1221
"870",2022-11-17,0.134
"871",2022-11-18,0.1247
"872",2022-11-21,0.132
"873",2022-11-22,0.123
"874",2022-11-23,0.1329
"875",2022-11-25,0.1427
"876",2022-11-28,0.1444
"877",2022-11-29,0.1528
"878",2022-11-30,0.1503
"879",2022-12-01,0.1477
"880",2022-12-02,0.1437
"881",2022-12-05,0.1233
"882",2022-12-06,0.1136
"883",2022-12-07,0.1076
"884",2022-12-08,0.1222
"885",2022-12-09,0.1205
"886",2022-12-12,0.1294
"887",2022-12-13,0.1414
"888",2022-12-14,0.1307
"889",2022-12-15,0.1337
"890",2022-12-16,0.1431
"891",2022-12-19,0.1225
"892",2022-12-20,0.1132
"893",2022-12-21,0.1162
"894",2022-12-22,0.1158
"895",2022-12-23,0.1147
"896",2022-12-27,0.1205
"897",2022-12-28,0.1186
"898",2022-12-29,0.1157
"899",2022-12-30,0.1179
"900",2023-01-03,0.1217
"901",2023-01-04,0.1054
"902",2023-01-05,0.0996999999999999
"903",2023-01-06,0.0648000000000001
"904",2023-01-09,0.0694
"905",2023-01-10,0.0699
"906",2023-01-11,0.0744999999999999
"907",2023-01-12,0.0655
"908",2023-01-13,0.0647
"909",2023-01-17,0.0683
"910",2023-01-18,0.0809
"911",2023-01-19,0.0845
"912",2023-01-20,0.0877
"913",2023-01-23,0.0923
"914",2023-01-24,0.1016
"915",2023-01-25,0.1147
"916",2023-01-26,0.1334
"917",2023-01-27,0.1457
"918",2023-01-30,0.1306
"919",2023-01-31,0.1281
"920",2023-02-01,0.1322
"921",2023-02-02,0.1175
