"","date","BRENT"
"170",2020-02-10,0.1999
"171",2020-02-11,0.2018
"172",2020-02-12,0.213
"173",2020-02-13,0.2128
"174",2020-02-14,0.2027
"175",2020-02-18,0.207
"176",2020-02-19,0.2319
"177",2020-02-20,0.2388
"178",2020-02-21,0.2412
"179",2020-02-24,0.2519
"180",2020-02-25,0.2544
"181",2020-02-26,0.239
"182",2020-02-27,0.2504
"183",2020-02-28,0.2648
"184",2020-03-02,0.2427
"185",2020-03-03,0.2498
"186",2020-03-04,0.2624
"187",2020-03-05,0.2481
"188",2020-03-06,0.2184
"189",2020-03-09,0.3262
"190",2020-03-10,0.3235
"191",2020-03-11,0.3331
"192",2020-03-12,0.3473
"193",2020-03-13,0.3294
"194",2020-03-16,0.3083
"195",2020-03-17,0.2836
"196",2020-03-18,0.2881
"197",2020-03-19,0.3234
"198",2020-03-20,0.3302
"199",2020-03-23,0.3793
"200",2020-03-24,0.3712
"201",2020-03-25,0.384
"202",2020-03-26,0.3737
"203",2020-03-27,0.3537
"204",2020-03-30,0.3516
"205",2020-03-31,0.3373
"206",2020-04-01,0.3298
"207",2020-04-02,0.3874
"208",2020-04-03,0.451
"209",2020-04-06,0.4786
"210",2020-04-07,0.4848
"211",2020-04-08,0.4784
"212",2020-04-09,0.4596
"213",2020-04-13,0.4778
"214",2020-04-14,0.4985
"215",2020-04-15,0.5337
"216",2020-04-16,0.5512
"217",2020-04-17,0.5766
"218",2020-04-20,0.597
"219",2020-04-21,0.6307
"220",2020-04-22,0.6523
"221",2020-04-23,0.6432
"222",2020-04-24,0.6511
"223",2020-04-27,0.6317
"224",2020-04-28,0.598
"225",2020-04-29,0.584
"226",2020-04-30,0.6207
"227",2020-05-01,0.6547
"228",2020-05-04,0.6513
"229",2020-05-05,0.6698
"230",2020-05-06,0.6201
"231",2020-05-07,0.6216
"232",2020-05-08,0.6419
"233",2020-05-11,0.6392
"234",2020-05-12,0.6341
"235",2020-05-13,0.6078
"236",2020-05-14,0.5766
"237",2020-05-15,0.5724
"238",2020-05-18,0.593
"239",2020-05-19,0.6041
"240",2020-05-20,0.5569
"241",2020-05-21,0.4991
"242",2020-05-22,0.4416
"243",2020-05-26,0.4519
"244",2020-05-27,0.4563
"245",2020-05-28,0.4597
"246",2020-05-29,0.4637
"247",2020-06-01,0.4043
"248",2020-06-02,0.3994
"249",2020-06-03,0.3978
"250",2020-06-04,0.3606
"251",2020-06-05,0.2493
"252",2020-06-08,0.1755
"253",2020-06-09,0.1347
"254",2020-06-10,0.0846
"255",2020-06-11,0.0882
"256",2020-06-12,0.1305
"257",2020-06-15,0.1105
"258",2020-06-16,0.0952
"259",2020-06-17,0.0934
"260",2020-06-18,0.0941000000000001
"261",2020-06-19,0.1013
"262",2020-06-22,0.0931000000000001
"263",2020-06-23,0.1215
"264",2020-06-24,0.1445
"265",2020-06-25,0.1494
"266",2020-06-26,0.1209
"267",2020-06-29,0.1388
"268",2020-06-30,0.1741
"269",2020-07-01,0.1801
"270",2020-07-02,0.1787
"271",2020-07-06,0.1997
"272",2020-07-07,0.1896
"273",2020-07-08,0.2106
"274",2020-07-09,0.2446
"275",2020-07-10,0.2674
"276",2020-07-13,0.2721
"277",2020-07-14,0.2328
"278",2020-07-15,0.1962
"279",2020-07-16,0.2251
"280",2020-07-17,0.2446
"281",2020-07-20,0.2496
"282",2020-07-21,0.3036
"283",2020-07-22,0.3179
"284",2020-07-23,0.3158
"285",2020-07-24,0.3259
"286",2020-07-27,0.3611
"287",2020-07-28,0.4389
"288",2020-07-29,0.4401
"289",2020-07-30,0.4506
"290",2020-07-31,0.4642
"291",2020-08-03,0.4634
"292",2020-08-04,0.4707
"293",2020-08-05,0.4656
"294",2020-08-06,0.4405
"295",2020-08-07,0.423
"296",2020-08-10,0.3846
"297",2020-08-11,0.3833
"298",2020-08-12,0.3857
"299",2020-08-13,0.3932
"300",2020-08-14,0.3663
"301",2020-08-17,0.3412
"302",2020-08-18,0.3114
"303",2020-08-19,0.3242
"304",2020-08-20,0.3599
"305",2020-08-21,0.3934
"306",2020-08-24,0.4247
"307",2020-08-25,0.3947
"308",2020-08-26,0.3786
"309",2020-08-27,0.3777
"310",2020-08-28,0.3406
"311",2020-08-31,0.3062
"312",2020-09-01,0.2652
"313",2020-09-02,0.2537
"314",2020-09-03,0.1988
"315",2020-09-04,0.2422
"316",2020-09-08,0.2759
"317",2020-09-09,0.2463
"318",2020-09-10,0.243
"319",2020-09-11,0.2666
"320",2020-09-14,0.2905
"321",2020-09-15,0.3128
"322",2020-09-16,0.2966
"323",2020-09-17,0.308
"324",2020-09-18,0.2518
"325",2020-09-21,0.229
"326",2020-09-22,0.2132
"327",2020-09-23,0.2518
"328",2020-09-24,0.256
"329",2020-09-25,0.2734
"330",2020-09-28,0.2908
"331",2020-09-29,0.2955
"332",2020-09-30,0.2831
"333",2020-10-01,0.2866
"334",2020-10-02,0.3064
"335",2020-10-05,0.2777
"336",2020-10-06,0.2503
"337",2020-10-07,0.2656
"338",2020-10-08,0.2436
"339",2020-10-09,0.2419
"340",2020-10-12,0.2664
"341",2020-10-13,0.2821
"342",2020-10-14,0.2511
"343",2020-10-15,0.2599
"344",2020-10-16,0.2461
"345",2020-10-19,0.2208
"346",2020-10-20,0.2087
"347",2020-10-21,0.2316
"348",2020-10-22,0.2448
"349",2020-10-23,0.2619
"350",2020-10-26,0.1978
"351",2020-10-27,0.2215
"352",2020-10-28,0.2244
"353",2020-10-29,0.2137
"354",2020-10-30,0.2053
"355",2020-11-02,0.2042
"356",2020-11-03,0.1619
"357",2020-11-04,0.1299
"358",2020-11-05,0.1551
"359",2020-11-06,0.2061
"360",2020-11-09,0.1886
"361",2020-11-10,0.1518
"362",2020-11-11,0.1393
"363",2020-11-12,0.1706
"364",2020-11-13,0.1855
"365",2020-11-16,0.2017
"366",2020-11-17,0.1753
"367",2020-11-18,0.1657
"368",2020-11-19,0.1308
"369",2020-11-20,0.1545
"370",2020-11-23,0.1928
"371",2020-11-24,0.2023
"372",2020-11-25,0.1933
"373",2020-11-27,0.1985
"374",2020-11-30,0.1653
"375",2020-12-01,0.1741
"376",2020-12-02,0.1904
"377",2020-12-03,0.2017
"378",2020-12-04,0.2004
"379",2020-12-07,0.209
"380",2020-12-08,0.2266
"381",2020-12-09,0.2734
"382",2020-12-10,0.2818
"383",2020-12-11,0.2777
"384",2020-12-14,0.2359
"385",2020-12-15,0.2163
"386",2020-12-16,0.1846
"387",2020-12-17,0.2073
"388",2020-12-18,0.2468
"389",2020-12-21,0.2599
"390",2020-12-22,0.2354
"391",2020-12-23,0.2709
"392",2020-12-24,0.29
"393",2020-12-28,0.3077
"394",2020-12-29,0.3074
"395",2020-12-30,0.2957
"396",2020-12-31,0.2627
"397",2021-01-04,0.2502
"398",2021-01-05,0.2234
"399",2021-01-06,0.2824
"400",2021-01-07,0.303
"401",2021-01-08,0.2816
"402",2021-01-11,0.263
"403",2021-01-12,0.2901
"404",2021-01-13,0.2925
"405",2021-01-14,0.2846
"406",2021-01-15,0.2861
"407",2021-01-19,0.3163
"408",2021-01-20,0.3293
"409",2021-01-21,0.3457
"410",2021-01-22,0.3337
"411",2021-01-25,0.3627
"412",2021-01-26,0.355
"413",2021-01-27,0.3417
"414",2021-01-28,0.3478
"415",2021-01-29,0.3639
"416",2021-02-01,0.3578
"417",2021-02-02,0.3562
"418",2021-02-03,0.3905
"419",2021-02-04,0.4236
"420",2021-02-05,0.4115
"421",2021-02-08,0.4094
"422",2021-02-09,0.3509
"423",2021-02-10,0.3432
"424",2021-02-11,0.3642
"425",2021-02-12,0.3821
"426",2021-02-16,0.3695
"427",2021-02-17,0.3455
"428",2021-02-18,0.3472
"429",2021-02-19,0.3039
"430",2021-02-22,0.2929
"431",2021-02-23,0.2804
"432",2021-02-24,0.2481
"433",2021-02-25,0.2193
"434",2021-02-26,0.1419
"435",2021-03-01,0.1584
"436",2021-03-02,0.1586
"437",2021-03-03,0.1443
"438",2021-03-04,0.1391
"439",2021-03-05,0.1389
"440",2021-03-08,0.1204
"441",2021-03-09,0.1173
"442",2021-03-10,0.1305
"443",2021-03-11,0.1528
"444",2021-03-12,0.1472
"445",2021-03-15,0.1314
"446",2021-03-16,0.1106
"447",2021-03-17,0.1145
"448",2021-03-18,0.144
"449",2021-03-19,0.1421
"450",2021-03-22,0.1364
"451",2021-03-23,0.1476
"452",2021-03-24,0.1419
"453",2021-03-25,0.1722
"454",2021-03-26,0.1851
"455",2021-03-29,0.192
"456",2021-03-30,0.1889
"457",2021-03-31,0.1661
"458",2021-04-01,0.1693
"459",2021-04-05,0.2082
"460",2021-04-06,0.2386
"461",2021-04-07,0.2484
"462",2021-04-08,0.2393
"463",2021-04-09,0.2804
"464",2021-04-12,0.2797
"465",2021-04-13,0.2831
"466",2021-04-14,0.2957
"467",2021-04-15,0.294
"468",2021-04-16,0.2949
"469",2021-04-19,0.3191
"470",2021-04-20,0.2862
"471",2021-04-21,0.2983
"472",2021-04-22,0.3152
"473",2021-04-23,0.3188
"474",2021-04-26,0.312
"475",2021-04-27,0.3297
"476",2021-04-28,0.3124
"477",2021-04-29,0.3175
"478",2021-04-30,0.3033
"479",2021-05-03,0.3192
"480",2021-05-04,0.3299
"481",2021-05-05,0.3462
"482",2021-05-06,0.2995
"483",2021-05-07,0.3304
"484",2021-05-10,0.4156
"485",2021-05-11,0.4044
"486",2021-05-12,0.3894
"487",2021-05-13,0.382
"488",2021-05-14,0.3977
"489",2021-05-17,0.3871
"490",2021-05-18,0.3957
"491",2021-05-19,0.4085
"492",2021-05-20,0.3975
"493",2021-05-21,0.389
"494",2021-05-24,0.356
"495",2021-05-25,0.3828
"496",2021-05-26,0.4018
"497",2021-05-27,0.3876
"498",2021-05-28,0.4089
"499",2021-06-01,0.4307
"500",2021-06-02,0.4114
"501",2021-06-03,0.3951
"502",2021-06-04,0.3878
"503",2021-06-07,0.4176
"504",2021-06-08,0.4504
"505",2021-06-09,0.4478
"506",2021-06-10,0.3972
"507",2021-06-11,0.3837
"508",2021-06-14,0.4214
"509",2021-06-15,0.4253
"510",2021-06-16,0.4099
"511",2021-06-17,0.3697
"512",2021-06-18,0.3532
"513",2021-06-21,0.3713
"514",2021-06-22,0.3598
"515",2021-06-23,0.347
"516",2021-06-24,0.3666
"517",2021-06-25,0.3586
"518",2021-06-28,0.3144
"519",2021-06-29,0.3236
"520",2021-06-30,0.3189
"521",2021-07-01,0.2683
"522",2021-07-02,0.2367
"523",2021-07-06,0.2501
"524",2021-07-07,0.2247
"525",2021-07-08,0.208
"526",2021-07-09,0.1811
"527",2021-07-12,0.1365
"528",2021-07-13,0.128
"529",2021-07-14,0.1483
"530",2021-07-15,0.1142
"531",2021-07-16,0.106
"532",2021-07-19,0.1043
"533",2021-07-20,0.105
"534",2021-07-21,0.1098
"535",2021-07-22,0.1021
"536",2021-07-23,0.1155
"537",2021-07-26,0.0971000000000001
"538",2021-07-27,0.1026
"539",2021-07-28,0.1037
"540",2021-07-29,0.1108
"541",2021-07-30,0.1024
"542",2021-08-02,0.0925
"543",2021-08-03,0.0927
"544",2021-08-04,0.1224
"545",2021-08-05,0.169
"546",2021-08-06,0.2143
"547",2021-08-09,0.2301
"548",2021-08-10,0.2358
"549",2021-08-11,0.2519
"550",2021-08-12,0.2732
"551",2021-08-13,0.2876
"552",2021-08-16,0.3146
"553",2021-08-17,0.3514
"554",2021-08-18,0.3381
"555",2021-08-19,0.354
"556",2021-08-20,0.3654
"557",2021-08-23,0.3653
"558",2021-08-24,0.3788
"559",2021-08-25,0.4113
"560",2021-08-26,0.4211
"561",2021-08-27,0.4108
"562",2021-08-30,0.4392
"563",2021-08-31,0.4539
"564",2021-09-01,0.4664
"565",2021-09-02,0.4369
"566",2021-09-03,0.2914
"567",2021-09-07,0.2716
"568",2021-09-08,0.3161
"569",2021-09-09,0.3655
"570",2021-09-10,0.3869
"571",2021-09-13,0.4178
"572",2021-09-14,0.4501
"573",2021-09-15,0.4914
"574",2021-09-16,0.4855
"575",2021-09-17,0.4725
"576",2021-09-20,0.4374
"577",2021-09-21,0.279
"578",2021-09-22,0.0881000000000001
"579",2021-09-23,0.1157
"580",2021-09-24,0.1509
"581",2021-09-27,0.1703
"582",2021-09-28,0.2066
"583",2021-09-29,0.2507
"584",2021-09-30,0.2368
"585",2021-10-01,0.2215
"586",2021-10-04,0.2579
"587",2021-10-05,0.2649
"588",2021-10-06,0.2925
"589",2021-10-07,0.3075
"590",2021-10-08,0.2877
"591",2021-10-11,0.2782
"592",2021-10-12,0.2907
"593",2021-10-13,0.3221
"594",2021-10-14,0.3311
"595",2021-10-15,0.3344
"596",2021-10-18,0.3425
"597",2021-10-19,0.3342
"598",2021-10-20,0.3447
"599",2021-10-21,0.3409
"600",2021-10-22,0.3753
"601",2021-10-25,0.3822
"602",2021-10-26,0.3842
"603",2021-10-27,0.383
"604",2021-10-28,0.3887
"605",2021-10-29,0.39
"606",2021-11-01,0.3887
"607",2021-11-02,0.3238
"608",2021-11-03,0.3213
"609",2021-11-04,0.3211
"610",2021-11-05,0.335
"611",2021-11-08,0.321
"612",2021-11-09,0.326
"613",2021-11-10,0.3336
"614",2021-11-11,0.3109
"615",2021-11-12,0.3113
"616",2021-11-15,0.3263
"617",2021-11-16,0.3331
"618",2021-11-17,0.334
"619",2021-11-18,0.3458
"620",2021-11-19,0.3411
"621",2021-11-22,0.3384
"622",2021-11-23,0.3546
"623",2021-11-24,0.3379
"624",2021-11-26,0.3305
"625",2021-11-29,0.3449
"626",2021-11-30,0.3493
"627",2021-12-01,0.3218
"628",2021-12-02,0.3445
"629",2021-12-03,0.3683
"630",2021-12-06,0.3657
"631",2021-12-07,0.3518
"632",2021-12-08,0.377
"633",2021-12-09,0.3616
"634",2021-12-10,0.3552
"635",2021-12-13,0.3528
"636",2021-12-14,0.3696
"637",2021-12-15,0.3676
"638",2021-12-16,0.357
"639",2021-12-17,0.3529
"640",2021-12-20,0.3527
"641",2021-12-21,0.3336
"642",2021-12-22,0.3344
"643",2021-12-23,0.3496
"644",2021-12-27,0.3396
"645",2021-12-28,0.3353
"646",2021-12-29,0.3317
"647",2021-12-30,0.2944
"648",2021-12-31,0.3059
"649",2022-01-03,0.3272
"650",2022-01-04,0.3422
"651",2022-01-05,0.3352
"652",2022-01-06,0.3305
"653",2022-01-07,0.2937
"654",2022-01-10,0.2904
"655",2022-01-11,0.3077
"656",2022-01-12,0.3256
"657",2022-01-13,0.315
"658",2022-01-14,0.2999
"659",2022-01-18,0.2639
"660",2022-01-19,0.2532
"661",2022-01-20,0.2796
"662",2022-01-21,0.2781
"663",2022-01-24,0.2365
"664",2022-01-25,0.2401
"665",2022-01-26,0.2476
"666",2022-01-27,0.2841
"667",2022-01-28,0.2817
"668",2022-01-31,0.2838
"669",2022-02-01,0.2815
"670",2022-02-02,0.282
"671",2022-02-03,0.2809
"672",2022-02-04,0.3139
"673",2022-02-07,0.3229
"674",2022-02-08,0.3002
"675",2022-02-09,0.2672
"676",2022-02-10,0.2783
"677",2022-02-11,0.2793
"678",2022-02-14,0.2804
"679",2022-02-15,0.2779
"680",2022-02-16,0.2776
"681",2022-02-17,0.2738
"682",2022-02-18,0.2823
"683",2022-02-22,0.2653
"684",2022-02-23,0.2624
"685",2022-02-24,0.2853
"686",2022-02-25,0.281
"687",2022-02-28,0.2729
"688",2022-03-01,0.2906
"689",2022-03-02,0.2794
"690",2022-03-03,0.2926
"691",2022-03-04,0.3043
"692",2022-03-07,0.3263
"693",2022-03-08,0.3168
"694",2022-03-09,0.3322
"695",2022-03-10,0.3375
"696",2022-03-11,0.3567
"697",2022-03-14,0.356
"698",2022-03-15,0.3837
"699",2022-03-16,0.4067
"700",2022-03-17,0.4119
"701",2022-03-18,0.4174
"702",2022-03-21,0.4302
"703",2022-03-22,0.4293
"704",2022-03-23,0.4435
"705",2022-03-24,0.4748
"706",2022-03-25,0.4932
"707",2022-03-28,0.4882
"708",2022-03-29,0.4752
"709",2022-03-30,0.4884
"710",2022-03-31,0.4818
"711",2022-04-01,0.4469
"712",2022-04-04,0.4398
"713",2022-04-05,0.44
"714",2022-04-06,0.4539
"715",2022-04-07,0.4491
"716",2022-04-08,0.4515
"717",2022-04-11,0.4179
"718",2022-04-12,0.3999
"719",2022-04-13,0.3766
"720",2022-04-14,0.3964
"721",2022-04-18,0.4304
"722",2022-04-19,0.4421
"723",2022-04-20,0.3904
"724",2022-04-21,0.3825
"725",2022-04-22,0.3779
"726",2022-04-25,0.3956
"727",2022-04-26,0.416
"728",2022-04-27,0.4096
"729",2022-04-28,0.3871
"730",2022-04-29,0.3806
"731",2022-05-02,0.3627
"732",2022-05-03,0.3968
"733",2022-05-04,0.4127
"734",2022-05-05,0.4234
"735",2022-05-06,0.4166
"736",2022-05-09,0.4211
"737",2022-05-10,0.4305
"738",2022-05-11,0.4394
"739",2022-05-12,0.439
"740",2022-05-13,0.4324
"741",2022-05-16,0.4259
"742",2022-05-17,0.4264
"743",2022-05-18,0.4209
"744",2022-05-19,0.4341
"745",2022-05-20,0.4392
"746",2022-05-23,0.4519
"747",2022-05-24,0.4336
"748",2022-05-25,0.4226
"749",2022-05-26,0.433
"750",2022-05-27,0.4546
"751",2022-05-31,0.462
"752",2022-06-01,0.4701
"753",2022-06-02,0.4379
"754",2022-06-03,0.4513
"755",2022-06-06,0.469
"756",2022-06-07,0.4803
"757",2022-06-08,0.4983
"758",2022-06-09,0.5049
"759",2022-06-10,0.4728
"760",2022-06-13,0.4874
"761",2022-06-14,0.4817
"762",2022-06-15,0.4911
"763",2022-06-16,0.4886
"764",2022-06-17,0.4848
"765",2022-06-21,0.4993
"766",2022-06-22,0.5023
"767",2022-06-23,0.4645
"768",2022-06-24,0.4652
"769",2022-06-27,0.5084
"770",2022-06-28,0.5167
"771",2022-06-29,0.5256
"772",2022-06-30,0.5231
"773",2022-07-01,0.4912
"774",2022-07-05,0.4882
"775",2022-07-06,0.4868
"776",2022-07-07,0.4889
"777",2022-07-08,0.4899
"778",2022-07-11,0.4828
"779",2022-07-12,0.4752
"780",2022-07-13,0.4692
"781",2022-07-14,0.4583
"782",2022-07-15,0.4728
"783",2022-07-18,0.4424
"784",2022-07-19,0.4464
"785",2022-07-20,0.4743
"786",2022-07-21,0.4783
"787",2022-07-22,0.4814
"788",2022-07-25,0.4686
"789",2022-07-26,0.4784
"790",2022-07-27,0.4796
"791",2022-07-28,0.485
"792",2022-07-29,0.5041
"793",2022-08-01,0.5171
"794",2022-08-02,0.5166
"795",2022-08-03,0.5005
"796",2022-08-04,0.4785
"797",2022-08-05,0.4904
"798",2022-08-08,0.4975
"799",2022-08-09,0.4944
"800",2022-08-10,0.4634
"801",2022-08-11,0.4485
"802",2022-08-12,0.4688
"803",2022-08-15,0.4175
"804",2022-08-16,0.4217
"805",2022-08-17,0.4163
"806",2022-08-18,0.3457
"807",2022-08-19,0.276
"808",2022-08-22,0.273
"809",2022-08-23,0.2748
"810",2022-08-24,0.2807
"811",2022-08-25,0.294
"812",2022-08-26,0.2986
"813",2022-08-29,0.2772
"814",2022-08-30,0.2813
"815",2022-08-31,0.2927
"816",2022-09-01,0.3044
"817",2022-09-02,0.3452
"818",2022-09-06,0.3633
"819",2022-09-07,0.3621
"820",2022-09-08,0.3611
"821",2022-09-09,0.3734
"822",2022-09-12,0.3846
"823",2022-09-13,0.3748
"824",2022-09-14,0.397
"825",2022-09-15,0.4284
"826",2022-09-16,0.448
"827",2022-09-19,0.4577
"828",2022-09-20,0.4524
"829",2022-09-21,0.4614
"830",2022-09-22,0.4791
"831",2022-09-23,0.4876
"832",2022-09-26,0.4837
"833",2022-09-27,0.4782
"834",2022-09-28,0.5063
"835",2022-09-29,0.5293
"836",2022-09-30,0.5393
"837",2022-10-03,0.556
"838",2022-10-04,0.5434
"839",2022-10-05,0.5347
"840",2022-10-06,0.5323
"841",2022-10-07,0.55
"842",2022-10-10,0.5606
"843",2022-10-11,0.5213
"844",2022-10-12,0.5003
"845",2022-10-13,0.4949
"846",2022-10-14,0.5084
"847",2022-10-17,0.5182
"848",2022-10-18,0.5322
"849",2022-10-19,0.5412
"850",2022-10-20,0.5422
"851",2022-10-21,0.5062
"852",2022-10-24,0.5291
"853",2022-10-25,0.5768
"854",2022-10-26,0.5731
"855",2022-10-27,0.5403
"856",2022-10-28,0.518
"857",2022-10-31,0.5103
"858",2022-11-01,0.494
"859",2022-11-02,0.5375
"860",2022-11-03,0.5258
"861",2022-11-04,0.4986
"862",2022-11-07,0.4983
"863",2022-11-08,0.4742
"864",2022-11-09,0.4693
"865",2022-11-10,0.4735
"866",2022-11-11,0.4536
"867",2022-11-14,0.4493
"868",2022-11-15,0.4425
"869",2022-11-16,0.4452
"870",2022-11-17,0.4757
"871",2022-11-18,0.4775
"872",2022-11-21,0.4785
"873",2022-11-22,0.4416
"874",2022-11-23,0.4439
"875",2022-11-25,0.4613
"876",2022-11-28,0.4739
"877",2022-11-29,0.4919
"878",2022-11-30,0.4962
"879",2022-12-01,0.4528
"880",2022-12-02,0.4486
"881",2022-12-05,0.4782
"882",2022-12-06,0.4999
"883",2022-12-07,0.4754
"884",2022-12-08,0.4673
"885",2022-12-09,0.4646
"886",2022-12-12,0.4648
"887",2022-12-13,0.4763
"888",2022-12-14,0.4695
"889",2022-12-15,0.4797
"890",2022-12-16,0.5044
"891",2022-12-19,0.4889
"892",2022-12-20,0.4924
"893",2022-12-21,0.4726
"894",2022-12-22,0.4767
"895",2022-12-23,0.4914
"896",2022-12-27,0.5032
"897",2022-12-28,0.5112
"898",2022-12-29,0.4983
"899",2022-12-30,0.4702
"900",2023-01-03,0.4635
"901",2023-01-04,0.4687
"902",2023-01-05,0.4816
"903",2023-01-06,0.4497
"904",2023-01-09,0.4415
"905",2023-01-10,0.4471
"906",2023-01-11,0.4645
"907",2023-01-12,0.4699
"908",2023-01-13,0.4691
"909",2023-01-17,0.4536
"910",2023-01-18,0.4456
"911",2023-01-19,0.4532
"912",2023-01-20,0.4636
"913",2023-01-23,0.4567
"914",2023-01-24,0.4925
"915",2023-01-25,0.4929
"916",2023-01-26,0.4875
"917",2023-01-27,0.5023
"918",2023-01-30,0.4866
"919",2023-01-31,0.4888
"920",2023-02-01,0.4888
"921",2023-02-02,0.4842
"922",2023-02-03,0.5009
"923",2023-02-06,0.5013
"924",2023-02-07,0.4995
"925",2023-02-08,0.5334
"926",2023-02-09,0.5333
"927",2023-02-10,0.5083
"928",2023-02-13,0.4978
"929",2023-02-14,0.4919
"930",2023-02-15,0.4963
"931",2023-02-16,0.4981
"932",2023-02-17,0.4991
"933",2023-02-21,0.4697
"934",2023-02-22,0.4715
