"","date","COTTON"
"925",2023-02-08,0.3027
"926",2023-02-09,0.2816
"927",2023-02-10,0.2687
"928",2023-02-13,0.2551
"929",2023-02-14,0.2359
"930",2023-02-15,0.2575
"931",2023-02-16,0.2677
"932",2023-02-17,0.2566
"933",2023-02-21,0.3002
"934",2023-02-22,0.2825
"935",2023-02-23,0.2569
"936",2023-02-24,0.256
"937",2023-02-27,0.2587
"938",2023-02-28,0.2517
"939",2023-03-01,0.244
"940",2023-03-02,0.1931
"941",2023-03-03,0.2318
"942",2023-03-06,0.248
"943",2023-03-07,0.2478
"944",2023-03-08,0.2303
"945",2023-03-09,0.1963
"946",2023-03-10,0.2089
"947",2023-03-13,0.1963
"948",2023-03-14,0.2394
"949",2023-03-15,0.266
"950",2023-03-16,0.2541
"951",2023-03-17,0.2221
"952",2023-03-20,0.2392
"953",2023-03-21,0.2458
"954",2023-03-22,0.2358
"955",2023-03-23,0.2419
"956",2023-03-24,0.213
"957",2023-03-27,0.1877
"958",2023-03-28,0.1605
"959",2023-03-29,0.1727
"960",2023-03-30,0.2009
"961",2023-03-31,0.2107
"962",2023-04-03,0.179
"963",2023-04-04,0.222
"964",2023-04-05,0.2135
"965",2023-04-06,0.1991
"966",2023-04-10,0.1805
"967",2023-04-11,0.1776
"968",2023-04-12,0.1954
"969",2023-04-13,0.2181
"970",2023-04-14,0.1995
"971",2023-04-17,0.1574
"972",2023-04-18,0.166
"973",2023-04-19,0.1323
"974",2023-04-20,0.1462
"975",2023-04-21,0.1611
"976",2023-04-24,0.154
"977",2023-04-25,0.1333
"978",2023-04-26,0.1569
"979",2023-04-27,0.166
"980",2023-04-28,0.1608
"981",2023-05-01,0.1548
"982",2023-05-02,0.1305
"983",2023-05-03,0.0994
"984",2023-05-04,0.0933
"985",2023-05-05,0.1496
"986",2023-05-08,0.1487
"987",2023-05-09,0.1185
"988",2023-05-10,0.1389
"989",2023-05-11,0.1472
"990",2023-05-12,0.147
"991",2023-05-15,0.1354
"992",2023-05-16,0.1383
"993",2023-05-17,0.1556
"994",2023-05-18,0.1527
"995",2023-05-19,0.1263
"996",2023-05-22,0.1399
"997",2023-05-23,0.1255
"998",2023-05-24,0.1525
"999",2023-05-25,0.1462
"1000",2023-05-26,0.129
"1001",2023-05-30,0.1108
"1002",2023-05-31,0.1325
"1003",2023-06-01,0.1539
"1004",2023-06-02,0.1595
"1005",2023-06-05,0.1481
"1006",2023-06-06,0.098
"1007",2023-06-07,0.0688
"1008",2023-06-08,0.1114
"1009",2023-06-09,0.1408
"1010",2023-06-12,0.1341
"1011",2023-06-13,0.1386
"1012",2023-06-14,0.1263
"1013",2023-06-15,0.1261
"1014",2023-06-16,0.1187
"1015",2023-06-20,0.1098
"1016",2023-06-21,0.1134
"1017",2023-06-22,0.0925
"1018",2023-06-23,0.117
"1019",2023-06-26,0.1154
"1020",2023-06-27,0.1283
"1021",2023-06-28,0.1219
"1022",2023-06-29,0.0951
