"","date","TPR"
"1",2022-01-19,0.2474
"2",2022-01-20,0.2378
"3",2022-01-21,0.2483
"4",2022-01-24,0.241
"5",2022-01-25,0.2422
"6",2022-01-26,0.2488
"7",2022-01-27,0.246
"8",2022-01-28,0.2512
"9",2022-01-31,0.241
"10",2022-02-01,0.2366
"11",2022-02-02,0.2373
"12",2022-02-03,0.2338
"13",2022-02-04,0.2336
"14",2022-02-07,0.2236
"15",2022-02-08,0.2447
"16",2022-02-09,0.2474
"17",2022-02-10,0.2418
"18",2022-02-11,0.227
"19",2022-02-14,0.2271
"20",2022-02-15,0.2209
"21",2022-02-16,0.2289
"22",2022-02-17,0.2264
"23",2022-02-18,0.2206
"24",2022-02-22,0.2164
"25",2022-02-23,0.2195
"26",2022-02-24,0.2086
"27",2022-02-25,0.2109
"28",2022-02-28,0.211
"29",2022-03-01,0.2004
"30",2022-03-02,0.1995
"31",2022-03-03,0.2066
"32",2022-03-04,0.202
"33",2022-03-07,0.2024
"34",2022-03-08,0.198
"35",2022-03-09,0.1951
"36",2022-03-10,0.194
"37",2022-03-11,0.1978
"38",2022-03-14,0.1904
"39",2022-03-15,0.189
"40",2022-03-16,0.1867
"41",2022-03-17,0.2008
"42",2022-03-18,0.2012
"43",2022-03-21,0.197
"44",2022-03-22,0.1761
"45",2022-03-23,0.177
"46",2022-03-24,0.1841
"47",2022-03-25,0.1947
"48",2022-03-28,0.1938
"49",2022-03-29,0.1854
"50",2022-03-30,0.1818
"51",2022-03-31,0.1913
"52",2022-04-01,0.1964
"53",2022-04-04,0.1972
"54",2022-04-05,0.1864
"55",2022-04-06,0.194
"56",2022-04-07,0.1898
"57",2022-04-08,0.1952
"58",2022-04-11,0.1964
"59",2022-04-12,0.1912
"60",2022-04-13,0.1898
"61",2022-04-14,0.1949
"62",2022-04-18,0.1861
"63",2022-04-19,0.2012
"64",2022-04-20,0.2023
"65",2022-04-21,0.2069
"66",2022-04-22,0.2189
"67",2022-04-25,0.2214
"68",2022-04-26,0.2219
"69",2022-04-27,0.2171
"70",2022-04-28,0.2182
"71",2022-04-29,0.227
"72",2022-05-02,0.229
"73",2022-05-03,0.2358
"74",2022-05-04,0.2252
"75",2022-05-05,0.2387
"76",2022-05-06,0.2507
"77",2022-05-09,0.2504
"78",2022-05-10,0.2418
"79",2022-05-11,0.2434
"80",2022-05-12,0.247
"81",2022-05-13,0.2605
"82",2022-05-16,0.265
"83",2022-05-17,0.2673
"84",2022-05-18,0.257
"85",2022-05-19,0.2641
"86",2022-05-20,0.2618
"87",2022-05-23,0.2659
"88",2022-05-24,0.2625
"89",2022-05-25,0.2585
"90",2022-05-26,0.2593
"91",2022-05-27,0.2669
"92",2022-05-31,0.2666
"93",2022-06-01,0.273
"94",2022-06-02,0.269
"95",2022-06-03,0.2703
"96",2022-06-06,0.2774
"97",2022-06-07,0.2782
"98",2022-06-08,0.2624
"99",2022-06-09,0.2573
"100",2022-06-10,0.2463
"101",2022-06-13,0.2489
"102",2022-06-14,0.2531
"103",2022-06-15,0.2549
"104",2022-06-16,0.2383
"105",2022-06-17,0.2376
"106",2022-06-21,0.2307
"107",2022-06-22,0.2238
"108",2022-06-23,0.2151
"109",2022-06-24,0.1999
"110",2022-06-27,0.1889
"111",2022-06-28,0.2013
"112",2022-06-29,0.2061
"113",2022-06-30,0.2045
"114",2022-07-01,0.189
"115",2022-07-05,0.1926
"116",2022-07-06,0.1879
"117",2022-07-07,0.1878
"118",2022-07-08,0.1981
"119",2022-07-11,0.1918
"120",2022-07-12,0.1818
"121",2022-07-13,0.1793
"122",2022-07-14,0.1726
"123",2022-07-15,0.1869
"124",2022-07-18,0.1928
"125",2022-07-19,0.2077
"126",2022-07-20,0.2066
"127",2022-07-21,0.2152
"128",2022-07-22,0.2054
"129",2022-07-25,0.2041
"130",2022-07-26,0.2025
"131",2022-07-27,0.2056
"132",2022-07-28,0.1997
"133",2022-07-29,0.1906
"134",2022-08-01,0.1689
"135",2022-08-02,0.1778
"136",2022-08-03,0.1857
