"","date","AOS"
"1",2022-01-19,0.1213
"2",2022-01-20,0.1141
"3",2022-01-21,0.112
"4",2022-01-24,0.0943999999999999
"5",2022-01-25,0.0909
"6",2022-01-26,0.0796
"7",2022-01-27,0.0944
"8",2022-01-28,0.0929
"9",2022-01-31,0.096
"10",2022-02-01,0.0914
"11",2022-02-02,0.0942999999999999
"12",2022-02-03,0.094
"13",2022-02-04,0.0963000000000001
"14",2022-02-07,0.0859
"15",2022-02-08,0.089
"16",2022-02-09,0.073
"17",2022-02-10,0.0685
"18",2022-02-11,0.0708
"19",2022-02-14,0.0871
"20",2022-02-15,0.0802999999999999
"21",2022-02-16,0.0755
"22",2022-02-17,0.0746
"23",2022-02-18,0.0804
"24",2022-02-22,0.0828
"25",2022-02-23,0.0932999999999999
"26",2022-02-24,0.0946
"27",2022-02-25,0.1011
"28",2022-02-28,0.1008
"29",2022-03-01,0.1129
"30",2022-03-02,0.1084
"31",2022-03-03,0.1189
"32",2022-03-04,0.1164
"33",2022-03-07,0.1194
"34",2022-03-08,0.1204
"35",2022-03-09,0.1277
"36",2022-03-10,0.1126
"37",2022-03-11,0.1125
"38",2022-03-14,0.1087
"39",2022-03-15,0.1123
"40",2022-03-16,0.1095
"41",2022-03-17,0.1042
"42",2022-03-18,0.0926999999999999
"43",2022-03-21,0.0864
"44",2022-03-22,0.0783
"45",2022-03-23,0.0798
"46",2022-03-24,0.0756000000000001
"47",2022-03-25,0.0711
"48",2022-03-28,0.0671
"49",2022-03-29,0.0762
"50",2022-03-30,0.0834
"51",2022-03-31,0.0922
"52",2022-04-01,0.0845
"53",2022-04-04,0.0853
"54",2022-04-05,0.0756
"55",2022-04-06,0.0841000000000001
"56",2022-04-07,0.0729000000000001
"57",2022-04-08,0.0848
"58",2022-04-11,0.0786
"59",2022-04-12,0.0765
"60",2022-04-13,0.0871000000000001
"61",2022-04-14,0.0986
"62",2022-04-18,0.0941
"63",2022-04-19,0.0977999999999999
"64",2022-04-20,0.0881999999999999
"65",2022-04-21,0.086
"66",2022-04-22,0.0811999999999999
"67",2022-04-25,0.0947
"68",2022-04-26,0.094
"69",2022-04-27,0.0878
"70",2022-04-28,0.0777
"71",2022-04-29,0.0800999999999999
"72",2022-05-02,0.0771999999999999
"73",2022-05-03,0.0879
"74",2022-05-04,0.091
"75",2022-05-05,0.0962999999999999
"76",2022-05-06,0.0859
"77",2022-05-09,0.0858
"78",2022-05-10,0.0805
"79",2022-05-11,0.0941
"80",2022-05-12,0.0915
"81",2022-05-13,0.0942
"82",2022-05-16,0.0886
"83",2022-05-17,0.0921999999999999
"84",2022-05-18,0.0942
"85",2022-05-19,0.1045
"86",2022-05-20,0.0917
"87",2022-05-23,0.0909
"88",2022-05-24,0.0813
"89",2022-05-25,0.0823
"90",2022-05-26,0.0839
"91",2022-05-27,0.0858
"92",2022-05-31,0.0779
"93",2022-06-01,0.0811
"94",2022-06-02,0.0789
"95",2022-06-03,0.0854
"96",2022-06-06,0.0877
"97",2022-06-07,0.0971
"98",2022-06-08,0.0926999999999999
"99",2022-06-09,0.1034
"100",2022-06-10,0.0922
"101",2022-06-13,0.0902999999999999
"102",2022-06-14,0.0785
"103",2022-06-15,0.0802
"104",2022-06-16,0.0697
"105",2022-06-17,0.0734
"106",2022-06-21,0.0795
"107",2022-06-22,0.0850000000000001
"108",2022-06-23,0.0778
"109",2022-06-24,0.0949
"110",2022-06-27,0.0968
"111",2022-06-28,0.0924
"112",2022-06-29,0.0821
"113",2022-06-30,0.0731999999999999
"114",2022-07-01,0.0693
"115",2022-07-05,0.0876
"116",2022-07-06,0.0894
"117",2022-07-07,0.1011
"118",2022-07-08,0.0983
"119",2022-07-11,0.1073
"120",2022-07-12,0.1079
"121",2022-07-13,0.1014
"122",2022-07-14,0.0912000000000001
"123",2022-07-15,0.0977000000000001
"124",2022-07-18,0.0818
"125",2022-07-19,0.0838
"126",2022-07-20,0.0792999999999999
"127",2022-07-21,0.0871999999999999
"128",2022-07-22,0.0847
"129",2022-07-25,0.095
"130",2022-07-26,0.0965
"131",2022-07-27,0.097
"132",2022-07-28,0.0926
"133",2022-07-29,0.1002
"134",2022-08-01,0.0921
"135",2022-08-02,0.0934
"136",2022-08-03,0.0859
"137",2022-08-04,0.081
"138",2022-08-05,0.0734
"139",2022-08-08,0.0838
"140",2022-08-09,0.0790999999999999
"141",2022-08-10,0.0754
"142",2022-08-11,0.0702
"143",2022-08-12,0.0780000000000001
"144",2022-08-15,0.0770999999999999
"145",2022-08-16,0.0879
"146",2022-08-17,0.0812
"147",2022-08-18,0.0793
"148",2022-08-19,0.0684
"149",2022-08-22,0.0709
"150",2022-08-23,0.0659999999999999
"151",2022-08-24,0.0719
"152",2022-08-25,0.0607
"153",2022-08-26,0.0630999999999999
"154",2022-08-29,0.0598
"155",2022-08-30,0.0634
"156",2022-08-31,0.0551
"157",2022-09-01,0.0598
"158",2022-09-02,0.0593
"159",2022-09-06,0.0650999999999999
"160",2022-09-07,0.0582
"161",2022-09-08,0.0585
"162",2022-09-09,0.0567
"163",2022-09-12,0.0642
"164",2022-09-13,0.0587
"165",2022-09-14,0.0708
"166",2022-09-15,0.057
"167",2022-09-16,0.048
"168",2022-09-19,0.0391
"169",2022-09-20,0.0453
"170",2022-09-21,0.0414
"171",2022-09-22,0.0485
"172",2022-09-23,0.0475
"173",2022-09-26,0.0433000000000001
"174",2022-09-27,0.042
"175",2022-09-28,0.0547
"176",2022-09-29,0.0461
"177",2022-09-30,0.0495
"178",2022-10-03,0.0431
"179",2022-10-04,0.042
"180",2022-10-05,0.0384
"181",2022-10-06,0.0439
"182",2022-10-07,0.0326000000000001
"183",2022-10-10,0.0377999999999999
"184",2022-10-11,0.0309
"185",2022-10-12,0.0346
"186",2022-10-13,0.0246000000000001
"187",2022-10-14,0.0344
"188",2022-10-17,0.0274
"189",2022-10-18,0.0281
"190",2022-10-19,0.0236000000000001
"191",2022-10-20,0.0325000000000001
"192",2022-10-21,0.0244
"193",2022-10-24,0.0314
"194",2022-10-25,0.0447
"195",2022-10-26,0.0485000000000001
"196",2022-10-27,0.0341
"197",2022-10-28,0.0296
"198",2022-10-31,0.0172
"199",2022-11-01,0.0223
"200",2022-11-02,0.0197999999999999
"201",2022-11-03,0.0116999999999999
"202",2022-11-04,0.013
"203",2022-11-07,0.0124000000000001
"204",2022-11-08,0.0147
"205",2022-11-09,0.0237999999999999
"206",2022-11-10,0.027
"207",2022-11-11,0.0324
"208",2022-11-14,0.0212
"209",2022-11-15,0.0231999999999999
"210",2022-11-16,0.0213
"211",2022-11-17,0.0351
"212",2022-11-18,0.0325
"213",2022-11-21,0.0444999999999999
"214",2022-11-22,0.0462
"215",2022-11-23,0.0482000000000001
"216",2022-11-25,0.0542
"217",2022-11-28,0.0701999999999999
"218",2022-11-29,0.0662
"219",2022-11-30,0.0735
"220",2022-12-01,0.0681
"221",2022-12-02,0.0725
"222",2022-12-05,0.0700000000000001
"223",2022-12-06,0.0744
"224",2022-12-07,0.0692
"225",2022-12-08,0.0696
"226",2022-12-09,0.0717
"227",2022-12-12,0.0808
"228",2022-12-13,0.0859
"229",2022-12-14,0.0958000000000001
"230",2022-12-15,0.0866
"231",2022-12-16,0.0885
"232",2022-12-19,0.082
"233",2022-12-20,0.0857
"234",2022-12-21,0.082
"235",2022-12-22,0.093
"236",2022-12-23,0.0957000000000001
"237",2022-12-27,0.1009
"238",2022-12-28,0.0954
"239",2022-12-29,0.0969
"240",2022-12-30,0.0936999999999999
"241",2023-01-03,0.0993000000000001
"242",2023-01-04,0.0995
"243",2023-01-05,0.0988000000000001
"244",2023-01-06,0.0879
"245",2023-01-09,0.0942
"246",2023-01-10,0.0876999999999999
"247",2023-01-11,0.0938000000000001
"248",2023-01-12,0.0906
"249",2023-01-13,0.0985
"250",2023-01-17,0.1023
"251",2023-01-18,0.091
"252",2023-01-19,0.0845
"253",2023-01-20,0.0973
"254",2023-01-23,0.0783
"255",2023-01-24,0.0789
"256",2023-01-25,0.0672
"257",2023-01-26,0.0554
"258",2023-01-27,0.0475
"259",2023-01-30,0.0539000000000001
"260",2023-01-31,0.0590999999999999
"261",2023-02-01,0.0767
"262",2023-02-02,0.0791
"263",2023-02-03,0.0827000000000001
"264",2023-02-06,0.0759
"265",2023-02-07,0.0735
"266",2023-02-08,0.0784
"267",2023-02-09,0.0766
"268",2023-02-10,0.0627
"269",2023-02-13,0.0562
"270",2023-02-14,0.055
"271",2023-02-15,0.0578
"272",2023-02-16,0.0574999999999999
"273",2023-02-17,0.0573
"274",2023-02-21,0.0532
"275",2023-02-22,0.0552
"276",2023-02-23,0.0580000000000001
"277",2023-02-24,0.0665
"278",2023-02-27,0.0607
"279",2023-02-28,0.0604
"280",2023-03-01,0.0514000000000001
"281",2023-03-02,0.0482
"282",2023-03-03,0.0418
"283",2023-03-06,0.0539
"284",2023-03-07,0.0538
"285",2023-03-08,0.056
"286",2023-03-09,0.0560999999999999
"287",2023-03-10,0.057
"288",2023-03-13,0.0595
