"","date","AOS"
"289",2023-03-14,0.0619999999999999
"290",2023-03-15,0.0545
"291",2023-03-16,0.062
"292",2023-03-17,0.0577
"293",2023-03-20,0.0527
"294",2023-03-21,0.0521
"295",2023-03-22,0.0553999999999999
"296",2023-03-23,0.0516
"297",2023-03-24,0.0524
"298",2023-03-27,0.0391
"299",2023-03-28,0.035
"300",2023-03-29,0.0293
"301",2023-03-30,0.036
"302",2023-03-31,0.0286
"303",2023-04-03,0.0133
"304",2023-04-04,0.0195
"305",2023-04-05,0.0138
"306",2023-04-06,0.0138
"307",2023-04-10,0.0161
"308",2023-04-11,0.0147999999999999
"309",2023-04-12,0.0113
"310",2023-04-13,0.0125
"311",2023-04-14,0.0115
"312",2023-04-17,0.0222
"313",2023-04-18,0.0253
"314",2023-04-19,0.0258
"315",2023-04-20,0.0209
"316",2023-04-21,0.0225
"317",2023-04-24,0.0197
"318",2023-04-25,0.0193
"319",2023-04-26,0.0204
"320",2023-04-27,0.0203
"321",2023-04-28,0.0173
"322",2023-05-01,0.0149
"323",2023-05-02,0.0122
"324",2023-05-03,0.0143
"325",2023-05-04,0.0225000000000001
"326",2023-05-05,0.0233
"327",2023-05-08,0.0257
"328",2023-05-09,0.0144
"329",2023-05-10,0.0186
"330",2023-05-11,0.0172
"331",2023-05-12,0.0138
"332",2023-05-15,0.0137999999999999
"333",2023-05-16,0.0129000000000001
"334",2023-05-17,0.0133
"335",2023-05-18,0.0131000000000001
"336",2023-05-19,0.0237000000000001
"337",2023-05-22,0.0375
"338",2023-05-23,0.0408
"339",2023-05-24,0.0369
"340",2023-05-25,0.0332
"341",2023-05-26,0.0328
"342",2023-05-30,0.0226
"343",2023-05-31,0.0288
"344",2023-06-01,0.0289
"345",2023-06-02,0.0294
"346",2023-06-05,0.0326
"347",2023-06-06,0.0331
"348",2023-06-07,0.0249
"349",2023-06-08,0.0275000000000001
"350",2023-06-09,0.027
"351",2023-06-12,0.0341
"352",2023-06-13,0.0315
"353",2023-06-14,0.0359
"354",2023-06-15,0.0386
"355",2023-06-16,0.0335
"356",2023-06-20,0.038
"357",2023-06-21,0.0487
"358",2023-06-22,0.0433
"359",2023-06-23,0.0386
"360",2023-06-26,0.0448
"361",2023-06-27,0.0528
"362",2023-06-28,0.0448
"363",2023-06-29,0.0438
