"","date","VFC"
"1",2022-01-19,0.1131
"2",2022-01-20,0.1198
"3",2022-01-21,0.1269
"4",2022-01-24,0.1215
"5",2022-01-25,0.1244
"6",2022-01-26,0.1237
"7",2022-01-27,0.1187
"8",2022-01-28,0.1062
"9",2022-01-31,0.1003
"10",2022-02-01,0.0968
"11",2022-02-02,0.0974
"12",2022-02-03,0.0915
"13",2022-02-04,0.088
"14",2022-02-07,0.0913
"15",2022-02-08,0.0978
"16",2022-02-09,0.0893
"17",2022-02-10,0.0924
"18",2022-02-11,0.0778
"19",2022-02-14,0.0774
"20",2022-02-15,0.0804
"21",2022-02-16,0.0767
"22",2022-02-17,0.0876999999999999
"23",2022-02-18,0.0868
"24",2022-02-22,0.0993
"25",2022-02-23,0.1257
"26",2022-02-24,0.1147
"27",2022-02-25,0.1082
"28",2022-02-28,0.1026
"29",2022-03-01,0.0993
"30",2022-03-02,0.0997000000000001
"31",2022-03-03,0.1015
"32",2022-03-04,0.1002
"33",2022-03-07,0.1023
"34",2022-03-08,0.1
"35",2022-03-09,0.1004
"36",2022-03-10,0.0985
"37",2022-03-11,0.1043
"38",2022-03-14,0.0977999999999999
"39",2022-03-15,0.1042
"40",2022-03-16,0.0863
"41",2022-03-17,0.097
"42",2022-03-18,0.1089
"43",2022-03-21,0.106
"44",2022-03-22,0.1084
"45",2022-03-23,0.1062
"46",2022-03-24,0.1157
"47",2022-03-25,0.1261
"48",2022-03-28,0.1229
"49",2022-03-29,0.1283
"50",2022-03-30,0.1328
"51",2022-03-31,0.1217
"52",2022-04-01,0.1247
"53",2022-04-04,0.1262
"54",2022-04-05,0.1249
"55",2022-04-06,0.1345
"56",2022-04-07,0.1403
"57",2022-04-08,0.1621
"58",2022-04-11,0.1627
"59",2022-04-12,0.1642
"60",2022-04-13,0.1559
"61",2022-04-14,0.1609
"62",2022-04-18,0.1548
"63",2022-04-19,0.1684
"64",2022-04-20,0.1797
"65",2022-04-21,0.1822
"66",2022-04-22,0.1911
"67",2022-04-25,0.1928
"68",2022-04-26,0.1817
"69",2022-04-27,0.1774
"70",2022-04-28,0.1774
"71",2022-04-29,0.1783
"72",2022-05-02,0.1882
"73",2022-05-03,0.1912
"74",2022-05-04,0.2006
"75",2022-05-05,0.2076
"76",2022-05-06,0.2045
"77",2022-05-09,0.2135
"78",2022-05-10,0.1965
"79",2022-05-11,0.194
"80",2022-05-12,0.1942
"81",2022-05-13,0.1969
"82",2022-05-16,0.1964
"83",2022-05-17,0.1967
"84",2022-05-18,0.1833
"85",2022-05-19,0.1959
"86",2022-05-20,0.1959
"87",2022-05-23,0.1958
"88",2022-05-24,0.1867
"89",2022-05-25,0.1832
"90",2022-05-26,0.1799
"91",2022-05-27,0.1754
"92",2022-05-31,0.1747
"93",2022-06-01,0.1756
"94",2022-06-02,0.1846
"95",2022-06-03,0.1794
"96",2022-06-06,0.1716
"97",2022-06-07,0.1731
"98",2022-06-08,0.1631
"99",2022-06-09,0.1665
"100",2022-06-10,0.1537
"101",2022-06-13,0.153
"102",2022-06-14,0.1627
"103",2022-06-15,0.1647
"104",2022-06-16,0.156
"105",2022-06-17,0.1602
"106",2022-06-21,0.1548
"107",2022-06-22,0.1538
"108",2022-06-23,0.1422
"109",2022-06-24,0.1472
"110",2022-06-27,0.1448
"111",2022-06-28,0.1416
"112",2022-06-29,0.1408
"113",2022-06-30,0.1468
"114",2022-07-01,0.1406
"115",2022-07-05,0.1376
"116",2022-07-06,0.1429
"117",2022-07-07,0.1388
"118",2022-07-08,0.1405
"119",2022-07-11,0.1494
"120",2022-07-12,0.1475
"121",2022-07-13,0.1518
"122",2022-07-14,0.1481
"123",2022-07-15,0.1546
"124",2022-07-18,0.1457
"125",2022-07-19,0.1435
"126",2022-07-20,0.1387
"127",2022-07-21,0.1465
"128",2022-07-22,0.1325
"129",2022-07-25,0.1345
"130",2022-07-26,0.1374
"131",2022-07-27,0.1312
"132",2022-07-28,0.1367
"133",2022-07-29,0.1343
"134",2022-08-01,0.1344
"135",2022-08-02,0.1409
"136",2022-08-03,0.1368
"137",2022-08-04,0.1492
"138",2022-08-05,0.1444
"139",2022-08-08,0.129
"140",2022-08-09,0.1245
"141",2022-08-10,0.1276
"142",2022-08-11,0.1306
"143",2022-08-12,0.1279
"144",2022-08-15,0.1173
"145",2022-08-16,0.1277
"146",2022-08-17,0.1322
"147",2022-08-18,0.1387
"148",2022-08-19,0.1224
"149",2022-08-22,0.1277
"150",2022-08-23,0.1173
"151",2022-08-24,0.1239
"152",2022-08-25,0.1202
"153",2022-08-26,0.1194
"154",2022-08-29,0.1264
"155",2022-08-30,0.1157
"156",2022-08-31,0.1114
"157",2022-09-01,0.1234
"158",2022-09-02,0.1286
"159",2022-09-06,0.1295
"160",2022-09-07,0.1234
"161",2022-09-08,0.1163
"162",2022-09-09,0.1227
"163",2022-09-12,0.1293
"164",2022-09-13,0.1345
"165",2022-09-14,0.1395
"166",2022-09-15,0.1366
"167",2022-09-16,0.1426
"168",2022-09-19,0.1363
"169",2022-09-20,0.1444
"170",2022-09-21,0.1376
"171",2022-09-22,0.1455
"172",2022-09-23,0.1356
"173",2022-09-26,0.1369
"174",2022-09-27,0.1404
"175",2022-09-28,0.1417
"176",2022-09-29,0.1482
"177",2022-09-30,0.1451
"178",2022-10-03,0.1389
"179",2022-10-04,0.1454
"180",2022-10-05,0.1393
"181",2022-10-06,0.1331
"182",2022-10-07,0.1455
"183",2022-10-10,0.1503
"184",2022-10-11,0.1503
"185",2022-10-12,0.1666
"186",2022-10-13,0.1554
"187",2022-10-14,0.1504
"188",2022-10-17,0.1222
"189",2022-10-18,0.1173
"190",2022-10-19,0.1132
"191",2022-10-20,0.1056
"192",2022-10-21,0.0992
"193",2022-10-24,0.1071
"194",2022-10-25,0.0872
"195",2022-10-26,0.0827
"196",2022-10-27,0.0803
"197",2022-10-28,0.0839
"198",2022-10-31,0.0831000000000001
"199",2022-11-01,0.0650000000000001
"200",2022-11-02,0.0589999999999999
"201",2022-11-03,0.0566
"202",2022-11-04,0.0586000000000001
"203",2022-11-07,0.0656
"204",2022-11-08,0.0696
"205",2022-11-09,0.0578
"206",2022-11-10,0.0647000000000001
"207",2022-11-11,0.082
"208",2022-11-14,0.0583
"209",2022-11-15,0.0600999999999999
"210",2022-11-16,0.0528
"211",2022-11-17,0.0547
"212",2022-11-18,0.0543999999999999
"213",2022-11-21,0.0629
"214",2022-11-22,0.0677
"215",2022-11-23,0.0796000000000001
"216",2022-11-25,0.0786
"217",2022-11-28,0.1024
"218",2022-11-29,0.1138
"219",2022-11-30,0.1226
"220",2022-12-01,0.1169
"221",2022-12-02,0.1092
"222",2022-12-05,0.1043
"223",2022-12-06,0.1124
"224",2022-12-07,0.1165
"225",2022-12-08,0.1157
"226",2022-12-09,0.1261
"227",2022-12-12,0.1245
"228",2022-12-13,0.1293
"229",2022-12-14,0.1415
"230",2022-12-15,0.1386
"231",2022-12-16,0.1547
"232",2022-12-19,0.1478
"233",2022-12-20,0.1597
"234",2022-12-21,0.1725
"235",2022-12-22,0.1838
"236",2022-12-23,0.2028
"237",2022-12-27,0.2276
"238",2022-12-28,0.2136
"239",2022-12-29,0.2358
"240",2022-12-30,0.2485
"241",2023-01-03,0.2587
"242",2023-01-04,0.2765
"243",2023-01-05,0.2831
"244",2023-01-06,0.2885
"245",2023-01-09,0.2939
"246",2023-01-10,0.3022
"247",2023-01-11,0.3043
"248",2023-01-12,0.2922
"249",2023-01-13,0.2852
"250",2023-01-17,0.2712
"251",2023-01-18,0.2581
"252",2023-01-19,0.2588
"253",2023-01-20,0.2703
"254",2023-01-23,0.2606
"255",2023-01-24,0.2674
"256",2023-01-25,0.2641
"257",2023-01-26,0.2644
"258",2023-01-27,0.2537
"259",2023-01-30,0.2533
"260",2023-01-31,0.2139
"261",2023-02-01,0.2127
"262",2023-02-02,0.2157
"263",2023-02-03,0.208
"264",2023-02-06,0.1981
"265",2023-02-07,0.1694
"266",2023-02-08,0.1771
"267",2023-02-09,0.1889
"268",2023-02-10,0.1662
"269",2023-02-13,0.155
"270",2023-02-14,0.1611
"271",2023-02-15,0.1544
"272",2023-02-16,0.1591
"273",2023-02-17,0.1627
"274",2023-02-21,0.1542
"275",2023-02-22,0.1507
"276",2023-02-23,0.15
"277",2023-02-24,0.1573
"278",2023-02-27,0.1391
"279",2023-02-28,0.1375
"280",2023-03-01,0.1323
"281",2023-03-02,0.138
"282",2023-03-03,0.14
"283",2023-03-06,0.1444
"284",2023-03-07,0.1514
"285",2023-03-08,0.1425
"286",2023-03-09,0.1494
"287",2023-03-10,0.1492
"288",2023-03-13,0.1432
"289",2023-03-14,0.1478
"290",2023-03-15,0.1395
"291",2023-03-16,0.1484
"292",2023-03-17,0.1441
"293",2023-03-20,0.1343
"294",2023-03-21,0.1398
"295",2023-03-22,0.1286
"296",2023-03-23,0.1343
"297",2023-03-24,0.1522
"298",2023-03-27,0.1273
"299",2023-03-28,0.1351
"300",2023-03-29,0.1401
"301",2023-03-30,0.1441
"302",2023-03-31,0.1441
"303",2023-04-03,0.1538
"304",2023-04-04,0.1418
"305",2023-04-05,0.1398
"306",2023-04-06,0.1408
"307",2023-04-10,0.1348
"308",2023-04-11,0.1301
"309",2023-04-12,0.1127
"310",2023-04-13,0.1082
"311",2023-04-14,0.107
"312",2023-04-17,0.1088
"313",2023-04-18,0.1133
"314",2023-04-19,0.1219
"315",2023-04-20,0.1232
"316",2023-04-21,0.1191
"317",2023-04-24,0.1208
"318",2023-04-25,0.111
"319",2023-04-26,0.1212
"320",2023-04-27,0.1087
"321",2023-04-28,0.1087
"322",2023-05-01,0.111
"323",2023-05-02,0.1146
"324",2023-05-03,0.1214
"325",2023-05-04,0.1213
"326",2023-05-05,0.1211
"327",2023-05-08,0.1383
"328",2023-05-09,0.1177
"329",2023-05-10,0.113
"330",2023-05-11,0.1178
"331",2023-05-12,0.0994
"332",2023-05-15,0.1005
"333",2023-05-16,0.1084
"334",2023-05-17,0.1
"335",2023-05-18,0.1025
"336",2023-05-19,0.123
"337",2023-05-22,0.132
"338",2023-05-23,0.1214
"339",2023-05-24,0.1227
"340",2023-05-25,0.1194
"341",2023-05-26,0.123
"342",2023-05-30,0.1128
"343",2023-05-31,0.1183
"344",2023-06-01,0.1254
"345",2023-06-02,0.1225
"346",2023-06-05,0.1276
"347",2023-06-06,0.1444
"348",2023-06-07,0.1261
"349",2023-06-08,0.1315
