"","date","WHR"
"157",2022-09-01,0.1761
"158",2022-09-02,0.1694
"159",2022-09-06,0.1658
"160",2022-09-07,0.159
"161",2022-09-08,0.1517
"162",2022-09-09,0.1509
"163",2022-09-12,0.1571
"164",2022-09-13,0.1528
"165",2022-09-14,0.1572
"166",2022-09-15,0.1398
"167",2022-09-16,0.1315
"168",2022-09-19,0.1285
"169",2022-09-20,0.1236
"170",2022-09-21,0.1187
"171",2022-09-22,0.1279
"172",2022-09-23,0.1263
"173",2022-09-26,0.1335
"174",2022-09-27,0.1335
"175",2022-09-28,0.1327
"176",2022-09-29,0.109
"177",2022-09-30,0.0993
"178",2022-10-03,0.0946
"179",2022-10-04,0.0847
"180",2022-10-05,0.0823
"181",2022-10-06,0.0828
"182",2022-10-07,0.0738
"183",2022-10-10,0.0663999999999999
"184",2022-10-11,0.0600000000000001
"185",2022-10-12,0.0607
"186",2022-10-13,0.0572999999999999
"187",2022-10-14,0.0569999999999999
"188",2022-10-17,0.0547
"189",2022-10-18,0.0572
"190",2022-10-19,0.0629
"191",2022-10-20,0.0648
"192",2022-10-21,0.0656
"193",2022-10-24,0.0697
"194",2022-10-25,0.0756
"195",2022-10-26,0.0769000000000001
"196",2022-10-27,0.0811999999999999
"197",2022-10-28,0.0886
"198",2022-10-31,0.0920000000000001
"199",2022-11-01,0.0967
"200",2022-11-02,0.1016
"201",2022-11-03,0.1057
"202",2022-11-04,0.1096
"203",2022-11-07,0.1135
"204",2022-11-08,0.1135
"205",2022-11-09,0.1161
"206",2022-11-10,0.1219
"207",2022-11-11,0.1244
"208",2022-11-14,0.1281
"209",2022-11-15,0.1306
"210",2022-11-16,0.1317
"211",2022-11-17,0.1274
"212",2022-11-18,0.1292
"213",2022-11-21,0.1234
"214",2022-11-22,0.1237
"215",2022-11-23,0.1289
"216",2022-11-25,0.1285
"217",2022-11-28,0.1221
"218",2022-11-29,0.1208
"219",2022-11-30,0.1171
"220",2022-12-01,0.1161
"221",2022-12-02,0.1157
"222",2022-12-05,0.113
"223",2022-12-06,0.1079
"224",2022-12-07,0.1007
"225",2022-12-08,0.0998
"226",2022-12-09,0.1016
"227",2022-12-12,0.0967
"228",2022-12-13,0.0843
"229",2022-12-14,0.0705
"230",2022-12-15,0.0615
"231",2022-12-16,0.0522999999999999
"232",2022-12-19,0.0458
"233",2022-12-20,0.0525
"234",2022-12-21,0.0706000000000001
"235",2022-12-22,0.0903
"236",2022-12-23,0.0943
"237",2022-12-27,0.1106
"238",2022-12-28,0.1344
"239",2022-12-29,0.1647
"240",2022-12-30,0.1949
"241",2023-01-03,0.2283
"242",2023-01-04,0.2527
"243",2023-01-05,0.2725
"244",2023-01-06,0.2886
"245",2023-01-09,0.3105
"246",2023-01-10,0.3337
"247",2023-01-11,0.3559
"248",2023-01-12,0.3744
"249",2023-01-13,0.3915
"250",2023-01-17,0.4107
"251",2023-01-18,0.4179
"252",2023-01-19,0.421
"253",2023-01-20,0.4141
"254",2023-01-23,0.3441
"255",2023-01-24,0.3258
"256",2023-01-25,0.273
"257",2023-01-26,0.2421
"258",2023-01-27,0.2248
"259",2023-01-30,0.2283
"260",2023-01-31,0.196
"261",2023-02-01,0.2006
"262",2023-02-02,0.2102
"263",2023-02-03,0.2094
"264",2023-02-06,0.216
"265",2023-02-07,0.2105
"266",2023-02-08,0.2166
"267",2023-02-09,0.2118
"268",2023-02-10,0.2037
"269",2023-02-13,0.1902
"270",2023-02-14,0.1869
"271",2023-02-15,0.1859
"272",2023-02-16,0.1837
"273",2023-02-17,0.1807
"274",2023-02-21,0.1792
"275",2023-02-22,0.17
"276",2023-02-23,0.1765
"277",2023-02-24,0.1803
"278",2023-02-27,0.1783
"279",2023-02-28,0.1814
"280",2023-03-01,0.1807
"281",2023-03-02,0.1716
"282",2023-03-03,0.1714
"283",2023-03-06,0.1766
"284",2023-03-07,0.1834
"285",2023-03-08,0.1811
"286",2023-03-09,0.1595
"287",2023-03-10,0.1506
"288",2023-03-13,0.1498
"289",2023-03-14,0.1541
"290",2023-03-15,0.1621
"291",2023-03-16,0.1583
"292",2023-03-17,0.15
"293",2023-03-20,0.1457
"294",2023-03-21,0.1485
"295",2023-03-22,0.1463
"296",2023-03-23,0.1446
"297",2023-03-24,0.1458
"298",2023-03-27,0.1431
"299",2023-03-28,0.1435
"300",2023-03-29,0.1528
"301",2023-03-30,0.1572
"302",2023-03-31,0.155
"303",2023-04-03,0.1489
"304",2023-04-04,0.1546
"305",2023-04-05,0.1494
"306",2023-04-06,0.1488
"307",2023-04-10,0.1454
"308",2023-04-11,0.1405
"309",2023-04-12,0.1347
"310",2023-04-13,0.1348
"311",2023-04-14,0.1341
"312",2023-04-17,0.133
"313",2023-04-18,0.1188
"314",2023-04-19,0.105
"315",2023-04-20,0.1002
"316",2023-04-21,0.1067
"317",2023-04-24,0.1114
"318",2023-04-25,0.1154
"319",2023-04-26,0.1155
"320",2023-04-27,0.1087
"321",2023-04-28,0.1155
"322",2023-05-01,0.1162
"323",2023-05-02,0.1157
"324",2023-05-03,0.12
"325",2023-05-04,0.1211
"326",2023-05-05,0.1266
"327",2023-05-08,0.1295
"328",2023-05-09,0.1388
"329",2023-05-10,0.1418
"330",2023-05-11,0.1502
"331",2023-05-12,0.1538
"332",2023-05-15,0.1572
"333",2023-05-16,0.1608
"334",2023-05-17,0.1626
"335",2023-05-18,0.1587
"336",2023-05-19,0.1617
"337",2023-05-22,0.1624
"338",2023-05-23,0.1634
"339",2023-05-24,0.1699
"340",2023-05-25,0.1752
"341",2023-05-26,0.174
"342",2023-05-30,0.1678
"343",2023-05-31,0.1637
"344",2023-06-01,0.1589
"345",2023-06-02,0.1566
"346",2023-06-05,0.1513
"347",2023-06-06,0.149
"348",2023-06-07,0.1503
"349",2023-06-08,0.153
"350",2023-06-09,0.1592
"351",2023-06-12,0.1564
"352",2023-06-13,0.1538
"353",2023-06-14,0.1503
"354",2023-06-15,0.1522
"355",2023-06-16,0.1481
"356",2023-06-20,0.1481
"357",2023-06-21,0.1464
"358",2023-06-22,0.1396
"359",2023-06-23,0.1351
"360",2023-06-26,0.1501
"361",2023-06-27,0.1577
"362",2023-06-28,0.1557
"363",2023-06-29,0.1489
