"","date","NWSA"
"1",2022-01-19,0.1508
"2",2022-01-20,0.1404
"3",2022-01-21,0.1273
"4",2022-01-24,0.1181
"5",2022-01-25,0.1115
"6",2022-01-26,0.1004
"7",2022-01-27,0.1138
"8",2022-01-28,0.122
"9",2022-01-31,0.1399
"10",2022-02-01,0.127
"11",2022-02-02,0.1252
"12",2022-02-03,0.1171
"13",2022-02-04,0.1048
"14",2022-02-07,0.0969
"15",2022-02-08,0.0938
"16",2022-02-09,0.0771999999999999
"17",2022-02-10,0.0694
"18",2022-02-11,0.0591
"19",2022-02-14,0.0533
"20",2022-02-15,0.0597
"21",2022-02-16,0.0488
"22",2022-02-17,0.0522
"23",2022-02-18,0.0445000000000001
"24",2022-02-22,0.0415
"25",2022-02-23,0.0387000000000001
"26",2022-02-24,0.0327000000000001
"27",2022-02-25,0.0179
"28",2022-02-28,0.0212
"29",2022-03-01,0.0225
"30",2022-03-02,0.0208
"31",2022-03-03,0.0224
"32",2022-03-04,0.0244
"33",2022-03-07,0.0264
"34",2022-03-08,0.0226
"35",2022-03-09,0.0216999999999999
"36",2022-03-10,0.0223
"37",2022-03-11,0.0238999999999999
"38",2022-03-14,0.0225
"39",2022-03-15,0.0217000000000001
"40",2022-03-16,0.0231
"41",2022-03-17,0.0265000000000001
"42",2022-03-18,0.0276
"43",2022-03-21,0.0266
"44",2022-03-22,0.0252
"45",2022-03-23,0.0256999999999999
"46",2022-03-24,0.0233
"47",2022-03-25,0.0237999999999999
"48",2022-03-28,0.0278
"49",2022-03-29,0.0327
"50",2022-03-30,0.031
"51",2022-03-31,0.0318999999999999
"52",2022-04-01,0.0323
"53",2022-04-04,0.0313
"54",2022-04-05,0.032
"55",2022-04-06,0.0364000000000001
"56",2022-04-07,0.0394
"57",2022-04-08,0.0448000000000001
"58",2022-04-11,0.0508000000000001
"59",2022-04-12,0.054
"60",2022-04-13,0.0577
"61",2022-04-14,0.0569000000000001
"62",2022-04-18,0.052
"63",2022-04-19,0.0508000000000001
"64",2022-04-20,0.0541
"65",2022-04-21,0.0578
"66",2022-04-22,0.0689
"67",2022-04-25,0.0662
"68",2022-04-26,0.0566
"69",2022-04-27,0.0534
"70",2022-04-28,0.0486000000000001
"71",2022-04-29,0.0481
"72",2022-05-02,0.0438999999999999
"73",2022-05-03,0.0381
"74",2022-05-04,0.0347999999999999
"75",2022-05-05,0.0312
"76",2022-05-06,0.0276999999999999
"77",2022-05-09,0.0244
"78",2022-05-10,0.0209
"79",2022-05-11,0.0216
"80",2022-05-12,0.0234000000000001
"81",2022-05-13,0.0284
"82",2022-05-16,0.0317000000000001
"83",2022-05-17,0.0399999999999999
"84",2022-05-18,0.048
"85",2022-05-19,0.0519000000000001
"86",2022-05-20,0.0588000000000001
"87",2022-05-23,0.0634
"88",2022-05-24,0.0624
"89",2022-05-25,0.0623
"90",2022-05-26,0.0664
"91",2022-05-27,0.0673
"92",2022-05-31,0.0707
"93",2022-06-01,0.0764
"94",2022-06-02,0.0758
"95",2022-06-03,0.0831000000000001
"96",2022-06-06,0.0870000000000001
"97",2022-06-07,0.0858
"98",2022-06-08,0.0895
"99",2022-06-09,0.0998
"100",2022-06-10,0.1052
"101",2022-06-13,0.1115
"102",2022-06-14,0.1075
"103",2022-06-15,0.111
"104",2022-06-16,0.1052
"105",2022-06-17,0.1056
"106",2022-06-21,0.1096
"107",2022-06-22,0.1093
"108",2022-06-23,0.114
"109",2022-06-24,0.1177
"110",2022-06-27,0.1236
"111",2022-06-28,0.1268
"112",2022-06-29,0.1244
"113",2022-06-30,0.1212
"114",2022-07-01,0.1171
"115",2022-07-05,0.1192
"116",2022-07-06,0.1292
"117",2022-07-07,0.1391
"118",2022-07-08,0.1385
"119",2022-07-11,0.1414
"120",2022-07-12,0.1376
"121",2022-07-13,0.1387
"122",2022-07-14,0.1392
"123",2022-07-15,0.1438
"124",2022-07-18,0.1407
"125",2022-07-19,0.1391
"126",2022-07-20,0.1352
"127",2022-07-21,0.1342
"128",2022-07-22,0.1392
"129",2022-07-25,0.1476
"130",2022-07-26,0.1442
"131",2022-07-27,0.1387
"132",2022-07-28,0.1363
"133",2022-07-29,0.1288
"134",2022-08-01,0.1296
"135",2022-08-02,0.1284
"136",2022-08-03,0.1244
"137",2022-08-04,0.1212
"138",2022-08-05,0.1182
"139",2022-08-08,0.1117
"140",2022-08-09,0.1139
"141",2022-08-10,0.1105
"142",2022-08-11,0.107
"143",2022-08-12,0.1064
"144",2022-08-15,0.0975
"145",2022-08-16,0.0918
"146",2022-08-17,0.0906
"147",2022-08-18,0.0919
"148",2022-08-19,0.0920000000000001
"149",2022-08-22,0.0883
"150",2022-08-23,0.0857
"151",2022-08-24,0.0866
"152",2022-08-25,0.0841000000000001
"153",2022-08-26,0.0827
"154",2022-08-29,0.0773
"155",2022-08-30,0.0738
"156",2022-08-31,0.0713
