"","date","NWSA"
"157",2022-09-01,0.0636
"158",2022-09-02,0.0610000000000001
"159",2022-09-06,0.0594
"160",2022-09-07,0.0517
"161",2022-09-08,0.0489999999999999
"162",2022-09-09,0.0465
"163",2022-09-12,0.0428000000000001
"164",2022-09-13,0.0378999999999999
"165",2022-09-14,0.0374000000000001
"166",2022-09-15,0.0374
"167",2022-09-16,0.0364
"168",2022-09-19,0.036
"169",2022-09-20,0.0357000000000001
"170",2022-09-21,0.0347000000000001
"171",2022-09-22,0.0317999999999999
"172",2022-09-23,0.0298
"173",2022-09-26,0.0278999999999999
"174",2022-09-27,0.0316000000000001
"175",2022-09-28,0.0322
"176",2022-09-29,0.032
"177",2022-09-30,0.0256000000000001
"178",2022-10-03,0.0211
"179",2022-10-04,0.0193
"180",2022-10-05,0.0185
"181",2022-10-06,0.021
"182",2022-10-07,0.0201
"183",2022-10-10,0.0206
"184",2022-10-11,0.0248
"185",2022-10-12,0.0267000000000001
"186",2022-10-13,0.0295
"187",2022-10-14,0.0322
"188",2022-10-17,0.0373
"189",2022-10-18,0.0434
"190",2022-10-19,0.0405
"191",2022-10-20,0.0327999999999999
"192",2022-10-21,0.0403
"193",2022-10-24,0.0436
"194",2022-10-25,0.0476
"195",2022-10-26,0.0532
"196",2022-10-27,0.0539000000000001
"197",2022-10-28,0.0613
"198",2022-10-31,0.0679000000000001
"199",2022-11-01,0.0744
"200",2022-11-02,0.0819000000000001
"201",2022-11-03,0.0881999999999999
"202",2022-11-04,0.1033
"203",2022-11-07,0.1093
"204",2022-11-08,0.1155
"205",2022-11-09,0.116
"206",2022-11-10,0.1118
"207",2022-11-11,0.1071
"208",2022-11-14,0.1159
"209",2022-11-15,0.1199
"210",2022-11-16,0.1223
"211",2022-11-17,0.1197
"212",2022-11-18,0.1147
"213",2022-11-21,0.1086
"214",2022-11-22,0.1136
"215",2022-11-23,0.1109
"216",2022-11-25,0.1076
"217",2022-11-28,0.1012
"218",2022-11-29,0.0917
"219",2022-11-30,0.0867
"220",2022-12-01,0.0835
"221",2022-12-02,0.0817000000000001
"222",2022-12-05,0.0853999999999999
"223",2022-12-06,0.0861999999999999
"224",2022-12-07,0.0909
"225",2022-12-08,0.0868
"226",2022-12-09,0.083
"227",2022-12-12,0.0751000000000001
"228",2022-12-13,0.0666
"229",2022-12-14,0.0574
"230",2022-12-15,0.0503
"231",2022-12-16,0.0461
"232",2022-12-19,0.0458
"233",2022-12-20,0.0333
"234",2022-12-21,0.0314
"235",2022-12-22,0.033
"236",2022-12-23,0.0405
"237",2022-12-27,0.0542999999999999
"238",2022-12-28,0.0692
"239",2022-12-29,0.0827000000000001
"240",2022-12-30,0.0996
"241",2023-01-03,0.1134
"242",2023-01-04,0.1262
"243",2023-01-05,0.1397
"244",2023-01-06,0.139
"245",2023-01-09,0.1474
"246",2023-01-10,0.154
"247",2023-01-11,0.1632
"248",2023-01-12,0.1675
"249",2023-01-13,0.1731
"250",2023-01-17,0.1713
"251",2023-01-18,0.1717
"252",2023-01-19,0.1731
"253",2023-01-20,0.1779
"254",2023-01-23,0.1743
"255",2023-01-24,0.1715
"256",2023-01-25,0.1365
"257",2023-01-26,0.1273
"258",2023-01-27,0.114
"259",2023-01-30,0.1161
"260",2023-01-31,0.1204
"261",2023-02-01,0.1252
"262",2023-02-02,0.1232
"263",2023-02-03,0.1261
"264",2023-02-06,0.1233
"265",2023-02-07,0.1147
"266",2023-02-08,0.1122
"267",2023-02-09,0.1182
"268",2023-02-10,0.1195
"269",2023-02-13,0.1193
"270",2023-02-14,0.1203
"271",2023-02-15,0.1262
"272",2023-02-16,0.1263
"273",2023-02-17,0.1213
"274",2023-02-21,0.1074
"275",2023-02-22,0.0956
"276",2023-02-23,0.0964
"277",2023-02-24,0.104
"278",2023-02-27,0.1096
"279",2023-02-28,0.118
"280",2023-03-01,0.1162
"281",2023-03-02,0.1213
"282",2023-03-03,0.1212
"283",2023-03-06,0.1308
"284",2023-03-07,0.1229
"285",2023-03-08,0.1234
"286",2023-03-09,0.1189
"287",2023-03-10,0.1198
"288",2023-03-13,0.1201
"289",2023-03-14,0.1241
"290",2023-03-15,0.1192
"291",2023-03-16,0.116
"292",2023-03-17,0.1152
"293",2023-03-20,0.1224
"294",2023-03-21,0.1223
"295",2023-03-22,0.1274
"296",2023-03-23,0.1338
"297",2023-03-24,0.1396
"298",2023-03-27,0.1365
"299",2023-03-28,0.1325
"300",2023-03-29,0.1266
"301",2023-03-30,0.1297
"302",2023-03-31,0.1381
"303",2023-04-03,0.1465
"304",2023-04-04,0.1378
"305",2023-04-05,0.1394
"306",2023-04-06,0.1382
"307",2023-04-10,0.1356
"308",2023-04-11,0.139
"309",2023-04-12,0.1449
"310",2023-04-13,0.1441
"311",2023-04-14,0.1478
"312",2023-04-17,0.1414
"313",2023-04-18,0.1382
"314",2023-04-19,0.1262
"315",2023-04-20,0.1243
"316",2023-04-21,0.1358
"317",2023-04-24,0.1476
"318",2023-04-25,0.146
"319",2023-04-26,0.1467
"320",2023-04-27,0.1405
"321",2023-04-28,0.137
"322",2023-05-01,0.1355
"323",2023-05-02,0.144
"324",2023-05-03,0.1394
"325",2023-05-04,0.1346
"326",2023-05-05,0.1314
"327",2023-05-08,0.1355
"328",2023-05-09,0.132
"329",2023-05-10,0.1287
"330",2023-05-11,0.1278
"331",2023-05-12,0.1262
"332",2023-05-15,0.1187
"333",2023-05-16,0.1209
"334",2023-05-17,0.1103
"335",2023-05-18,0.108
"336",2023-05-19,0.1118
"337",2023-05-22,0.1221
"338",2023-05-23,0.1268
"339",2023-05-24,0.1259
"340",2023-05-25,0.1185
"341",2023-05-26,0.1187
"342",2023-05-30,0.1102
"343",2023-05-31,0.1132
"344",2023-06-01,0.1028
"345",2023-06-02,0.0979
"346",2023-06-05,0.0965
"347",2023-06-06,0.1003
"348",2023-06-07,0.104
"349",2023-06-08,0.1037
"350",2023-06-09,0.1029
"351",2023-06-12,0.0998000000000001
"352",2023-06-13,0.0913
"353",2023-06-14,0.0968000000000001
"354",2023-06-15,0.0875
"355",2023-06-16,0.0883
"356",2023-06-20,0.094
"357",2023-06-21,0.0959
"358",2023-06-22,0.0972999999999999
"359",2023-06-23,0.101
"360",2023-06-26,0.0989
"361",2023-06-27,0.1054
"362",2023-06-28,0.101
"363",2023-06-29,0.1056
