"","date","SEDG"
"1",2022-01-19,0.269
"2",2022-01-20,0.2787
"3",2022-01-21,0.2853
"4",2022-01-24,0.2847
"5",2022-01-25,0.2863
"6",2022-01-26,0.2882
"7",2022-01-27,0.306
"8",2022-01-28,0.3026
"9",2022-01-31,0.3056
"10",2022-02-01,0.3122
"11",2022-02-02,0.3039
"12",2022-02-03,0.2987
"13",2022-02-04,0.2943
"14",2022-02-07,0.2963
"15",2022-02-08,0.298
"16",2022-02-09,0.2897
"17",2022-02-10,0.2899
"18",2022-02-11,0.2816
"19",2022-02-14,0.2834
"20",2022-02-15,0.2787
"21",2022-02-16,0.2849
"22",2022-02-17,0.2924
"23",2022-02-18,0.2964
"24",2022-02-22,0.2945
"25",2022-02-23,0.2927
"26",2022-02-24,0.2818
"27",2022-02-25,0.2785
"28",2022-02-28,0.2789
"29",2022-03-01,0.2779
"30",2022-03-02,0.2801
"31",2022-03-03,0.2779
"32",2022-03-04,0.2797
"33",2022-03-07,0.2818
"34",2022-03-08,0.2839
"35",2022-03-09,0.2825
"36",2022-03-10,0.2807
"37",2022-03-11,0.2849
"38",2022-03-14,0.313
"39",2022-03-15,0.3127
"40",2022-03-16,0.3106
"41",2022-03-17,0.3014
"42",2022-03-18,0.3025
"43",2022-03-21,0.3054
"44",2022-03-22,0.3083
"45",2022-03-23,0.3023
"46",2022-03-24,0.3049
"47",2022-03-25,0.3132
"48",2022-03-28,0.3156
"49",2022-03-29,0.3183
"50",2022-03-30,0.3223
"51",2022-03-31,0.3155
"52",2022-04-01,0.3087
"53",2022-04-04,0.3166
"54",2022-04-05,0.3105
"55",2022-04-06,0.3088
"56",2022-04-07,0.2894
"57",2022-04-08,0.2913
"58",2022-04-11,0.2906
"59",2022-04-12,0.2772
"60",2022-04-13,0.2677
"61",2022-04-14,0.2661
"62",2022-04-18,0.2591
"63",2022-04-19,0.2582
"64",2022-04-20,0.27
"65",2022-04-21,0.2583
"66",2022-04-22,0.2652
"67",2022-04-25,0.2813
"68",2022-04-26,0.273
"69",2022-04-27,0.2634
"70",2022-04-28,0.2633
"71",2022-04-29,0.2591
"72",2022-05-02,0.256
"73",2022-05-03,0.2656
"74",2022-05-04,0.2895
