"","date","HII"
"104",2022-06-16,0.1428
"105",2022-06-17,0.1533
"106",2022-06-21,0.1403
"107",2022-06-22,0.1488
"108",2022-06-23,0.1413
"109",2022-06-24,0.1469
"110",2022-06-27,0.1382
"111",2022-06-28,0.131
"112",2022-06-29,0.1319
"113",2022-06-30,0.1438
"114",2022-07-01,0.1359
"115",2022-07-05,0.1412
"116",2022-07-06,0.1249
"117",2022-07-07,0.1221
"118",2022-07-08,0.1203
"119",2022-07-11,0.1277
"120",2022-07-12,0.1274
"121",2022-07-13,0.1201
"122",2022-07-14,0.1071
"123",2022-07-15,0.1171
"124",2022-07-18,0.1073
"125",2022-07-19,0.112
"126",2022-07-20,0.0978
"127",2022-07-21,0.0972999999999999
"128",2022-07-22,0.0953999999999999
"129",2022-07-25,0.1066
"130",2022-07-26,0.1109
"131",2022-07-27,0.1043
"132",2022-07-28,0.0871
"133",2022-07-29,0.0876
"134",2022-08-01,0.0724
"135",2022-08-02,0.0835
"136",2022-08-03,0.0901
"137",2022-08-04,0.1
"138",2022-08-05,0.0985
"139",2022-08-08,0.0936
"140",2022-08-09,0.0839
"141",2022-08-10,0.0875
"142",2022-08-11,0.0839000000000001
"143",2022-08-12,0.0936
"144",2022-08-15,0.0892999999999999
"145",2022-08-16,0.1092
"146",2022-08-17,0.1
"147",2022-08-18,0.0971
"148",2022-08-19,0.0891
"149",2022-08-22,0.0903999999999999
"150",2022-08-23,0.0938
"151",2022-08-24,0.109
"152",2022-08-25,0.1112
"153",2022-08-26,0.1232
"154",2022-08-29,0.1208
"155",2022-08-30,0.1278
"156",2022-08-31,0.1183
"157",2022-09-01,0.1235
"158",2022-09-02,0.1262
"159",2022-09-06,0.1384
"160",2022-09-07,0.1383
"161",2022-09-08,0.137
"162",2022-09-09,0.1363
"163",2022-09-12,0.1468
"164",2022-09-13,0.1461
"165",2022-09-14,0.1619
"166",2022-09-15,0.1618
"167",2022-09-16,0.1906
"168",2022-09-19,0.1844
"169",2022-09-20,0.1778
"170",2022-09-21,0.1686
"171",2022-09-22,0.1689
"172",2022-09-23,0.1665
"173",2022-09-26,0.1702
"174",2022-09-27,0.163
"175",2022-09-28,0.1744
"176",2022-09-29,0.1703
"177",2022-09-30,0.179
"178",2022-10-03,0.1805
"179",2022-10-04,0.1769
"180",2022-10-05,0.1695
"181",2022-10-06,0.1658
"182",2022-10-07,0.1488
"183",2022-10-10,0.1465
"184",2022-10-11,0.1447
"185",2022-10-12,0.1691
"186",2022-10-13,0.1604
"187",2022-10-14,0.1511
"188",2022-10-17,0.134
"189",2022-10-18,0.1301
"190",2022-10-19,0.1322
"191",2022-10-20,0.126
"192",2022-10-21,0.1217
"193",2022-10-24,0.1288
"194",2022-10-25,0.1187
"195",2022-10-26,0.1217
"196",2022-10-27,0.1135
"197",2022-10-28,0.1102
"198",2022-10-31,0.1077
"199",2022-11-01,0.1057
"200",2022-11-02,0.0997
"201",2022-11-03,0.0948
"202",2022-11-04,0.0921999999999999
"203",2022-11-07,0.0926999999999999
"204",2022-11-08,0.0774
"205",2022-11-09,0.0817
"206",2022-11-10,0.0727
"207",2022-11-11,0.0803
"208",2022-11-14,0.0822000000000001
"209",2022-11-15,0.078
"210",2022-11-16,0.0690000000000001
"211",2022-11-17,0.0723
"212",2022-11-18,0.0664000000000001
"213",2022-11-21,0.0692
"214",2022-11-22,0.0725
"215",2022-11-23,0.0822
"216",2022-11-25,0.0778
"217",2022-11-28,0.0851000000000001
"218",2022-11-29,0.0835
"219",2022-11-30,0.0974
"220",2022-12-01,0.1038
"221",2022-12-02,0.1066
"222",2022-12-05,0.1076
"223",2022-12-06,0.1151
"224",2022-12-07,0.1145
"225",2022-12-08,0.1297
"226",2022-12-09,0.1324
"227",2022-12-12,0.1445
"228",2022-12-13,0.158
"229",2022-12-14,0.1714
"230",2022-12-15,0.1801
"231",2022-12-16,0.1919
"232",2022-12-19,0.2005
"233",2022-12-20,0.2239
"234",2022-12-21,0.2279
"235",2022-12-22,0.2417
"236",2022-12-23,0.2425
"237",2022-12-27,0.2552
"238",2022-12-28,0.2626
"239",2022-12-29,0.2713
"240",2022-12-30,0.279
"241",2023-01-03,0.2935
"242",2023-01-04,0.2986
"243",2023-01-05,0.3086
"244",2023-01-06,0.3112
"245",2023-01-09,0.3147
"246",2023-01-10,0.3134
"247",2023-01-11,0.3145
"248",2023-01-12,0.3102
"249",2023-01-13,0.3082
"250",2023-01-17,0.3099
"251",2023-01-18,0.2673
"252",2023-01-19,0.2248
"253",2023-01-20,0.2219
"254",2023-01-23,0.2038
"255",2023-01-24,0.2183
"256",2023-01-25,0.234
"257",2023-01-26,0.2415
"258",2023-01-27,0.2459
"259",2023-01-30,0.2527
"260",2023-01-31,0.2323
"261",2023-02-01,0.226
"262",2023-02-02,0.2289
"263",2023-02-03,0.2258
"264",2023-02-06,0.2228
"265",2023-02-07,0.2219
"266",2023-02-08,0.2189
"267",2023-02-09,0.2136
"268",2023-02-10,0.2168
"269",2023-02-13,0.2161
"270",2023-02-14,0.2107
"271",2023-02-15,0.2103
"272",2023-02-16,0.2071
"273",2023-02-17,0.2071
"274",2023-02-21,0.2082
"275",2023-02-22,0.2112
"276",2023-02-23,0.2051
"277",2023-02-24,0.2064
"278",2023-02-27,0.2094
"279",2023-02-28,0.2098
"280",2023-03-01,0.2168
"281",2023-03-02,0.2144
"282",2023-03-03,0.211
"283",2023-03-06,0.2075
"284",2023-03-07,0.2083
"285",2023-03-08,0.2076
"286",2023-03-09,0.1914
"287",2023-03-10,0.1844
"288",2023-03-13,0.182
"289",2023-03-14,0.19
"290",2023-03-15,0.1923
"291",2023-03-16,0.1914
"292",2023-03-17,0.1962
"293",2023-03-20,0.1921
"294",2023-03-21,0.193
"295",2023-03-22,0.2003
"296",2023-03-23,0.1995
"297",2023-03-24,0.2012
"298",2023-03-27,0.1926
"299",2023-03-28,0.1869
"300",2023-03-29,0.1745
"301",2023-03-30,0.1614
"302",2023-03-31,0.1424
"303",2023-04-03,0.1298
"304",2023-04-04,0.1264
"305",2023-04-05,0.129
"306",2023-04-06,0.128
"307",2023-04-10,0.132
"308",2023-04-11,0.127
"309",2023-04-12,0.1186
"310",2023-04-13,0.1267
"311",2023-04-14,0.1328
"312",2023-04-17,0.1318
"313",2023-04-18,0.1287
"314",2023-04-19,0.123
"315",2023-04-20,0.1286
"316",2023-04-21,0.1247
"317",2023-04-24,0.1306
"318",2023-04-25,0.131
"319",2023-04-26,0.1266
"320",2023-04-27,0.1298
"321",2023-04-28,0.1273
"322",2023-05-01,0.1199
"323",2023-05-02,0.1197
"324",2023-05-03,0.1134
"325",2023-05-04,0.1092
"326",2023-05-05,0.1008
"327",2023-05-08,0.0994
"328",2023-05-09,0.1035
"329",2023-05-10,0.1068
"330",2023-05-11,0.1034
"331",2023-05-12,0.1015
"332",2023-05-15,0.0968
"333",2023-05-16,0.1032
"334",2023-05-17,0.0953000000000001
"335",2023-05-18,0.0823
"336",2023-05-19,0.0719
"337",2023-05-22,0.0738
"338",2023-05-23,0.0730000000000001
"339",2023-05-24,0.0725
"340",2023-05-25,0.0753
"341",2023-05-26,0.0747
"342",2023-05-30,0.0769
"343",2023-05-31,0.0785
"344",2023-06-01,0.0841
"345",2023-06-02,0.0956
"346",2023-06-05,0.0926
"347",2023-06-06,0.0966
"348",2023-06-07,0.0961
"349",2023-06-08,0.0979
"350",2023-06-09,0.0982
"351",2023-06-12,0.1084
"352",2023-06-13,0.1204
"353",2023-06-14,0.1301
"354",2023-06-15,0.1342
"355",2023-06-16,0.1389
"356",2023-06-20,0.1309
"357",2023-06-21,0.1364
"358",2023-06-22,0.1427
"359",2023-06-23,0.1499
"360",2023-06-26,0.1631
"361",2023-06-27,0.1746
"362",2023-06-28,0.1842
"363",2023-06-29,0.183
