"","date","ALK"
"225",2022-12-08,0.0711999999999999
"226",2022-12-09,0.0681
"227",2022-12-12,0.0609
"228",2022-12-13,0.0531
"229",2022-12-14,0.0484
"230",2022-12-15,0.0499000000000001
"231",2022-12-16,0.0407
"232",2022-12-19,0.0367999999999999
"233",2022-12-20,0.0362
"234",2022-12-21,0.0382
"235",2022-12-22,0.0618
"236",2022-12-23,0.0827
"237",2022-12-27,0.1042
"238",2022-12-28,0.1303
"239",2022-12-29,0.1612
"240",2022-12-30,0.1885
"241",2023-01-03,0.2175
"242",2023-01-04,0.2291
"243",2023-01-05,0.2494
"244",2023-01-06,0.2606
"245",2023-01-09,0.2838
"246",2023-01-10,0.305
"247",2023-01-11,0.3286
"248",2023-01-12,0.3444
"249",2023-01-13,0.3601
"250",2023-01-17,0.3765
"251",2023-01-18,0.3758
"252",2023-01-19,0.3519
"253",2023-01-20,0.3585
"254",2023-01-23,0.3241
"255",2023-01-24,0.3109
"256",2023-01-25,0.2858
"257",2023-01-26,0.2876
"258",2023-01-27,0.2896
"259",2023-01-30,0.2825
"260",2023-01-31,0.2766
"261",2023-02-01,0.2847
"262",2023-02-02,0.2709
"263",2023-02-03,0.2613
"264",2023-02-06,0.2512
"265",2023-02-07,0.2561
"266",2023-02-08,0.2561
"267",2023-02-09,0.2589
"268",2023-02-10,0.2574
"269",2023-02-13,0.2513
"270",2023-02-14,0.2519
"271",2023-02-15,0.2495
"272",2023-02-16,0.2456
"273",2023-02-17,0.2443
"274",2023-02-21,0.2428
"275",2023-02-22,0.2456
"276",2023-02-23,0.2533
"277",2023-02-24,0.2615
"278",2023-02-27,0.2663
"279",2023-02-28,0.2623
"280",2023-03-01,0.2669
"281",2023-03-02,0.2707
"282",2023-03-03,0.2733
"283",2023-03-06,0.2805
"284",2023-03-07,0.2781
"285",2023-03-08,0.2834
"286",2023-03-09,0.2717
"287",2023-03-10,0.2586
"288",2023-03-13,0.2588
"289",2023-03-14,0.2628
"290",2023-03-15,0.2601
"291",2023-03-16,0.2636
"292",2023-03-17,0.2671
"293",2023-03-20,0.269
"294",2023-03-21,0.2707
"295",2023-03-22,0.2811
"296",2023-03-23,0.2917
"297",2023-03-24,0.2891
"298",2023-03-27,0.2741
"299",2023-03-28,0.2664
"300",2023-03-29,0.2656
"301",2023-03-30,0.2631
"302",2023-03-31,0.2574
"303",2023-04-03,0.2632
"304",2023-04-04,0.2638
"305",2023-04-05,0.2708
"306",2023-04-06,0.2642
"307",2023-04-10,0.2448
"308",2023-04-11,0.2277
"309",2023-04-12,0.2121
"310",2023-04-13,0.1971
"311",2023-04-14,0.2062
"312",2023-04-17,0.2087
"313",2023-04-18,0.1992
"314",2023-04-19,0.1854
"315",2023-04-20,0.1781
"316",2023-04-21,0.1723
"317",2023-04-24,0.1774
"318",2023-04-25,0.1805
"319",2023-04-26,0.1794
"320",2023-04-27,0.1812
"321",2023-04-28,0.1838
"322",2023-05-01,0.1815
"323",2023-05-02,0.1888
"324",2023-05-03,0.1866
"325",2023-05-04,0.1873
"326",2023-05-05,0.1846
"327",2023-05-08,0.182
"328",2023-05-09,0.1747
"329",2023-05-10,0.1785
"330",2023-05-11,0.1866
"331",2023-05-12,0.192
"332",2023-05-15,0.1822
"333",2023-05-16,0.1942
"334",2023-05-17,0.1771
"335",2023-05-18,0.1747
"336",2023-05-19,0.171
"337",2023-05-22,0.1809
"338",2023-05-23,0.1845
"339",2023-05-24,0.1851
"340",2023-05-25,0.1878
"341",2023-05-26,0.1861
"342",2023-05-30,0.1804
"343",2023-05-31,0.185
"344",2023-06-01,0.1881
"345",2023-06-02,0.1891
"346",2023-06-05,0.1825
"347",2023-06-06,0.181
"348",2023-06-07,0.1862
"349",2023-06-08,0.1918
"350",2023-06-09,0.1873
"351",2023-06-12,0.1933
"352",2023-06-13,0.1863
"353",2023-06-14,0.1966
"354",2023-06-15,0.1875
"355",2023-06-16,0.1859
"356",2023-06-20,0.1822
"357",2023-06-21,0.1878
"358",2023-06-22,0.1818
"359",2023-06-23,0.1832
"360",2023-06-26,0.1869
"361",2023-06-27,0.1933
"362",2023-06-28,0.1962
"363",2023-06-29,0.1999
